DriveAmplitude,Amplitude_AU,Amplitude_dBm,Real_dBm,Imag_dBm,Phase_rad,Fit_y(AU)
0.0,3.3673492255867925e-07,-116.44393686094809,-117.73968961471152,-122.3283386148446,-2.608845159467375,3.862961927666553e-07
0.005,3.6989163062993456e-07,-115.62820994651202,-117.3082440871842,-120.56584324533547,-2.539469398956613,3.8699517441783344e-07
0.01,3.737665973439378e-07,-115.53769030568206,-116.68798472450786,-121.86990321424753,-2.6382228769591554,3.876896476555988e-07
0.015,3.540628323311399e-07,-116.00809325972001,-117.06375184729781,-122.6678442618949,-2.6584904458404424,3.883796051446317e-07
0.02,3.9420578081573145e-07,-115.07524026965838,-116.33233672978976,-121.07279466804835,-2.616459330456228,3.890650395973101e-07
0.025,3.808048886077412e-07,-115.37564974271763,-116.5884189086696,-121.50799403442679,-2.625358352319982,3.8974594377378583e-07
0.03,3.7045521972050435e-07,-115.61498567579298,-117.22324924865859,-120.70860135534525,-2.551650434636064,3.9042231048206174e-07
0.035,3.841511021815008e-07,-115.29965837184935,-116.46021963243001,-121.59818677598093,-2.63608186671636,3.910941325780672e-07
0.04,3.8258828761817197e-07,-115.33506663129403,-116.68016071838176,-121.08058560373908,-2.5993148536043305,3.9176140296573367e-07
0.045,3.964945397280458e-07,-115.02495582604097,-116.1077521353833,-121.5874866593988,-2.652576915056681,3.924241145970698e-07
0.05,3.8709448510756733e-07,-115.2333603630112,-116.49171002304328,-121.22718383289165,-2.6162103849296394,3.930822604722352e-07
0.055,3.9329467103649124e-07,-115.09533880421307,-116.67546380373366,-120.25240183245833,-2.556514971039612,3.9373583363961586e-07
0.06,4.0466738732215276e-07,-114.8477359346117,-115.94773915735954,-121.35003834901553,-2.6488706500194907,3.9438482719589596e-07
0.065,3.914391722650458e-07,-115.1364143554339,-116.73585624358068,-120.24977766169359,-2.5531699976628017,3.950292342861315e-07
0.07,3.898673943621139e-07,-115.17136173307235,-116.1752244463087,-122.02472890352556,-2.670019392843018,3.956690481038231e-07
0.075,4.0120273009708646e-07,-114.92242245060666,-115.95863998628477,-121.65356820051663,-2.662779650069486,3.96304261890987e-07
0.08,3.7345221082225816e-07,-115.54499934759134,-116.99231476620253,-121.02078986802645,-2.5801993096966704,3.969348689382272e-07
0.085,3.8105625587228387e-07,-115.36991812505086,-116.87865944452881,-120.69416691213802,-2.5690917998414746,3.9756086258480576e-07
0.09,4.3221137704154156e-07,-114.27577615190991,-115.60690463171598,-120.0599972170656,-2.601991445538294,3.9818223621871364e-07
0.095,4.076419007355177e-07,-114.78412368471166,-115.87647420272619,-121.31307992629586,-2.6505149182967194,3.987989832767403e-07
0.1,3.930395904676091e-07,-115.10097407118872,-116.40423615835319,-120.96384731356048,-2.6073813208971797,3.9941109724454303e-07
0.105,4.0889743433130653e-07,-114.7574123326037,-116.53835384874846,-119.4888420266918,-2.522863107577293,4.0001857165671577e-07
0.11,4.0614125565940796e-07,-114.8161578996963,-116.11745927940939,-120.6846384226437,-2.607763061383843,4.006214000968572e-07
0.115,4.200852928541665e-07,-114.52295049944095,-115.89628540127794,-120.19161659585691,-2.593951311216053,4.012195761976392e-07
0.12,4.3370099924786317e-07,-114.24589158805694,-115.78438282781411,-119.49934492862154,-2.5638082131926727,4.0181309364087304e-07
0.125,4.0382179677765764e-07,-114.86590490698886,-116.23653674273649,-120.5418469363818,-2.594461884805494,4.0240194615757716e-07
0.13,4.202250030646198e-07,-114.52006226283031,-115.88041420591074,-120.22382858711936,-2.5964090003264566,4.0298612752804274e-07
0.135,4.285567500356844e-07,-114.34953324534361,-115.83737945659564,-119.72450142545696,-2.5728397499335562,4.0356563158189955e-07
0.14,4.1299007357617753e-07,-114.67090777744278,-116.3900097096173,-119.52696893532877,-2.532970159125155,4.041404521981812e-07
0.145,4.244877821320811e-07,-114.4323961507704,-115.62092526617646,-120.64086137276986,-2.6303037597996797,4.0471058330538976e-07
0.15,4.3125171264906225e-07,-114.29508338700614,-115.63832030846396,-120.04572202918858,-2.599669856563584,4.052760188815598e-07
0.155,4.1678027176945514e-07,-114.59155697306053,-115.86726546725964,-120.53413731790482,-2.6127766825857934,4.0583675295432207e-07
0.16,4.1075033672112446e-07,-114.71814148077675,-116.2614680972441,-119.96024165512856,-2.5629551930520624,4.063927796009668e-07
0.165,4.1256963064716025e-07,-114.67975491757716,-116.31520973217242,-119.7133087278771,-2.546997812211875,4.0694409294850573e-07
0.17,4.4346712535398924e-07,-114.05247142952221,-115.51410223590379,-119.49227587272844,-2.577586222522792,4.074906871737347e-07
0.17500000000000002,3.904183214540469e-07,-115.1590962446305,-116.35693924500353,-121.33810469158199,-2.6283967919705455,4.080325565032948e-07
0.18,3.7538605245340054e-07,-115.50013739768846,-117.12358270125932,-120.56006995168978,-2.5490469683735104,4.085696952137334e-07
0.185,4.1334895431567366e-07,-114.66336317749709,-116.43447113444819,-119.41425651518684,-2.5244558770640846,4.091020976315647e-07
