DriveAmplitude,Amplitude_AU,Amplitude_dBm,Real_dBm,Imag_dBm,Phase_rad,Fit_y(AU)
0.0,3.2129580885043293e-06,-96.85159883485093,-99.67852065783032,-100.05336261996062,0.7638272200440449,3.255626953173563e-06
0.005,3.3326267444657132e-06,-96.53396653880444,-99.36897991230111,-99.72692650368168,0.7647989309622129,3.2548700593068e-06
0.01,3.3053194546796287e-06,-96.60543124680615,-99.49157872988765,-99.74353755419747,0.7708962812107726,3.254761534780092e-06
0.015,3.1718789617783393e-06,-96.96336791581274,-99.35357425256585,-100.69728600919765,0.708354591406277,3.255301467022617e-06
0.02,3.3283850199869807e-06,-96.545028868967,-99.63182215757973,-99.48015950263995,0.7941281240212709,3.2564894210559128e-06
0.025,3.3576061744812007e-06,-96.46910494633077,-99.02057324206928,-99.99250158315766,0.7295658623335538,3.258324439844302e-06
0.03,3.093671210636463e-06,-97.18021692651222,-100.12317910041205,-100.25891521020122,0.7775848828290552,3.260805045065899e-06
0.035,3.1116409159999638e-06,-97.1299105726218,-99.95356807906548,-100.335235733044,0.7634346739265704,3.263929238303567e-06
0.04,3.4307361879612245e-06,-96.2819535721679,-99.06715761364232,-99.5296570323521,0.7587871286445639,3.267694502654881e-06
0.045,3.283830565816243e-06,-96.66208522440826,-99.26146696361322,-100.12628569538514,0.7356972450105087,3.2720978047597814e-06
0.05,3.1891930445176825e-06,-96.91608387843614,-99.71411481419366,-100.14956343237782,0.7603422193143247,3.277135597244305e-06
0.055,3.2950538902886784e-06,-96.63244960671037,-99.37287594480719,-99.93051101549761,0.7533201365629237,3.2828038215784036e-06
0.06,3.2576176056962227e-06,-96.7316979741915,-99.51476963534161,-99.98177466469456,0.7585281356808153,3.2890979113455676e-06
0.065,3.3205525792346896e-06,-96.56549281419873,-99.76831603498015,-99.39144303418553,0.8070859133581456,3.2960127959216072e-06
0.07,3.463302582781522e-06,-96.19989130800116,-99.12615262698776,-99.29588824400939,0.7756280176635771,3.303542904559631e-06
0.075,3.3423200121094247e-06,-96.50873945752858,-99.06693893069331,-100.02373130081894,0.7304318160529861,3.311682170877932e-06
0.08,3.242369060103794e-06,-96.77245111229408,-99.37144741502536,-100.23712199427763,0.7356482219032475,3.320424037747171e-06
0.085,3.18761229693346e-06,-96.92039017245273,-100.03766177718278,-99.82629009883777,0.7975644945402472,3.3297614625729043e-06
0.09,3.28632037339401e-06,-96.65550205909719,-99.59387390609436,-99.73894149391056,0.7770477899689542,3.3396869229692193e-06
0.095,3.3446105799840885e-06,-96.50278885873831,-99.55785402241295,-99.46878032520272,0.7905255677121927,3.3501924228188936e-06
0.1,3.436650522679493e-06,-96.26699263476601,-99.17103670730532,-99.38621350588654,0.7730128579416398,3.3612694987152007e-06
0.105,3.402440194265305e-06,-96.35389003905675,-99.04303216488262,-99.71100735970262,0.7469842658411492,3.372909226780173e-06
0.11,3.360949916144942e-06,-96.46045922749607,-99.53432217106999,-99.40811309637512,0.7926630861097155,3.3851022298538274e-06
0.115,3.376389353782107e-06,-96.42064959916333,-99.15466841466703,-99.7260079158233,0.7525329092517028,3.397838685048561e-06
