DriveAmplitude,Amplitude_AU,Amplitude_dBm,Real_dBm,Imag_dBm,Phase_rad,Fit_y(AU)
0.0,2.715454393638038e-06,-98.31284978005564,-102.12021825119022,-100.64993140685759,-2.2719592912197477,2.6008195541341985e-06
0.005,2.635056611340687e-06,-98.57390104344185,-102.53498114039644,-100.80464494070395,-2.2572406905311375,2.6045882971862344e-06
0.01,2.7173097416925543e-06,-98.30691712821701,-102.3764024099642,-100.46636948545685,-2.247119724358143,2.6123717012412925e-06
0.015,2.587042694160599e-06,-98.73362812395504,-102.45617584848009,-101.13219800055393,-2.280273629107707,2.6241165788606894e-06
0.02,2.614206671143028e-06,-98.64290167159156,-102.1819093420328,-101.18192951029827,-2.2987577638291556,2.6397426721066627e-06
0.025,2.679684897341431e-06,-98.42802547167572,-102.62371245898373,-100.50808315932316,-2.235595708699764,2.6591432009803188e-06
0.03,2.6781728586542487e-06,-98.43292795401554,-102.63462334631987,-100.50929831593481,-2.2350538063656717,2.6821855930965423e-06
0.035,2.735077885513707e-06,-98.2503060824962,-101.8899725241824,-100.71100751198175,-2.2885352447384806,2.708712389609674e-06
0.04,2.6624217542735836e-06,-98.4841629796754,-102.31367106417457,-100.8055319733999,-2.269811980708552,2.7385423211993706e-06
0.045,2.8527225920665806e-06,-97.88450921303888,-102.05635787174859,-99.9792778491301,-2.2377516829735886,2.7714715467639568e-06
0.05,2.752575639521139e-06,-98.19491480292552,-102.21903383521253,-100.38384345230425,-2.2513297739721794,2.807275046356732e-06
0.055,2.9480100870524574e-06,-97.59912073951321,-102.05064998571675,-99.5291556153563,-2.213042362961824,2.8457081588466817e-06
0.06,2.8088691937258825e-06,-98.01906974324308,-102.42039977033218,-99.97744961390465,-2.2173851735201935,2.8865082537960792e-06
0.065,2.949934872352634e-06,-97.5934514857637,-102.06635061014943,-99.51157424840522,-2.211205482661618,2.9293965261302997e-06
0.07,2.928286976368075e-06,-97.65742732414525,-102.41654639180977,-99.4243993063909,-2.1872615788891228,2.974079901336071e-06
0.075,2.8828893264420563e-06,-97.7931406388017,-102.22899785980175,-99.7319697717827,-2.2143939614276205,3.02025303816911e-06
0.08,3.064507847606898e-06,-97.26248528669986,-101.59719664501128,-99.25928501066156,-2.2232096765147764,3.0676004151857433e-06
0.085,3.1931074377941427e-06,-96.90542941540772,-101.2253679182069,-98.9108757200102,-2.224510864320796,3.115798486840334e-06
0.09,3.0493183463515407e-06,-97.30564470891156,-102.09566391710048,-99.05718442115935,-2.1847474918341656,3.1645178944149393e-06
0.095,3.194167168968833e-06,-96.9025472133167,-101.34270018904468,-98.83896087923975,-2.2140231048552037,3.2134257166729454e-06
0.1,3.234511191402641e-06,-96.79352688061624,-102.06980215408686,-98.32235244413786,-2.1468708393889506,3.262187744856962e-06
0.105,3.3216100345494252e-06,-96.56272716669123,-101.27875937412414,-98.35149508898812,-2.190789711574459,3.310470766484921e-06
0.11,3.380037894392594e-06,-96.41126865772813,-101.42095393681151,-98.05768213569405,-2.167253156880393,3.357944842338179e-06
0.115,3.333197448419856e-06,-96.53247922937943,-101.12598892170948,-98.38504647373196,-2.200968435846829,3.4042855610819735e-06
0.12,3.4611140955528603e-06,-96.20538172259012,-101.15191420763966,-97.88121889552671,-2.172215976917881,3.4491762561113948e-06
