DriveAmplitude,Amplitude_AU,Amplitude_dBm,Real_dBm,Imag_dBm,Phase_rad,Fit_y(AU)
0.0,1.61328774689751e-07,-122.8354633373103,-134.24314840615642,-123.16146041159881,1.843063147252079,1.9745574312730814e-07
0.005,1.739064264864871e-07,-122.18338742158656,-129.61424111870946,-123.04886188869114,2.0098321501905456,1.9754037336346767e-07
0.01,1.8281366822709808e-07,-121.74952678283347,-129.34890310223824,-122.57870137381332,2.0008276977909887,1.9762982911377804e-07
0.015,2.1858810510005503e-07,-120.19716953792661,-130.0182288717967,-120.67508960562364,1.8994933048885843,1.9772409766333544e-07
0.02,1.741772192830424e-07,-122.16987298706056,-126.83453558732546,-123.98505714746905,2.1950307562695666,1.9782316561316292e-07
0.025,2.1122137258441028e-07,-120.49494283375208,-133.0202237235859,-120.74479844699256,1.809505056898773,1.9792701888211478e-07
0.03,1.8759306951614576e-07,-121.52536425018508,-129.70677567519726,-122.24143309814066,1.971296113497355,1.9803564270887818e-07
0.035,2.213214198934454e-07,-120.08923108778356,-127.11164162988337,-121.05019194423612,2.032565390374874,1.98149021654071e-07
0.04,2.2412792147132445e-07,-119.97978077204634,-126.40329197849796,-121.10276356108534,2.068417167508569,1.982671396024366e-07
0.045,2.4531786207844235e-07,-119.19511661941345,-128.02022232973056,-119.8052477815535,1.941241162355698,1.9838997976513415e-07
0.05,1.8600757921241153e-07,-121.59908722963999,-128.19515138756717,-122.67243520860919,2.0577627863194974,1.9851752468212508e-07
0.055,1.8982238972893458e-07,-121.42275131227832,-128.19383243841378,-122.44827005776799,2.047229580490064,1.986497562246548e-07
0.06,1.6447939647070368e-07,-122.66746996839944,-132.3786415320738,-123.15835554363552,1.9038389225615246,1.9878665559782935e-07
0.065,1.4503818469507223e-07,-123.76005293394522,-129.89571734138607,-124.9717531034452,2.0868137326197007,1.9892820334328688e-07
0.07,2.0629053106214974e-07,-120.70011416560689,-126.41326691469254,-122.05701850657108,2.1153250509012813,1.990743793419634e-07
0.075,1.6383322175013832e-07,-122.70166061015627,-135.43078400240728,-122.93973986530955,1.8038644294708501,1.9922516281695242e-07
0.08,2.3434526156359695e-07,-119.59257651222985,-128.69951741552524,-120.16174085363042,1.9288710272194607,1.993805323364581e-07
0.085,2.0743903499037768e-07,-120.6518903749342,-127.69999751899569,-121.60651064441046,2.0310958279882185,1.9954046581684153e-07
0.09,2.5463912211678483e-07,-118.87119747616042,-127.81365091325566,-119.46390048576706,1.9360346805757362,1.9970494052575949e-07
0.095,1.8166401141547847e-07,-121.80432204664626,-130.0069883005965,-122.51659187894246,1.9702615672937314,1.998739330853957e-07
0.1,2.0629413951457782e-07,-120.69996223257695,-127.40603502198233,-121.74296096057992,2.0511105397625795,2.000474194757835e-07
0.105,2.190538306068343e-07,-120.17868300110054,-131.295641462747,-120.528182246171,1.8525792339623148,2.002253750382201e-07
0.11,2.139537869213743e-07,-120.38330048781637,-128.11761536996798,-121.18461433756742,1.993768689215187,2.004077744787714e-07
0.115,2.2288009238792133e-07,-120.02827446129973,-125.5368703007104,-121.4626832745462,2.1298206800749355,2.0059459187186714e-07
0.12,1.7816309975081466e-07,-121.97334484104405,-128.96709284235635,-122.9414335708944,2.034210984458748,2.0078580066398595e-07
0.125,2.152642159712813e-07,-120.33026320888199,-128.10118007228078,-121.1241979030497,1.9918766032697242,2.0098137367742952e-07
0.13,2.276805094903209e-07,-119.84318295175107,-128.43933712112963,-120.4889201039498,1.9516356293587318,2.0118128311418555e-07
0.135,2.503305712854037e-07,-119.01942223379194,-125.14436196897313,-120.23457938265463,2.087514745589074,2.0138550055987879e-07
