DriveAmplitude,Amplitude_dBm,Real_dBm,Imag_dBm,Phase_rad,Fit_y(A)
0.0,-96.34463092900745,-101.44950589135155,-97.94785763112976,0.9817211124297373,-96.34861715678272
0.005,-96.86568729891611,-101.36264101494365,-98.77051001974931,0.9324464293733128,-96.85705904946892
0.01,-96.94287675190992,-102.76110377037048,-98.2618730262729,1.033533592699512,-96.82012832327305
0.015,-96.56964628826195,-101.35638319760345,-98.32281745839109,0.95657874429744,-96.7319577597842
0.02,-96.62414929281229,-101.68134225368051,-98.24883692487549,0.9780382452787968,-96.64389364924594
0.025,-96.66160977495237,-101.57199153932298,-98.3545751724414,0.9665118413283941,-96.56598488040878
0.03,-96.39924056523627,-101.82524895950756,-97.8664036488089,1.0057840880824154,-96.49925513031232
0.035,-96.55494775120742,-102.46861283077484,-97.84057329121437,1.0400307801876871,-96.44248883064284
0.04,-96.28490044945099,-101.4679836513683,-97.85365579042906,0.9876988675352629,-96.39405109643036
0.045,-96.11077604194293,-100.93108509790699,-97.84734695803527,0.9592966351498308,-96.35240838097266
0.05,-96.30490405385325,-101.8303499068511,-97.73273613053634,1.0129839408424135,-96.3162581555793
0.055,-96.22227141741931,-101.19809994504851,-97.88438117114381,0.9716854653093542,-96.28453547320952
0.06,-96.52019095955218,-102.01096390797373,-97.96159498044963,1.010486465093118,-96.25638344624966
0.065,-96.3875272106403,-101.56924105298616,-97.95687846478435,0.9875948669140676,-96.23111699380928
0.07,-96.60494037993695,-101.4982352630196,-98.3060750651073,0.9651516217045157,-96.20818940286712
0.075,-95.81906700448212,-101.22990139863822,-97.29234344994211,1.0046752307352478,-96.18716421255587
0.08,-96.17366944824866,-101.47711981931326,-97.691079452531,0.9967495879106583,-96.16769247481794
0.085,-96.3682661214517,-101.76474844419684,-97.84735244546837,1.0036239313364101,-96.14949468071866
0.09,-95.94884012327107,-101.54384061581852,-97.3498958035683,1.0179524098339336,-96.13234649979053
0.095,-96.4435145037931,-102.37150503903112,-97.72421577016239,1.0409977455463602,-96.1160675517308
0.1,-95.99490115164336,-101.587662655884,-97.39680956271046,1.0177933291056198,-96.10051255957406
0.105,-96.2843547236883,-103.76454532150127,-97.13902408399362,1.1344186889281,-96.08556436378836
0.11,-96.02767385084248,-101.77760369608004,-97.37116771125446,1.0288243980917702,-96.07112838917242
0.115,-95.70113936825244,-101.4110393646192,-97.05923728097098,1.0260407544146637,-96.05712824750778
0.12,-96.08648173874406,-101.64979555383181,-97.49966219204757,1.015695779651194,-96.04350223051436
0.125,-95.8700654233044,-102.29129500149745,-96.99372171576508,1.073032768315636,-96.03020050310607
0.13,-95.82571201958757,-101.9176400473866,-97.05158132366465,1.0519129092190014,-96.01718284959856
0.135,-96.01404372384869,-102.25363319731562,-97.19282154267064,1.0615131328125038,-96.0044168582573
0.14,-95.67871055953901,-102.33197790357197,-96.73615491239774,1.087302370025964,-95.99187645471189
0.145,-95.85226285746828,-102.95237685256117,-96.79419260621648,1.1134545294722527,-95.97954071410402
0.15,-95.48404208211892,-101.95075699797076,-96.59435779760913,1.0758687791196972,-95.96739289676637
0.155,-95.13811671587989,-101.70525740059425,-96.21960860424416,1.0820629059134723,-95.95541966379632
0.16,-95.23378832064573,-101.63341646372098,-96.36384381358994,1.0716791704347854,-95.94361043788545
0.165,-95.91573741070562,-102.37938658155001,-97.02694662521502,1.0756782327213952,-95.93195688179622
