DriveAmplitude,Amplitude_AU,Amplitude_dBm,Real_dBm,Imag_dBm,Phase_rad,Fit_y(AU)
0.0,3.328422096552957e-07,-116.54493211298333,-124.84809761284723,-117.2395324512124,1.9654100698981085,3.3143094102227477e-07
0.005,3.434582283487921e-07,-116.27222153572525,-123.53588269865742,-117.17544902179094,2.018978754725716,3.333070595192815e-07
0.01,3.4292723529828767e-07,-116.28566047987431,-123.23761800143376,-117.26424771446688,2.0366224854237283,3.35200722472756e-07
0.015,3.558733700807332e-07,-115.96379022201279,-123.39546680965414,-116.82908324039317,2.0097876631330265,3.3711141579544396e-07
0.02,3.719963211202527e-07,-115.57892714491977,-123.99930347267147,-116.25351675297709,1.959834406964467,3.390386207767257e-07
0.025,3.6609847172606684e-07,-115.71774172480202,-123.3576448207007,-116.53843871080765,1.9986937060427428,3.4098181422343447e-07
0.03,3.443858346309302e-07,-116.24879445068609,-123.4462113942952,-117.16748137762428,2.0226630546433957,3.4294046860189195e-07
0.035,3.6328878943172324e-07,-115.78466011600192,-121.86080055849641,-117.01569070096389,2.0907189995324975,3.449140521811215e-07
0.04,3.472462667335526e-07,-116.17694833721077,-123.53764647322657,-117.05804772031122,2.0136438950646216,3.4690202917720153e-07
0.045,3.0618777451972697e-07,-117.26994311981345,-123.5001217241795,-118.45165971221023,2.080684978169277,3.4890385989871893e-07
0.05,3.622269862225523e-07,-115.81008399343179,-122.99617356803894,-116.73144365701548,2.0232965278553308,3.509190008932829e-07
0.055,3.5580438331438466e-07,-115.965474162358,-123.02401837184195,-116.91753242748291,2.030500488366881,3.5294690509506064e-07
0.06,3.539834028698e-07,-116.010042046406,-122.93907469624864,-116.99444237379018,2.0379515392795,3.549870219732931e-07
0.065,3.748653451958286e-07,-115.5121941736262,-123.37283878936307,-116.2883517745345,1.9872785214938402,3.57038797681752e-07
0.07,3.695744094695261e-07,-115.63566221073991,-123.0551743019648,-116.50364180101019,2.010445823824689,3.591016752090968e-07
0.075,3.5501144370329293e-07,-115.9848529903096,-123.1475339674983,-116.9117633936302,2.0246088746671878,3.611750945300906e-07
