DriveAmplitude,Amplitude_AU,Amplitude_dBm,Real_dBm,Imag_dBm,Phase_rad,Fit_y(AU)
0.0,2.1792740758602934e-07,-120.22346299099526,-122.11218871325202,-124.74980889281072,-2.505746982579556,2.3776825800989453e-07
0.005,2.280491803115947e-07,-119.82912973188604,-121.52581674466063,-124.73171504146471,-2.536688013505203,2.3551699664302945e-07
0.01,2.383307752713602e-07,-119.44609752899012,-121.9639047035746,-123.01196859438653,-2.4163800287756283,2.3330933973255912e-07
0.015,2.578509329322158e-07,-118.76232590197222,-121.05149927382917,-122.6378086125928,-2.447006367428414,2.3127130118493547e-07
0.02,2.052741292291558e-07,-120.74301567270427,-123.9637097548248,-123.55264482224607,-2.3325405185769514,2.2951921302515189e-07
0.025,2.3150047364411487e-07,-119.69866236515202,-123.98606189348746,-121.72331935187715,-2.2273893122277255,2.2815308511996587e-07
0.03,1.9527824105793211e-07,-121.17662295178901,-123.0337359049478,-125.76160081929524,-2.51070356390792,2.2725089657619837e-07
0.035,2.2859421308848542e-07,-119.8083954045502,-122.37063944637363,-123.31835111235401,-2.4106412359340332,2.268641446632924e-07
0.04,2.1609023660107852e-07,-120.29699714309147,-123.6472795567738,-122.99200835256413,-2.31850977659731,2.2701490532934562e-07
0.045,2.3285574009793833e-07,-119.64796108055904,-123.13086211741535,-122.2320785951608,-2.304548434942105,2.2769457309749322e-07
0.05,2.751105540848777e-07,-118.19955501180041,-120.53752084065411,-122.00568333360073,-2.4403091304962894,2.2886435226984043e-07
0.055,2.5877122545165653e-07,-118.73138039340623,-122.53364335936239,-121.0721049220492,-2.272455802099984,2.3045747140083595e-07
0.06,2.1452658018589214e-07,-120.36007785067079,-122.93376371149907,-123.85584348716304,-2.409174251987877,2.3238299463709242e-07
0.065,2.689830865297884e-07,-118.39520058886708,-120.57632845037689,-122.43124971808867,-2.4621698553868905,2.3453101237091047e-07
0.07,2.8433658929306607e-07,-117.91304505105603,-121.44484249369036,-120.45780874690003,-2.2994981517230655,2.3677891492300406e-07
0.075,2.5509971111211695e-07,-118.85550070750186,-121.23831214833456,-122.59951546186797,-2.4342328730938267,2.3899839115020186e-07
0.08,2.317622644875725e-07,-119.6888455315092,-122.8937474317421,-122.51289072492204,-2.3342776376570105,2.410627524949024e-07
0.085,2.604878096618596e-07,-118.67395196438937,-120.69425881240687,-122.96868584135925,-2.485649974496596,2.4285416441672025e-07
0.09,2.3851035217509266e-07,-119.43955536997183,-123.34431650830665,-121.70852447418015,-2.26258246784859,2.4427037243342033e-07
0.095,2.2389267874619074e-07,-119.98890219429994,-122.89855224133049,-123.10224012637752,-2.3679186328725317,2.4523053884613443e-07
0.1,2.378744696371434e-07,-119.46274338342134,-121.2361193770448,-124.2091359165598,-2.5240880397393948,2.456798569863371e-07
0.105,2.6616680969871443e-07,-118.48662206066072,-121.50235546928626,-121.49149535460555,-2.35556933190093,2.4559267960158715e-07
0.11,2.527370262434486e-07,-118.93632261966172,-120.51644627975185,-124.09338870011547,-2.556515203823478,2.449739828105714e-07
0.115,2.465433279443341e-07,-119.15183496390931,-121.32424667440871,-123.20127846337824,-2.463413823071443,2.438590820643346e-07
0.12,2.574298643722649e-07,-118.77652148571997,-121.31667059396811,-122.31411797950034,-2.4134863956040293,2.423116163267361e-07
0.125,2.1002327745787213e-07,-120.54435141427545,-122.41195670276078,-125.1097338876072,-2.509052748328508,2.404199155378906e-07
0.13,2.5304197842684184e-07,-118.9258485536908,-121.39832893502916,-122.5501106272998,-2.4223029178262045,2.3829195870717664e-07
0.135,2.5288668465142146e-07,-118.93118078621912,-121.83494781604827,-122.05069279126482,-2.3686124924642287,2.360492104298072e-07
0.14,2.531092187621178e-07,-118.92354077633843,-122.08479500866633,-121.78795762947274,-2.3391104821838087,2.3381968764096785e-07
0.145,2.4271526756042477e-07,-119.28775812951946,-121.08688629252201,-123.98353380260173,-2.5199314342707106,2.317306523598667e-07
0.15,2.7255167821641606e-07,-118.28072283321043,-122.68419227869701,-120.23788418343801,-2.2171992861165006,2.2990134752467897e-07
0.155,2.4087256722277327e-07,-119.35395321584491,-123.14224132475027,-121.70468679352533,-2.273817421249637,2.2843619055972466e-07
0.16,2.9568637170360146e-07,-117.57307387954185,-120.71758788348328,-120.45318349231492,-2.340976500024024,2.2741881318868484e-07
0.165,2.0685583254954408e-07,-120.67634462614836,-123.6949754829226,-123.67832963289979,-2.355236278625811,2.2690728770361382e-07
0.17,2.205498463176701e-07,-120.11956485352336,-122.97198139737671,-123.29370515551514,-2.3747101651578184,2.269308121761493e-07
0.17500000000000002,1.8480317816945842e-07,-121.65551132801721,-123.60350167229643,-126.07513603262345,-2.4965910583787365,2.2748804382034154e-07
0.18,2.4803938491980015e-07,-119.09928712882886,-121.70634355599503,-122.55414018603169,-2.4049202803687053,2.2854717563939207e-07
0.185,2.574205721831139e-07,-118.77683501727687,-120.63352874427096,-123.36259865419854,-2.510769641992123,2.300477519812777e-07
0.19,1.9575258795791449e-07,-121.15554979571719,-124.96558351451556,-123.49073261611602,-2.2717002941697246,2.3190411937064472e-07
0.195,2.3092839526056228e-07,-119.7201532908833,-122.62228163477519,-122.84138810955878,-2.3688059353236404,2.3401031564216095e-07
0.2,1.7285944556107484e-07,-122.23583772963615,-126.25902018872266,-124.42538028266073,-2.2514170724481546,2.3624611830171082e-07
0.20500000000000002,2.449490203950646e-07,-119.20818590422425,-121.49344595180864,-123.08931349420507,-2.447547477879266,2.384839068726481e-07
0.21,2.1157133783171167e-07,-120.48056339846582,-123.65335266862459,-123.33423488388776,-2.3378287250994227,2.4059594752174e-07
0.215,2.659951411659952e-07,-118.4922259711952,-120.55705751438167,-122.71281062780858,-2.4790348794738817,2.4246168415554874e-07
0.22,2.4161160713459794e-07,-119.32734416015472,-121.54001550756593,-123.31548310067629,-2.4576942378947018,2.4397461980866194e-07
0.225,2.508273914970119e-07,-119.00220080956203,-122.09996564022785,-121.92676267438938,-2.346224786703668,2.450483955314824e-07
0.23,2.3771324876352869e-07,-119.46863229398414,-122.93827864366406,-122.0635565375035,-2.3059263340664127,2.4562171979232154e-07
