DriveAmplitude,Amplitude_dBm,Real_dBm,Imag_dBm,Phase_rad,Fit_y(A)
0.0,-106.53986037452638,-109.66784778367344,-109.43557807520469,-2.3428255642061417,-106.03528098781591
0.002,-105.86482236607051,-109.28578709387124,-108.49995698711355,-2.3110200578687743,-106.0289916003815
0.004,-106.061309465368,-108.85271599764425,-109.30212384150188,-2.3820529505156887,-106.00430690362855
0.006,-106.39368668875237,-109.28841854696446,-109.52271434328279,-2.3696800051179356,-105.9614092948755
0.008,-107.082619879612,-110.02578026604867,-110.16111366740557,-2.363984591821838,-105.90062337164787
0.01,-105.32455848959242,-109.33108152040207,-107.52505767414524,-2.252972515391352,-105.82241341975556
0.012,-105.42008052901983,-109.08720301734375,-107.85996926095586,-2.2857831186784923,-105.72737980961179
0.014,-105.65662402949201,-109.62328820906309,-107.88362292713876,-2.2567142037416725,-105.61625432846225
0.016,-105.62613660657743,-108.99724191446151,-108.3033206798845,-2.3162915971762623,-105.4898944845276
0.018000000000000002,-105.96812452155719,-111.0772652114298,-107.5694478684685,-2.159543489558414,-105.34927682712244
0.02,-105.48085649231894,-109.90918772017208,-107.42392644088483,-2.2150443789949024,-105.1954893345368
0.022,-104.0361813858114,-108.76210366642299,-105.81991746547683,-2.1899775378831734,-105.02972292878945
0.024,-104.86647643981115,-107.95918791334805,-107.79589963831293,-2.346795415101572,-104.85326218323155
0.026000000000000002,-103.74793817007696,-108.31340798528124,-105.61549652991168,-2.2033288612332966,-104.6674752953353
0.028,-104.91303809012095,-110.7445508082276,-106.22732933913666,-2.107148814816976,-104.47380340279972
0.03,-104.8733889717625,-109.70663913170456,-106.60361194246116,-2.1812525294809575,-104.27374932629489
0.032,-103.62675268981971,-108.43504014328951,-105.36924584377465,-2.1832674444349207,-104.0688658267075
0.034,-103.2228683383051,-107.40143018752812,-105.31348095528381,-2.237143563488864,-103.8607434686073
0.036000000000000004,-102.8526423168185,-108.12719318664064,-104.38219568792113,-2.146999816737774,-103.65099818479513
0.038,-103.75668411416619,-108.9522065020405,-105.32003854080034,-2.152950126716949,-103.44125863919363
0.04,-102.30289857377436,-108.64698764717345,-103.44959789299455,-2.073413823959402,-103.23315348698084
0.042,-103.43163198396903,-109.90587085225918,-104.53975832269428,-2.065256603346257,-103.02829863173162
0.044,-103.1274274435382,-108.7730458263772,-104.50936589623822,-2.120058875316928,-102.82828457941594
0.046,-102.21875627919145,-107.89688711338313,-103.58857617112137,-2.1177736154356723,-102.63466398840083
0.048,-102.59829532014415,-108.9864101723762,-103.73177840706425,-2.0706367192003516,-102.44893951312476
0.05,-101.9523623535069,-108.14156789353677,-103.14697173826637,-2.08333108707311,-102.2725520368647
0.052000000000000005,-102.88558907386941,-108.8817170926047,-104.14316447786042,-2.096024807985258,-102.10686938601734
0.054,-101.13792812568532,-108.18856368031135,-102.09192703783124,-2.0309515233793896,-101.9531756145889
0.056,-102.18403979714512,-108.20374213020017,-103.433726397865,-2.09445476857701,-101.81266094316008
0.058,-102.05064712378373,-108.54304471176555,-103.15350961701532,-2.0641310146050222,-101.68641243149982
0.06,-101.50195483234523,-109.38749440153308,-102.27325758456277,-1.9860128267122839,-101.57540545828144
0.062,-101.76741379583291,-109.80351921400472,-102.51005087252204,-1.978449335316213,-101.48049607505351
0.064,-101.53830273100537,-108.84436818490315,-102.43178569302913,-2.0166384615867385,-101.40241429478186
0.066,-101.32804402787127,-108.09098586997499,-102.35573320199656,-2.047713475924898,-101.34175836796561
0.068,-100.80747469755977,-108.38750801114024,-101.6407294306538,-2.001850484763796,-101.29899009159186
0.07,-101.20555371896458,-108.05231529760144,-102.21113583479082,-2.042757586296157,-101.27443118809443
0.07200000000000001,-101.58543175763302,-108.58722342086322,-102.5515142356625,-2.033748491319119,-101.26826078308443
0.074,-101.52397488961391,-108.15787520805863,-102.58677371919273,-2.0554626828004317,-101.28051400198919
0.076,-101.75776549407243,-108.96346143748404,-102.6745044002469,-2.0222007040760395,-101.31108169694063
0.078,-101.68791383891075,-109.60478564858782,-102.45315343284106,-1.984425996223013,-101.35971130636386
0.08,-101.06378354961745,-107.8825672155651,-102.0766848537192,-2.0444050828275935,-101.42600884079899
0.082,-101.91913475565352,-108.08477498602345,-103.12123215498099,-2.084860431756202,-101.50944197961869
0.084,-101.50697482041635,-108.75171936714335,-102.41458726499278,-2.0200273068716452,-101.60934425454676
0.08600000000000001,-101.92225328684778,-108.37341215968391,-103.03711118231914,-2.066691633725039,-101.72492028731101
0.088,-101.65331575187993,-107.9719379922406,-102.80774002898079,-2.075028632208901,-101.85525204044328
0.09,-101.9832785319795,-108.99241398365704,-102.94753336974928,-2.0333267063395195,-101.99930603223824
0.092,-102.23682273067882,-108.43795930382984,-103.42766131571024,-2.082558866454811,-102.15594145926153
0.094,-102.70823835775248,-109.158889641332,-103.82324481775325,-2.066723249182445,-102.32391916262125
0.096,-102.4445426437394,-108.28566300292523,-103.75544354067227,-2.106491737555596,-102.50191136753755
0.098,-102.67974080348921,-108.86727742489212,-103.87487873745155,-2.0834392170185634,-102.6885121196204
0.1,-102.64438992919523,-109.01273032876705,-103.78378762579393,-2.0718818094016123,-102.8822483357417
0.10200000000000001,-102.96096476033892,-108.44022025969184,-104.40691052339155,-2.1319388625246694,-103.081591382511
0.10400000000000001,-103.23540358596284,-109.29888402243066,-104.47059101664811,-2.0915541880880584,-103.2849690911706
0.106,-103.59661834091563,-108.96464790743428,-105.08730279393649,-2.140060143170763,-103.49077811425354
0.108,-103.75476659445181,-108.04255669102872,-105.77919163268861,-2.2273546600981793,-103.69739652662145
0.11,-103.45329520449332,-108.70173052954596,-104.99392142251948,-2.1489575997426886,-103.9031965715413
0.112,-103.9072567978447,-108.82489374321763,-105.59676780686237,-2.1745044502090396,-104.10655745128975
0.114,-104.39460330320989,-109.59114770355085,-105.95751497210645,-2.1528726810955012,-104.30587806139636
0.116,-103.80864696163327,-108.4186367622027,-105.65247232473538,-2.199586563195741,-104.49958956805935
0.11800000000000001,-105.0295868032436,-110.19481400009744,-106.60613387877947,-2.155251770388779,-104.6861677294867
0.12,-104.56113015211962,-109.96845107295415,-106.03582639877986,-2.137174561757544,-104.86414486391975
0.122,-104.99221079462275,-108.8881620129785,-107.26723520435847,-2.2634233587479837,-105.03212136987398
0.124,-104.73702250110003,-109.30737898968259,-106.60195756863438,-2.2029166539341,-105.18877670765826
0.126,-105.08446710775442,-108.82465061517627,-107.47008108658676,-2.2785333592555186,-105.33287975548315
0.128,-105.27455678607602,-108.96175076233904,-107.69937600174717,-2.283780838551033,-105.46329845840722
0.13,-105.61083124944373,-108.59118451823336,-108.65128582532827,-2.3596541719297983,-105.57900869395945
0.132,-105.38964255847888,-108.31257741308569,-108.48910124566721,-2.36635531940404,-105.67910228447057
0.134,-105.50171672498443,-109.03806239366062,-108.04286024009473,-2.299030985081897,-105.76279409289836
0.136,-105.10742578228664,-108.2578478636634,-107.98198360863708,-2.340317136184404,-105.82942814618879
0.138,-105.58824096276268,-108.85486015349728,-108.35651017906811,-2.3275228857698345,-105.87848273791715
0.14,-106.32697811280714,-109.32215604186385,-109.35245293559619,-2.3579385160526862,-105.90957447004156
0.14200000000000002,-106.83101013658577,-109.5773795022813,-110.12232414124094,-2.3875434660615658,-105.92246120201054
0.14400000000000002,-105.53470824367984,-108.47738542665361,-108.61370058577302,-2.36404109943258,-105.9170438841298
0.146,-105.54459012094378,-109.09464112367017,-108.07486585648016,-2.297625905989506,-105.8933672609422
0.148,-105.94320898418223,-110.9857335226961,-107.57456775563747,-2.1646932865494444,-105.85161943933906
0.15,-105.31217341204956,-109.4626457126931,-107.42024536593172,-2.2396931599521195,-105.79213032512779
0.152,-105.71354237496153,-108.87619981533824,-108.57664913347239,-2.3389543839256346,-105.71536894076063
0.154,-106.39674614423613,-109.92871441432662,-108.94137374608825,-2.2994805974032504,-105.62193964580761
0.156,-105.54748532275964,-110.38733832710099,-107.27448026888302,-2.1807210094727,-105.51257729046588
0.158,-106.36603350529089,-108.94407098130421,-109.85642422029645,-2.408617454875246,-105.38814134086489
0.16,-105.11113188095487,-109.5395959124277,-107.05412689647292,-2.2150328940914696,-105.24960902308693
0.162,-105.75728506308103,-109.93195160639827,-107.85030792917897,-2.237496330068753,-105.09806754060911
0.164,-105.52041214451691,-109.5862153448069,-107.68223802171114,-2.2474600767632085,-104.93470542722312
0.166,-105.0836786312914,-108.9386841390805,-107.38712046598667,-2.2673505414491757,-104.76080310434597
0.168,-104.23629655480363,-110.28152342449609,-105.47750587101979,-2.092761239223884,-104.57772271794076
0.17,-104.40612524716909,-109.05292069104304,-106.23060904803,-2.1965147986873816,-104.38689733597418
0.17200000000000001,-104.45693653983531,-110.49223627340763,-105.7014350018113,-2.093419107886703,-104.18981959239787
0.17400000000000002,-104.23559839596467,-109.93689881944947,-105.59685774752737,-2.1161521966177332,-103.98802986801508
0.176,-103.17216599298399,-108.88997940309382,-104.52736226948069,-2.1150002168331996,-103.78310410224742
0.178,-103.80598238499661,-108.90675000896165,-105.4110443268348,-2.1601876323022062,-103.57664133271909
0.18,-102.84010049496813,-108.67327153187864,-104.15380583026204,-2.1070353303194707,-103.3702510617028
0.182,-103.54345531512791,-108.94166821879503,-105.02183964953225,-2.137841826528683,-103.1655405498096
0.184,-102.84379467624555,-109.17310735969265,-103.9949689860677,-2.0743500179299694,-102.96410213783881
0.186,-102.89510001794297,-108.91560303967174,-104.14451968168996,-2.094401542813384,-102.76750069743284
0.188,-102.10122527536404,-108.97584683982743,-103.09957787617022,-2.0411236676630833,-102.5772613101058
0.19,-101.90970736725976,-108.07169776197867,-103.11296932092355,-2.0850977888524933,-102.3948572723434
0.192,-101.74572930290587,-108.40280071809822,-102.80212550504962,-2.054060392615922,-102.2216985218202
0.194,-101.94103223196977,-108.171943315612,-103.12251978978253,-2.080637822501814,-102.05912057636793
0.196,-102.1345499743864,-107.74134422920262,-103.53112393975746,-2.1228032274311057,-101.90837407318786
0.198,-101.74431612597986,-108.03758432745582,-102.90649007112891,-2.076642435349542,-101.7706149909566
0.2,-101.51625164562407,-108.86095853354924,-102.40095600598723,-2.014518029132385,-101.6468956319759
0.202,-101.21080786902768,-107.86052573363327,-102.26923128074733,-2.054504904666069,-101.53815643540034
0.20400000000000001,-101.37596308222274,-109.50338058106993,-102.10178183886163,-1.9739376550497691,-101.44521868589491
0.20600000000000002,-101.18189296256267,-108.20730904570232,-102.14210978939815,-2.032393226458779,-101.3687781748812
0.20800000000000002,-101.51400553882016,-109.031767590064,-102.36054617931015,-2.005161977212825,-101.30939986388255
0.21,-101.32755645645835,-108.29682930562157,-102.30177843297832,-2.0356215503704376,-101.26751359143825
0.212,-101.10962773922502,-108.1709700579723,-102.0610004499876,-2.030341033061328,-101.24341085668827
0.214,-101.8995323373556,-108.53568087399393,-102.96170802820313,-2.055326413730136,-101.23724270410212
0.216,-101.3421534143337,-107.9018075952124,-102.42576461281797,-2.059988335429609,-101.24901872500531
0.218,-101.82873761470235,-109.41120238813551,-102.66147825446222,-2.001721766483497,-101.27860718261863
0.22,-101.51800341797724,-108.43924709085172,-102.50438758188908,-2.0384041020466594,-101.32573625833808
0.222,-101.25622134439958,-108.74642102965154,-102.10871683603601,-2.006636933420917,-101.38999640802163
0.224,-101.65473328155167,-108.53437462808203,-102.65178947293398,-2.0408299708699453,-101.47084380818347
0.226,-101.76047837564327,-108.57866402657145,-102.77353677447326,-2.044440370461923,-101.56760486330019
0.228,-101.8026959096592,-108.89182521286828,-102.74729038118794,-2.02876100586608,-101.67948173697339
0.23,-101.73112638098311,-108.52000015270478,-102.75191842031401,-2.0461737720295847,-101.80555886154244
0.232,-102.20099611138161,-108.51185288438901,-103.35778769499618,-2.0755222567171057,-101.9448103729595
0.234,-102.09267140691482,-107.7515202634652,-103.46966335183389,-2.1191275044285707,-102.09610841039341
0.23600000000000002,-102.10909739096945,-108.8746315677683,-103.13609473156998,-2.0475592945094983,-102.25823221317643
0.23800000000000002,-102.584121956404,-109.33980979040408,-103.61374983875201,-2.0481452245041547,-102.42987794140325
0.24,-102.26607727624666,-108.15389195219937,-103.56064417514132,-2.103312207004493,-102.60966914078705
0.242,-102.98430049121478,-108.24621318682281,-104.51920053941151,-2.147946205909119,-102.79616776731531
0.244,-102.22311434875604,-107.17894435487126,-103.8945801849681,-2.1714820102043,-102.98788568287334
0.246,-103.47275259660239,-109.69408058884187,-104.65724064685276,-2.0812551771729524,-103.18329652934625
0.248,-103.17309449557524,-108.04794467759098,-104.88310118389508,-2.1779137925226606,-103.3808478858026
0.25,-103.76869028479925,-108.29471880287124,-105.65758892783194,-2.2066689690889993,-103.57897361122684
0.252,-103.6684221512948,-107.99694473117292,-105.6688385051346,-2.223754354936292,-103.77610627391863
0.254,-103.60618154113376,-108.25629952904792,-105.42893159079398,-2.1962384773339396,-103.9706895681282
0.256,-104.00662206714044,-108.74604919345555,-105.78351503337915,-2.1888707681439707,-104.161190618747
0.258,-103.99699334314873,-108.4219820915758,-105.94195043164075,-2.215333528271014,-104.34611207592494
0.26,-104.52658793907842,-108.98844786024256,-106.4508528350517,-2.212153495254482,-104.5240039033247
0.262,-104.64761859888917,-110.41402630068328,-105.98515397871046,-2.1116274707773126,-104.69347476633861
0.264,-105.9236819778508,-110.74554404370747,-107.65948961269083,-2.182170671106222,-104.8532029299585
0.266,-104.9451138343004,-109.27157589905565,-106.94673613594009,-2.2239358387297035,-105.00194658007963
0.268,-105.80709434030064,-111.04651483137536,-107.35156488109581,-2.1496353574137697,-105.13855348679803
0.27,-105.52117074395471,-109.98314980933617,-107.4453692191149,-2.2121432535021066,-105.26196993369066
0.272,-105.63322518094886,-109.19206354079475,-108.15656514746624,-2.2967271080197507,-105.37124884310235
0.274,-105.83511549033553,-107.99408153687588,-109.90535582812136,-2.4653390201589493,-105.46555703405262
0.276,-104.44051169692455,-108.71320629473098,-106.47392581693909,-2.2286957779798513,-105.54418155646847
0.278,-106.2244811691923,-109.5018653997647,-108.98317483749592,-2.326353991490064,-105.60653505298204
0.28,-104.70286062798587,-108.34172843838937,-107.16417092132417,-2.288615526879702,-105.652160107449
0.28200000000000003,-105.83435595262381,-109.77896822958525,-108.07619110224657,-2.2587966341645864,-105.68073254757482
0.28400000000000003,-105.20359349515202,-108.36473691640849,-108.068113841085,-2.33912281131108,-105.69206367751804
0.28600000000000003,-105.53457950364935,-108.97610427701872,-108.15263132511745,-2.308862428164909,-105.68610142500044
0.28800000000000003,-106.24678427842525,-109.32596213151484,-109.18928169029809,-2.348326856220472,-105.66293039622431
0.29,-105.9307377651136,-111.26539961067728,-107.43516100056098,-2.1425251751410124,-105.62277084070554
0.292,-105.91886096374,-110.15718751180971,-107.97292786790491,-2.2317630459114333,-105.56597653690501
0.294,-104.83517018844587,-108.65868203830574,-107.16078124055693,-2.2703926291948773,-105.49303161820968
0.296,-105.6645635078654,-109.68023890781114,-107.85903470730558,-2.2521173728989647,-105.40454636730865
0.298,-105.79294804908639,-109.65963551763103,-108.0882359412247,-2.2662269011830616,-105.30125201525766
0.3,-105.53617102604682,-109.71165794425445,-107.62868598820927,-2.2374220140114,-105.1839945894642
0.302,-104.81358793949993,-108.69585628095221,-107.098058204128,-2.264732223913694,-105.05372786238802
0.304,-104.23846373527317,-107.99490615908788,-106.61221378286052,-2.276934369752087,-104.91150545987811
0.306,-104.54258599978883,-109.10783084312433,-106.41026523959896,-2.2033478469493972,-104.75847219470197
0.308,-105.1424378367585,-109.18958851068555,-107.3163384177403,-2.249187873067051,-104.59585469690924
0.31,-104.42364593076377,-109.05223254892859,-106.2576673145265,-2.198032008492883,-104.42495141816546
0.312,-104.61575027298169,-109.73411276178965,-106.21296810516523,-2.1588350916306,-104.24712209204445
0.314,-103.45635514846983,-108.3192348545347,-105.17214965776381,-2.178872086748368,-104.06377673644744
0.316,-104.12050998621866,-109.85972002041618,-105.46789675573316,-2.1135119872762966,-103.87636428778332
0.318,-103.38700078104536,-109.15310383494854,-104.72464604416074,-2.1116485352511782,-103.68636095927846
0.32,-103.37628404310685,-108.32073070292466,-105.053103782216,-2.1723807952645395,-103.49525841775937
0.322,-103.24455307743563,-108.14723730468756,-104.94119281028807,-2.1756930935030603,-103.30455187445597
0.324,-104.34180458197349,-110.29167136262318,-105.61502800158954,-2.099122391576667,-103.11572818579945
0.326,-102.92135020599667,-108.76123334049583,-104.23268712682892,-2.1065762975855455,-102.93025405983289
0.328,-102.51380936635067,-108.38273610751003,-103.81495486287817,-2.1045955550013917,-102.74956446272057
0.33,-102.35483395589826,-107.88238601838418,-103.78184644777053,-2.128457449498538,-102.57505131794763
0.332,-102.43225583985249,-108.46081384715033,-103.67899374520306,-2.093866451533863,-102.4080525881553
0.334,-102.00523974666334,-108.51368165627484,-103.10347486707153,-2.0631390103932237,-102.2498418261913
0.336,-101.73490333454963,-107.61183873421972,-103.03325473350782,-2.104050944092006,-102.10161827789038
0.338,-102.39819211124887,-109.52911956867416,-103.33269148483996,-2.0263960727244115,-101.96449761437957
0.34,-101.47035297744878,-108.16792595103732,-102.51566186870832,-2.051620706052583,-101.83950336635982
0.342,-101.72818687174794,-108.27582002743661,-102.81521085600002,-2.060725748622165,-101.72755912690118
0.34400000000000003,-101.27197331843536,-108.33027766487169,-102.22409037711049,-2.0305141603719146,-101.62948158284927
0.34600000000000003,-101.21879635925308,-108.12680673776165,-102.208561271801,-2.039174164687201,-101.5459744280318
