DriveAmplitude,Amplitude_dBm,Real_dBm,Imag_dBm,Phase_rad,Fit_y(A)
0.0,-106.08780029868974,-117.28364668905164,-106.43075319939001,-1.849962927325782,-105.84558876887961
0.0005,-106.0513349699079,-115.05564985446767,-106.63506561439186,-1.9333223164126272,-105.85669411040503
0.001,-105.66723822421255,-115.04304969192268,-106.20004687685098,-1.917488959455612,-105.85528741222323
0.0015,-107.08148382245105,-117.51093817980637,-107.49386097248109,-1.8765089404155297,-105.84134337040689
0.002,-105.28004143969105,-115.05122137397301,-105.76380127551121,-1.901458218035761,-105.81490758481544
0.0025,-106.0024663095399,-119.58747812334838,-106.19699023415633,-1.7816456089929096,-105.77609630221158
0.003,-104.77840458499367,-111.97247272934331,-105.6978807772631,-2.0228502270221336,-105.72509576126208
0.0035,-105.25164885030917,-112.34296371597605,-106.1957124692701,-2.028636996563948,-105.66216114311246
0.004,-104.87320731525573,-113.54473319361789,-105.50698242646057,-1.948178698541832,-105.58761513344805
0.0045000000000000005,-107.11765988298411,-117.4939053769529,-107.53537291465213,-1.878448843151634,-105.50184610414345
0.005,-105.7592431988146,-114.90842009606796,-106.32252586745605,-1.9270564438504931,-105.40530592474603
0.0055,-104.9686768459744,-112.82087426818885,-105.74648933604692,-1.9877089750961678,-105.29850741612535
0.006,-104.37268885114253,-112.68256155012932,-105.06612696158543,-1.9650886284283324,-105.1820214606371
0.006500000000000001,-105.40579828295787,-112.22676279894189,-106.41812692304278,-2.044276421348353,-105.05647378508496
0.007,-105.80710609348355,-112.81321438520953,-106.77211382955754,-2.033500515048479,-104.9225414346094
0.0075,-104.76952614935672,-111.36573548576462,-105.84283342580247,-2.0577539362336323,-104.7809489573725
0.008,-103.43850136729648,-110.90724615402797,-104.2956641251598,-2.0077890065542507,-104.63246432153926
0.0085,-105.0267575321,-112.57499654913124,-105.86676686671645,-2.0035376585290354,-104.4778945875634
0.009000000000000001,-103.67004184982062,-110.8381308984637,-104.59566657961005,-2.0243052953049143,-104.31808136016535
0.0095,-103.45765628480609,-111.4412610634769,-104.21015475779828,-1.9810689430453208,-104.1538960456319
0.01,-104.18911956265023,-111.4616407461377,-105.090301328928,-2.0184886080040005,-103.98623494116354
0.0105,-104.01904978227613,-110.9724943902196,-104.99726126077846,-2.0365364243411284,-103.81601418394283
0.011,-104.0984910115503,-112.86026269351252,-104.71825584449128,-1.9440849611968176,-103.64416458838713
0.0115,-103.21435218012687,-110.09438091085889,-104.21130840396518,-2.040807314717574,-103.47162640068011
0.012,-103.69070619051868,-110.19044965221767,-104.79144731271955,-2.063676533620011,-103.29934400014193
0.0125,-102.54512668265576,-108.24729698354781,-103.90606585404032,-2.116091437432796,-103.12826057729811
0.013000000000000001,-103.05210554001533,-108.20098546083943,-104.63582648795936,-2.1564985367679537,-102.95931281863855
0.0135,-103.01816014648853,-109.16335966204608,-104.22679624151287,-2.0861914350220743,-102.79342562802071
0.014,-102.977044353104,-110.7725606165127,-103.76606147211275,-1.9906103422306252,-102.63150691446414
0.0145,-102.22173821803865,-108.72077036896057,-103.32268455329248,-2.0637205199651834,-102.47444247570982
0.015,-102.03211781414791,-109.59497978814456,-102.86901309878074,-2.002760756942925,-102.32309100637862
0.0155,-101.86347417284748,-107.75288153382043,-103.1574881064953,-2.1032041632771468,-102.17827925886
0.016,-101.85929156690129,-107.43504834731553,-103.26769618050717,-2.1250093656085975,-102.04079738420293
0.0165,-102.20576639743041,-108.5657855929327,-103.34766347806949,-2.0724068528547113,-101.91139447926531
0.017,-101.71799510811016,-106.8959587544456,-103.28897974099341,-2.1542827284465482,-101.79077436521698
