DriveAmplitude,Amplitude_dBm,Real_dBm,Imag_dBm,Phase_rad,Fit_y(A)
0.0,-96.88379294327586,-99.46241417377792,-100.37346354575853,0.7330498437606987,-0.0
0.005,-96.60833131219654,-99.27865830150904,-99.98749554994626,0.7446394274610554,-2.9500991947850483
0.01,-96.78758092804583,-99.63808129167867,-99.96378569615958,0.7666535030566981,-11.523998973210338
0.015,-96.70902732174406,-99.45439693025318,-100.0014750199361,0.753926618485394,-24.918401910155925
0.02,-96.43562854695867,-99.02736410297311,-99.90917825808404,0.7347238342767919,-41.878372717324886
0.025,-97.09281391789241,-99.8661189999912,-100.3537918594514,0.7573401943400947,-60.814914411828454
0.03,-96.71152794090105,-99.69730727577846,-99.74648775122667,0.7825671227835325,-79.95384306605082
0.035,-96.39240855729177,-99.24825509624718,-99.56285814998772,0.7672921142768652,-97.50201291146115
0.04,-96.76824178699177,-99.50433799070593,-100.0712318439283,0.7527882729645594,-111.81531799666297
0.045,-96.5942569517906,-99.5706905934637,-99.63868939009423,0.781483877993642,-121.55273015279076
0.05,-96.66802968674368,-99.17723655270171,-100.2448730859865,0.7240942377738875,-125.80194129198557
0.055,-96.60833151320415,-98.86139523469294,-100.53637799165134,0.6895705036949183,-124.16483848371199
0.06,-96.62375595287466,-99.38639830331073,-99.89669487882105,0.75604001496651,-116.79480356173622
0.065,-96.53748932843146,-99.14971508428353,-99.98606698349425,0.737328100899838,-104.38234262350117
0.07,-96.65350790411934,-99.56815055697005,-99.76161964703287,0.7742621081109283,-88.0903918087756
0.075,-96.50581170175919,-99.37219525230918,-99.66496110077759,0.7685483966063574,-69.44536062523558
0.08,-96.72726752432078,-99.46166382770913,-100.03219531777331,0.752579321807601,-50.19412108306092
0.085,-96.46492845768034,-99.43168384028019,-99.5192140140913,0.7803596068405618,-32.1403414725563
0.09,-96.58366169231407,-99.41333550597986,-99.7824273944299,0.764157917603982,-16.975498840292186
0.095,-96.49729666959288,-99.42045472202213,-99.59652291213146,0.775263557673139,-6.12040277743031
0.1,-96.39971825315968,-99.05207414561546,-99.80013544915329,0.7423894285344589,-0.5920783183276607
0.105,-96.42218655584219,-99.41193596760506,-99.45313476378354,0.783026578941765,-0.9084798265749645
0.11,-96.69079086753699,-99.70829543034256,-99.69389815009818,0.7862269370897031,-7.039963321784389
0.115,-96.23523246866581,-98.72445676244448,-99.83776197137328,0.7214859229971519,-18.41206385438173
0.12,-96.18153094486044,-98.93815887019728,-99.46124415175831,0.755305138539832,-33.95931771332294
0.125,-96.5711902353854,-99.50510042274216,-99.65924770476173,0.7765251983009814,-52.22508680913572
0.13,-96.16347428517952,-98.9163459685556,-99.44742843027193,0.7548456301669185,-71.49803258390682
0.135,-96.32562714803058,-99.06010396490571,-99.6304631265827,0.752589220471861,-89.97245306823532
0.14,-95.74691061819344,-98.46604859164408,-99.06930452617198,0.7506998444903196,-105.91746094256234
0.145,-96.21600900933703,-98.84739025459584,-99.64147586502769,0.7397504647371228,-117.83915213756404
0.15,-96.51206503823168,-99.49083707943116,-99.55412346418865,0.7817551384771618,-124.62057123184437
0.155,-96.00563611013747,-98.92269217649164,-99.11122592971681,0.7745461402577466,-125.62636014589756
0.16,-95.74555541970824,-98.59052938139429,-98.9277248720755,0.7659925043264794,-120.76228548934667
0.165,-96.44825009997069,-99.47969417069417,-99.43750838645998,0.7878265627981923,-110.48406738351034
0.17,-96.14666614424033,-99.1904079875526,-99.12377975954712,0.7892335548983567,-95.75468257789716
0.17500000000000002,-95.95180779785025,-99.02835551308914,-98.89685538178207,0.7929676302951066,-77.95414217524052
0.18,-96.12396368275193,-99.33754106563623,-98.94007696909566,0.8082700552660909,-58.750196982142704
