DriveAmplitude,Amplitude_AU,Amplitude_dBm,Real_dBm,Imag_dBm,Phase_rad,Fit_y(AU)
0.0,3.210869906664389e-06,-96.85724584708677,-103.13483988403767,-98.02424037924888,-2.077643190320533,3.25529126878022e-06
0.005,3.24786547204913e-06,-96.75773939772064,-103.08165650159074,-97.91055269646627,-2.074692385595459,3.2574791458831333e-06
0.01,3.2277367550994693e-06,-96.81173788958137,-103.45378273771495,-97.87228125504944,-2.0549692402088926,3.26275521602372e-06
0.015,3.206222247696035e-06,-96.86982757693015,-102.9004980549926,-98.11586327073344,-2.0937262298983996,3.271087100042783e-06
0.02,3.2100487001783066e-06,-96.85946761919877,-103.47160460529372,-97.92831994821269,-2.056784134998522,3.2824236652995717e-06
0.025,3.199658401587777e-06,-96.88762774086453,-102.85397169479175,-98.1552521047318,-2.098016571866818,3.296695339471994e-06
0.03,3.274375804038221e-06,-96.68712959465886,-102.75422315257939,-97.92112903416694,-2.091315663268862,3.313814537520859e-06
0.035,3.237635673691473e-06,-96.78514051021678,-103.34942680636799,-97.86743987772424,-2.059704534179107,3.3336761991978763e-06
0.04,3.2947306052142946e-06,-96.63330184049188,-103.1636084529444,-97.725266253293,-2.0617909306954534,3.3561584337987483e-06
0.045,3.3748991013575636e-06,-96.42448417633736,-102.47885169457774,-97.66267376815243,-2.0921563751124013,3.381123268204494e-06
0.05,3.4193338576920445e-06,-96.31086991116766,-102.72177264774353,-97.43758027601805,-2.0692064456292756,3.4084174936203048e-06
0.055,3.505198943515793e-06,-96.09544660090617,-102.62529973980337,-97.18754065605941,-2.061818845534419,3.4378736058155013e-06
0.06,3.3960589300570196e-06,-96.37019568885634,-102.52617928297381,-97.57537704792259,-2.0854887113297274,3.469310833094353e-06
0.065,3.466752495621551e-06,-96.1912433061236,-103.26307035071915,-97.14005207732069,-2.0297441103762264,3.5025362456891223e-06
0.07,3.5321181595375436e-06,-96.02899557233454,-102.65063616045589,-97.09519969230003,-2.0562065632912057,3.5373459397670047e-06
0.075,3.621746688096228e-06,-95.81133861032144,-102.99101882142706,-96.73421441012857,-2.023655418585831,3.5735262887847343e-06
0.08,3.6348660497130024e-06,-95.77993182167296,-102.65702531976032,-96.77764578502425,-2.040979013383763,3.610855254511308e-06
0.085,3.6151643842369597e-06,-95.82713904785075,-102.6515663178433,-96.8385591574605,-2.0440722164015215,3.6491037496731043e-06
0.09,3.757139319757833e-06,-95.49255405170008,-102.65196358509866,-96.42024314560196,-2.024792629123972,3.688037043858869e-06
0.095,3.7693433304140775e-06,-95.4643861045914,-102.29895440084627,-96.47315074383991,-2.043474772218932,3.7274162040565424e-06
0.1,3.7747531337890887e-06,-95.45192895658005,-102.63902835299619,-96.37304999879444,-2.0232400129854065,3.7669995609813874e-06
0.105,3.7573418729832984e-06,-95.49208579449974,-102.2819731418903,-96.51260930934129,-2.046113709207951,3.8065441921965723e-06
0.11,3.750199873698839e-06,-95.50861174623913,-102.26717284121025,-96.53747122921237,-2.0479741573115926,3.8458074129243364e-06
0.115,3.849294444644131e-06,-95.2820773850265,-102.78083010817637,-96.13272007150209,-2.006178621935301,3.884548265398638e-06
0.12,3.955828984165426e-06,-95.0449498794917,-102.2185317660798,-95.96927081056265,-2.023997196970873,3.922528997619165e-06
0.125,3.861316626346694e-06,-95.25499174236225,-103.04973021753881,-96.04416383510323,-1.9906503132682989,3.9595165224316086e-06
0.13,4.003349406472186e-06,-94.94123011644886,-102.46722524089904,-95.7860008935272,-2.0047224998263404,3.9952838479798495e-06
0.135,4.0408419258094965e-06,-94.86026281224257,-102.66651916529831,-95.64714337532195,-1.9900588406779602,4.029611470751399e-06
0.14,4.08503915060143e-06,-94.76577558090612,-102.41925352483996,-95.58365421724035,-1.997981590353381,4.0622887226669914e-06
0.145,4.246451717008138e-06,-94.42917623465789,-102.09905799738037,-95.24366334217113,-1.9971228619328487,4.09311506394726e-06
0.15,4.161639044021389e-06,-94.60441185591911,-102.59313043640995,-95.35594354534894,-1.980812953481866,4.121901313822202e-06
0.155,4.105508927889323e-06,-94.72236002558299,-102.35234316789985,-95.54512328806177,-1.999214942391572,4.148470811530575e-06
0.16,4.178484133059974e-06,-94.5693248961255,-102.66927977173607,-95.30015791090335,-1.9752886688757045,4.172660500484203e-06
0.165,4.297620349345899e-06,-94.32513909557346,-102.36283140719964,-95.0674802982657,-1.9783704469474601,4.1943219289436885e-06
0.17,4.28949544309553e-06,-94.34157582748111,-102.29782017108707,-95.09926996217294,-1.9824416169293186,4.213322161064386e-06
0.17500000000000002,4.2223923761765055e-06,-94.47852826880519,-102.27844136216412,-95.26666994827141,-1.9903844670043218,4.2295445927215915e-06
0.18,4.263820634838938e-06,-94.39372150262456,-102.21099967104689,-95.17841603995814,-1.9894937217505728,4.2428896671082105e-06
0.185,4.456613823205729e-06,-94.00959998320731,-102.07403326099674,-94.74697460780462,-1.9770436555912765,4.253275485713316e-06
0.19,4.268802411392594e-06,-94.38357897880067,-102.01856585515748,-95.20529927583914,-1.9989519351222946,4.260638310932014e-06
0.195,4.1047000291771475e-06,-94.72407155448604,-102.57963062309274,-95.50122500344048,-1.9875376117400518,4.2649329572221205e-06
0.2,4.1917475454576214e-06,-94.54179766936313,-102.59699344726837,-95.28088386966631,-1.977501439943778,4.266133068407123e-06
0.20500000000000002,4.31611642635344e-06,-94.28783701989494,-102.48297137700155,-95.00145057148997,-1.9706278295219026,4.264231279423615e-06
0.21,4.366746968800508e-06,-94.1865394943193,-102.35706237463052,-94.90456303210081,-1.9718272540962096,4.2592392615205795e-06
0.215,4.231181112626205e-06,-94.46046773559637,-102.31958445480288,-95.23692438153701,-1.9873563432381247,4.251187650633114e-06
0.22,4.124671897602779e-06,-94.68191188856426,-102.459643274411,-95.47448096783567,-1.9915253927522467,4.240125859370183e-06
0.225,4.176975326233601e-06,-94.57246184623227,-102.57037131968518,-95.3222593609701,-1.9803533207584922,4.226121773770213e-06
0.23,4.221445096942174e-06,-94.48047713694638,-103.03737208784001,-95.13254103933933,-1.9534500850329213,4.209261336685551e-06
0.23500000000000001,4.104972170902399e-06,-94.72349569885266,-102.47107130092019,-95.52212747914129,-1.9930820885910148,4.189648020352531e-06
0.24,4.18297407276024e-06,-94.55999658914685,-102.33146107371283,-95.35382144619453,-1.9918483674516703,4.167402191383994e-06
0.245,4.065783038345029e-06,-94.80681604853257,-102.73330261377752,-95.57020551407264,-1.9839404218935173,4.142660372081286e-06
0.25,4.170020951867009e-06,-94.58693530236289,-102.5351184662457,-95.34616767533137,-1.9828470290976563,4.115574402599046e-06
0.255,4.151178115009231e-06,-94.62627268146987,-102.1692040695028,-95.46741545904632,-2.0038200397403454,4.086310509104578e-06
0.26,4.1448560748414735e-06,-94.63951094750341,-102.15206512626075,-95.48717323112584,-2.0054402323591045,4.055048283650477e-06
0.265,4.189449201552087e-06,-94.54656146685336,-102.31720995842764,-95.34054999479322,-1.991890441532029,4.021979582021044e-06
0.27,3.9606183061300136e-06,-95.03444023404712,-102.92958424603042,-95.8038788607565,-1.9855256805077397,3.9873073463163635e-06
0.275,3.973581489442353e-06,-95.00605756592692,-102.34572959847577,-95.89190032772201,-2.014793659396123,3.951244359499832e-06
0.28,3.889300837661631e-06,-95.19226930032207,-102.59640080033361,-96.06365893101292,-2.0112796046178922,3.914011939552478e-06
0.28500000000000003,3.888292842992544e-06,-95.19452072431257,-101.97952007896886,-96.21633993591841,-2.046403445332515,3.875838581247997e-06
0.29,3.848565131629863e-06,-95.28372322756485,-102.14921987961704,-96.28443726448114,-2.0416580943214986,3.836958553883938e-06
0.295,3.917758494425045e-06,-95.12894682504663,-102.05020264063093,-96.11532789275918,-2.038403396122649,3.797610463574714e-06
0.3,3.7098837801372416e-06,-95.60249395044295,-103.22063978877956,-96.42773034017057,-1.9998378666951908,3.758035788929649e-06
0.305,3.669642507341338e-06,-95.69722488720791,-102.92129202181195,-96.60965745608947,-2.0211766845223336,3.718477399102559e-06
0.31,3.760802738653379e-06,-95.48408895460409,-102.34229053892653,-96.48669538083587,-2.0420858596496925,3.6791780633075903e-06
0.315,3.6562311149387186e-06,-95.72902723883007,-102.36121799058601,-96.79230018492538,-2.0555663332661425,3.6403789609483815e-06
0.32,3.6015185596439892e-06,-95.8599869001442,-102.23970748647648,-96.99597646937761,-2.071164810907613,3.602318201503869e-06
0.325,3.542091103488896e-06,-96.00450550010353,-103.13832434637276,-96.93831099358769,-2.0262330000631077,3.565229363254173e-06
0.33,3.605270105454061e-06,-95.85094389435172,-102.68008022104394,-96.86112994455256,-2.0437946795365924,3.5293400598143785e-06
0.335,3.4820429496781593e-06,-96.15301756992126,-102.4601345609436,-97.31095120025337,-2.075760187571919,3.4948705432733686e-06
0.34,3.503793414992575e-06,-96.09893020173637,-103.15450026902263,-97.05171775359561,-2.0306700453618824,3.4620323525102354e-06
0.34500000000000003,3.4167756964142397e-06,-96.31737065765122,-103.33466981864109,-97.27959832627769,-2.0328583521302654,3.4310270149835105e-06
0.35000000000000003,3.467954800464366e-06,-96.1882314739482,-102.37033952103889,-97.38509049729998,-2.0837911259489115,3.4020448099603397e-06
0.355,3.4108845059939748e-06,-96.3323597581656,-103.22685963815763,-97.32558961106805,-2.039961879826759,3.375263600775616e-06
0.36,3.2652885424155214e-06,-96.71126875477093,-103.44628147555837,-97.74644485424099,-2.0493782901564037,3.350847743287504e-06
0.365,3.2971477233298755e-06,-96.62693193465059,-103.20046931421409,-97.70661672961167,-2.0591383179592926,3.328947077228132e-06
0.37,3.3178170860437617e-06,-96.57265125655883,-102.91063562197533,-97.72119696606394,-2.073800350997002,3.3096960066395175e-06
0.375,3.281875874789182e-06,-96.66725701549967,-102.81371341454404,-97.8754898778889,-2.0861094733066263,3.2932126750380856e-06
0.38,3.256881869714979e-06,-96.73365991204633,-102.44847106944272,-98.08995618339468,-2.11520943752716,3.279598240369771e-06
0.385,3.2190449497277045e-06,-96.83515922177959,-103.56682054112744,-97.87123783846693,-2.049578519010755,3.2689362542052994e-06
0.39,3.288450445298015e-06,-96.6498740088923,-103.02543422796725,-97.7871081753595,-2.0714267895797853,3.261292148985519e-06
0.395,3.1278456821666608e-06,-97.08479367885661,-103.56441567170366,-98.1913565968234,-2.064922607679071,3.256712836463541e-06
0.4,3.2085836217942563e-06,-96.86343279705524,-103.57276041859154,-97.90554841607852,-2.0509153499546864,3.255226419808052e-06
0.405,3.2313042145028264e-06,-96.8021431023792,-102.94654811154531,-98.01103417001242,-2.0862432530826345,3.256842021134612e-06
0.41000000000000003,3.376323974284272e-06,-96.42081779202898,-102.6165072148249,-97.61337625624905,-2.0829112530122393,3.2615497255233726e-06
0.41500000000000004,3.2705994093674763e-06,-96.69715296370471,-102.7473852763864,-97.9367076236851,-2.0924299091691965,3.2693206418667874e-06
0.42,3.366623279386088e-06,-96.4458096005835,-102.35715906811811,-97.73223316748923,-2.1017183780913817,3.2801070801738806e-06
0.425,3.3381457856584997e-06,-96.51959405243053,-103.24675492404423,-97.55688601091842,-2.04984755174545,3.2938428442429685e-06
0.43,3.33524161305037e-06,-96.52715402845155,-103.29680715848565,-97.55305319207105,-2.047314435952826,3.310443637906707e-06
0.435,3.3891337042940074e-06,-96.38792599389689,-102.70796075006359,-97.54192025818584,-2.0749389052294553,3.3298075823563388e-06
0.44,3.3312810969265865e-06,-96.53747443430771,-102.54598321729574,-97.79089966935204,-2.0951995452351704,3.351815841370335e-06
0.445,3.3324350961878646e-06,-96.53446604978603,-102.7979427608602,-97.70582188829991,-2.07854656960618,3.3763333506104133e-06
0.45,3.477090614188706e-06,-96.16537986944564,-102.8361439895765,-97.2180129426168,-2.0532339650472347,3.403209646509248e-06
0.455,3.3890930686080046e-06,-96.38803013826852,-103.14992849721797,-97.41599794137187,-2.0477755544735374,3.43227978966301e-06
0.46,3.3516614545911453e-06,-96.48449714627316,-103.22673875028352,-97.51772954695285,-2.0489467355470357,3.4633653770618857e-06
0.465,3.4225304486906857e-06,-96.30275363250175,-103.06482075977564,-97.33067636564316,-2.0477655135246127,3.4962756369465314e-06
0.47000000000000003,3.576501852002747e-06,-95.92053095797759,-103.21473396224982,-96.81672814029585,-2.017291735595111,3.5308085995713535e-06
0.47500000000000003,3.7419593605155795e-06,-95.52771871252116,-102.6406329612068,-96.46655385390935,-2.027413525174208,3.566752336689646e-06
0.48,3.6795883094067e-06,-95.67371543594844,-102.8480716354349,-96.59785273749827,-2.0239537844314732,3.603886262153897e-06
0.485,3.749575982668224e-06,-95.51005686906797,-102.3267491839371,-96.52350767703939,-2.0445285025431765,3.6419824856495e-06
0.49,3.669679707067935e-06,-95.69713683746426,-102.8206708156728,-96.63341311772183,-2.0268133669829855,3.680807211254011e-06
0.495,3.779416642793884e-06,-95.44120461998565,-102.53358015134766,-96.3850107328649,-2.0285768281311944,3.720122172239043e-06
0.5,3.871722141517706e-06,-95.23161640087893,-102.60539964992212,-96.10977802193617,-2.0129300849816847,3.759686093309412e-06
0.505,3.6961369029634105e-06,-95.63473906566483,-102.86165024394916,-96.54650697786018,-2.0210183948754796,3.799256171305818e-06
0.51,3.866173483405172e-06,-95.24407328647202,-102.85306789561992,-96.07122720547036,-2.0003201435064963,3.838589565284007e-06
0.515,3.845318795198865e-06,-95.29105302923827,-102.30443051090893,-96.25425391486674,-2.033083271350898,3.877444886825806e-06
0.52,3.791963311632481e-06,-95.41241750818648,-102.34859341528517,-96.39500238190598,-2.0375369420422142,3.915583681436042e-06
0.525,3.9617102516473014e-06,-95.03204585763498,-102.97619085069914,-95.79205007565272,-1.9830502849653875,3.952771891934015e-06
0.53,4.032647449482821e-06,-94.87789492597891,-102.3046768583362,-95.74426784177965,-2.0100523534121457,3.98878129485872e-06
0.535,4.1061396923203935e-06,-94.72102564061352,-102.13090015225531,-95.59114025823142,-2.0109680653120026,4.023390901072628e-06
0.54,4.248231382867442e-06,-94.42553678600726,-102.43287715330325,-95.17355936983948,-1.9798822861505658,4.05638831196854e-06
0.545,4.077864012700047e-06,-94.78104526394739,-102.85665871836308,-95.51635412495642,-1.976490368812714,4.087571022956477e-06
0.55,4.136837881694187e-06,-94.65633000961819,-102.55159593140796,-95.42574500648507,-1.985519501262563,4.1167476662311636e-06
0.555,4.140672362525796e-06,-94.6482826913492,-102.72165736035069,-95.38400470887868,-1.9766010947158625,4.1437391851932234e-06
0.56,4.15595099973137e-06,-94.61629167504974,-102.546385877295,-95.37898819664285,-1.983758390557103,4.168379933316708e-06
0.5650000000000001,4.182334597000737e-06,-94.56132455350615,-102.35805501761766,-95.35009981044593,-1.9905479522552347,4.190518690719209e-06
0.5700000000000001,4.260855506347077e-06,-94.39976390926971,-102.72674332908454,-95.09024727129956,-1.964270108543376,4.210019592195892e-06
0.5750000000000001,4.2350966545526046e-06,-94.45243351597682,-102.09116131458997,-95.27337501282028,-1.9987554235839946,4.226762961022115e-06
0.58,4.257574603261729e-06,-94.40645471101487,-102.04429964514978,-95.22757993306453,-1.9988017914475964,4.240646043407598e-06
0.585,4.308892092996098e-06,-94.3023876784327,-102.52583753735729,-95.01096384342651,-1.9692528374345832,4.251583639094814e-06
0.59,4.22378278882513e-06,-94.47566851970208,-102.43783825253291,-95.23223413455156,-1.9821439032962471,4.259508624231622e-06
0.595,4.354835921380625e-06,-94.21026411151016,-102.28953200120017,-94.94489910672445,-1.976309700274045,4.264372363309294e-06
0.6,4.28825667236886e-06,-94.34408460268205,-102.43858515410422,-95.07591796641462,-1.975557594334448,4.266145007637858e-06
0.605,4.154408069391327e-06,-94.61951698040548,-102.75575281696555,-95.3437335769888,-1.9735049101278173,4.264815678527042e-06
0.61,4.28816560455558e-06,-94.3442690630433,-102.36129799038848,-95.09047298407904,-1.9793990144434832,4.260392534048622e-06
0.615,4.324392820068874e-06,-94.27119729129821,-102.52276486500745,-94.97480937029269,-1.9678926614909247,4.252902718970466e-06
0.62,4.230580338723476e-06,-94.4617011090152,-102.18282957347704,-95.2656917841817,-1.9944526938906901,4.242392198169522e-06
0.625,4.179249158868746e-06,-94.56773476886688,-102.46623984621772,-95.33652220843189,-1.9853553560253823,4.22892547454609e-06
0.63,4.155918284039356e-06,-94.61636005073771,-103.11253665231195,-95.27834076449578,-1.9562751634071969,4.212585193170545e-06
0.635,4.205202744923867e-06,-94.51396125885498,-102.05347805459128,-95.35583411103148,-2.00400181665871,4.193471634091844e-06
0.64,3.995992574372895e-06,-94.95720659298136,-103.25757583896417,-95.65229209028797,-1.9655441659746542,4.171702096920443e-06
0.645,4.098326876546296e-06,-94.73756816059799,-102.43431004971235,-95.5465351262854,-1.9957209698422074,4.147410180962446e-06
0.65,4.1213144390986965e-06,-94.68898503044242,-102.4718576532611,-95.48052551823002,-1.9912606397113377,4.120744965322765e-06
0.655,4.0491482677932216e-06,-94.84242645066664,-102.5910813777699,-95.64084036317422,-1.9930262597871442,4.091870094009009e-06
0.66,4.149197020970297e-06,-94.63041889516012,-102.22908434566884,-95.45974304507403,-2.0008652371307063,4.060962771650793e-06
0.665,4.042095986895515e-06,-94.85756759513276,-102.24612993405421,-95.73242413967455,-2.012125447574461,4.028212675997715e-06
0.67,4.022944040086627e-06,-94.89882021346425,-102.46867924350889,-95.7342299230464,-2.002389571743694,3.9938207938700105e-06
0.675,4.103749349652182e-06,-94.7260835051215,-102.00006787915774,-95.62692792434629,-2.018407721773599,3.957998187705601e-06
0.68,3.944559545032937e-06,-95.06972971674047,-102.40481933206124,-95.95660998955368,-2.0150446915536833,3.920964700273243e-06
0.685,4.016481182992055e-06,-94.91278531022301,-102.39747335638663,-95.76647711749149,-2.006932563729561,3.882947605500929e-06
0.6900000000000001,3.959992361204881e-06,-95.03581307984877,-102.44577205806912,-95.90590896030719,-2.010963485158631,3.844180213699374e-06
0.6950000000000001,3.7366792843476015e-06,-95.53998355607725,-102.96722863988538,-96.40625422410503,-2.010027299581578,3.8049004397403248e-06
0.7000000000000001,3.7671889715258423e-06,-95.46935192263714,-102.8983797639659,-96.33522914385507,-2.0099308778681566,3.765349342976739e-06
0.705,3.693761085208342e-06,-95.6403240119157,-103.14266912708482,-96.49018981780763,-2.005986288546533,3.7257696478653493e-06
0.71,3.759667701421218e-06,-95.48671081404414,-102.86249757985827,-96.36442357789275,-2.0128209066924576,3.6864042543704926e-06
0.715,3.546757338907486e-06,-95.99307052246104,-103.40266027834767,-96.86324831052119,-2.010983506435868,3.647494747290871e-06
0.72,3.6774848885081852e-06,-95.67868210728449,-102.54405428666495,-96.67942839968654,-2.0416653893079895,3.609279913657447e-06
0.725,3.459464939333162e-06,-96.20952137307867,-103.06393839748463,-97.21311111796044,-2.0423079555379404,3.571994277301207e-06
0.73,3.480750154020852e-06,-96.15624302280081,-103.03514629945917,-97.15348970997702,-2.040873140380747,3.535866659584112e-06
0.735,3.553810755971797e-06,-95.97581409409513,-102.525508101874,-97.06225213777613,-2.060599235408453,3.5011187751260023e-06
0.74,3.4547363915739988e-06,-96.22140174752018,-102.89849999047613,-97.27229913964393,-2.0528522283793476,3.4679638711454847e-06
0.745,3.3981272889606573e-06,-96.36490718567295,-102.53273599179751,-97.56630689420817,-2.0847181667855468,3.4366054187651103e-06
0.75,3.339397838315779e-06,-96.51633680936571,-103.07585047792556,-97.59998782948793,-2.0599969473985182,3.4072358643123077e-06
