DriveAmplitude,Amplitude_AU,Amplitude_dBm,Real_dBm,Imag_dBm,Phase_rad,Fit_y(AU)
0.0,5.004814710825644e-07,-113.00193997171098,-114.96041080574093,-117.40311035611666,-2.494989933127109,6.894867029406703e-07
0.005,5.298281721033388e-07,-112.5069991044252,-114.08183359346401,-117.67614193379849,-2.5574353449566822,6.861271903637664e-07
0.01,5.095624804736043e-07,-112.8457511828407,-115.0031719144971,-116.91839224175848,-2.465560770880039,6.830401278110346e-07
0.015,5.131071209316653e-07,-112.78553920611417,-114.30850709021604,-118.07572870430855,-2.566557529491923,6.802305443858399e-07
0.02,5.200193515259467e-07,-112.66930993587349,-114.559155985166,-117.1936001930828,-2.5055722668060074,6.77703017153019e-07
0.025,4.987394870242515e-07,-113.03222495820499,-114.83970106181033,-117.71178194831757,-2.518591809973897,6.754616636824281e-07
0.03,5.228938636267623e-07,-112.62142913863448,-114.41571102824433,-117.32666256104653,-2.5207108757229815,6.735101353410508e-07
0.035,5.269053870387036e-07,-112.55504726760671,-114.4428305376053,-117.08312360334241,-2.5058940081526155,6.71851611344592e-07
0.04,5.266607784933603e-07,-112.55908050811323,-114.343453627487,-117.28374880883456,-2.5223085427727368,6.704887935782481e-07
0.045,5.189886997051759e-07,-112.68654200812955,-114.50958559211671,-117.33609719761861,-2.5161037088991396,6.694239021950924e-07
0.05,5.213055418726126e-07,-112.6478532067457,-114.31673973849094,-117.60918296297417,-2.541340589337769,6.686586719992462e-07
0.055,5.428830944819703e-07,-112.295573686854,-113.94895681644725,-117.29017777851101,-2.543955478733209,6.681943496197256e-07
0.06,5.435856022992536e-07,-112.2843411382509,-113.96359962428569,-117.22361710290411,-2.5395993544073514,6.680316914795709e-07
0.065,5.712561779635395e-07,-111.85308184601331,-113.40356715811501,-117.07845122606038,-2.5616952213682156,6.681709625635648e-07
0.07,5.406495274523126e-07,-112.33138348861814,-113.91703219410333,-117.47588563867657,-2.5555559880743295,6.686119359865486e-07
0.075,5.375899122451414e-07,-112.38067782969833,-114.08784134909155,-117.26142627370551,-2.5349466524046624,6.693538933630386e-07
0.08,5.771451759855356e-07,-111.76399864336445,-113.21158066015789,-117.2391151672642,-2.580150507079047,6.703956259775405e-07
0.085,5.682604983939121e-07,-111.89875068547094,-113.58125932775047,-116.83114964110885,-2.539055055346555,6.717354367536565e-07
0.09,5.628373188505544e-07,-111.98204233230143,-113.696325863023,-116.84804235296309,-2.533766878683407,6.733711430187755e-07
0.095,5.532204153636391e-07,-112.13173607534584,-113.81198310115096,-117.06891869024189,-2.5394337378845875,6.753000800598434e-07
0.1,6.182067193323591e-07,-111.16702562075537,-112.68165703082775,-116.47712720117823,-2.5680408501356426,6.775191054644218e-07
0.105,5.944790523142653e-07,-111.50696892396674,-112.90976243775992,-117.09740812665203,-2.588424595902227,6.800246042399607e-07
0.11,5.575742001523632e-07,-112.06364664223146,-113.48492819653173,-117.6059661161358,-2.5849906641751303,6.828124947029476e-07
0.115,6.164387455346401e-07,-111.19190148386468,-112.52804005921146,-116.96218431706463,-2.60102936272904,6.858782351283383e-07
0.12,5.991192612651713e-07,-111.43943440178786,-112.83510086163076,-117.04862217271216,-2.5897554321142917,6.892168311484363e-07
0.125,6.143637272717739e-07,-111.22118871248553,-112.67046688402074,-116.69202054186397,-2.5798401380683122,6.928228438891688e-07
0.13,6.24889746675902e-07,-111.07363206877052,-112.43059384366896,-116.78662822112011,-2.59705301102487,6.966903988305028e-07
0.135,6.11306565571022e-07,-111.26451883864087,-112.65632400384149,-116.8839110283512,-2.590478112476574,7.008131953765683e-07
0.14,6.492046874509704e-07,-110.74206710534281,-112.16619018057168,-116.27705586998297,-2.584465210909305,7.051845171198971e-07
0.145,6.644320829572964e-07,-110.54068814829941,-111.84502865472807,-116.40048146080423,-2.6071714994292114,7.097972427830567e-07
0.15,6.800549270654746e-07,-110.33882021399813,-111.7215846365915,-115.98223475351546,-2.5921747740608376,7.146438578198536e-07
0.155,6.415902282643697e-07,-110.844545227214,-111.99245579082402,-117.18462831045272,-2.638721552182566,7.197164666572067e-07
0.16,7.047678092709866e-07,-110.02877885989025,-111.0856552850416,-116.68410686601531,-2.6582232444918796,7.25006805557748e-07
0.165,6.882497221676038e-07,-110.23477914836887,-111.36340385074219,-116.63922505788342,-2.64277776830387,7.305062560821967e-07
0.17,7.200297924092633e-07,-109.84269071442198,-111.07478127536736,-115.91559825626867,-2.6214568580683344,7.362058591295734e-07
0.17500000000000002,7.254617595374393e-07,-109.77740954550268,-110.76794305209113,-116.68241846063573,-2.6730399515720427,7.420963295323845e-07
0.18,7.188440269605464e-07,-109.85700667460846,-110.9697760118147,-116.31530949526292,-2.646142057900492,7.481680711829973e-07
0.185,7.510786704112414e-07,-109.4759914674288,-110.58488248265522,-115.94760055662547,-2.646969115382683,7.54411192666565e-07
0.19,7.457536638574998e-07,-109.53779212914989,-110.54323267371991,-116.3850971173546,-2.669663326879361,7.608155233750336e-07
0.195,7.676455144529803e-07,-109.28648571193591,-110.24778989325625,-116.30751025233884,-2.6797441717797486,7.673706300759798e-07
0.2,7.813668077657602e-07,-109.13260087180818,-110.02891441361156,-116.42629621815352,-2.695069263213398,7.740658339092884e-07
0.20500000000000002,7.876367424246653e-07,-109.06318069698199,-109.93210492252219,-116.47842545267605,-2.701712005355502,7.808902277839774e-07
0.21,7.846308897810868e-07,-109.09639200987067,-110.06994515733551,-116.06832550252554,-2.6769210106988006,7.878326941468347e-07
0.215,7.841257131153629e-07,-109.10198613315248,-110.0420931210142,-116.20963395976445,-2.684677493225344,7.948819230939137e-07
0.22,8.034360231163012e-07,-108.89067404337092,-109.72752723379284,-116.45373409299955,-2.709638736096582,8.020264307953881e-07
0.225,8.423092956611955e-07,-108.4802681721844,-109.33831498700599,-115.94496354881989,-2.7043821418242637,8.092545782037457e-07
0.23,8.175086934833276e-07,-108.73985244945345,-109.71857737876593,-115.69126519222173,-2.675734962749364,8.165545900148476e-07
0.23500000000000001,8.540417872535507e-07,-108.36011762888583,-109.28940605165928,-115.51281759772738,-2.687219212010711,8.239145738509598e-07
0.24,8.35602171577271e-07,-108.5497088441263,-109.37392842392552,-116.17271679097587,-2.712807100681659,8.313225396345102e-07
0.245,8.828724079886984e-07,-108.0717411589059,-108.98641785351157,-115.28622269860853,-2.6906783234902187,8.38766419121006e-07
0.25,8.670233939408939e-07,-108.22908372884469,-109.12054989504766,-115.5439894004708,-2.6962366439722616,8.462340855592929e-07
0.255,8.850678109450361e-07,-108.05016912000175,-108.8421293097712,-115.83094305274001,-2.7210202892837825,8.53713373447126e-07
0.26,8.694236453338418e-07,-108.20507109671775,-109.07667396079165,-115.60824303980465,-2.7010572984423864,8.611920983498713e-07
0.265,8.789585936550086e-07,-108.11033171072896,-108.96222224844456,-115.60332177035279,-2.7059016285297086,8.686580767500481e-07
0.27,8.806077970952271e-07,-108.09404951377125,-108.85916690326668,-116.0115556136652,-2.7279950374937543,8.760991458953779e-07
0.275,9.314728632457338e-07,-107.60629590250035,-108.27679852054357,-116.05107314392899,-2.7537042887734406,8.835031836130058e-07
0.28,9.389747411661975e-07,-107.53662184914945,-108.28329611156549,-115.5511426654447,-2.7328649211325415,8.908581280576125e-07
0.28500000000000003,9.363361730304423e-07,-107.56106401133138,-108.29481487530346,-115.64513215509349,-2.7363164590738713,8.981519973612493e-07
0.29,9.179778710321775e-07,-107.73305580069592,-108.58434220605491,-115.22883462382524,-2.7060510653375287,9.053729091528809e-07
0.295,9.500929407875729e-07,-107.43437821764897,-108.18662116154977,-115.4193339215174,-2.731387680130406,9.125090999158408e-07
0.3,9.279812627074724e-07,-107.63891589796796,-108.36623405252504,-115.75809979112465,-2.7380468061211958,9.195489441516601e-07
0.305,9.469996180085731e-07,-107.46270396692307,-108.31034449454968,-114.97535908823494,-2.7069541432848845,9.264809733190533e-07
0.31,9.69944460851432e-07,-107.25476269899006,-107.98474544420202,-115.35935998397474,-2.7373290481400168,9.33293894517207e-07
0.315,9.519096369887664e-07,-107.41778557188447,-108.16063434562744,-115.45275599410503,-2.733883211143593,9.399766088829337e-07
0.32,9.47956660950017e-07,-107.45393039239012,-108.14614170508497,-115.77089613080547,-2.7476399681173986,9.465182296717211e-07
0.325,9.601788537120915e-07,-107.34265730037187,-108.0240405933207,-115.72282378414957,-2.750651725601519,9.529080999932211e-07
0.33,9.588715906673687e-07,-107.35449101149081,-108.05731222659149,-115.61055805971414,-2.7447134977085774,9.591358101722852e-07
0.335,9.576932674694439e-07,-107.36517135606798,-108.15865604626211,-115.13833235595916,-2.720628073156366,9.651912147072649e-07
0.34,9.64247020107401e-07,-107.30593393528281,-108.05140051106073,-115.32689824570892,-2.733186082669982,9.710644487979481e-07
