DriveAmplitude,Amplitude_AU,Amplitude_dBm,Real_dBm,Imag_dBm,Phase_rad,Fit_y(AU)
0.0,3.4436144251429324e-07,-116.24940967557414,-124.24683384712665,-116.99929864998289,1.9803775760504276,5.050127521001076e-07
0.005,3.5680960436972795e-07,-115.94096932498269,-123.46072717756711,-116.78708055373448,2.005055395841792,4.99782596881687e-07
0.01,3.562610149043532e-07,-115.95433402790033,-124.89794181611059,-116.5468682669323,1.9359838642780438,4.951469169382844e-07
0.015,3.4721255325823906e-07,-116.17779167454826,-123.07316349547659,-117.17079749792109,2.039910995754571,4.911806296131989e-07
0.02,3.253131883965657e-07,-116.74366663928163,-123.15864135770406,-117.86917162756987,2.068951381154674,4.879478341783353e-07
0.025,3.570871323465704e-07,-115.93421603035118,-123.36696914382209,-116.79927173634509,2.0097294718244854,4.855007759242157e-07
0.03,3.540408255672133e-07,-116.00863314768893,-123.6411045653079,-116.8308775789597,1.9990841302815519,4.838790018224892e-07
0.035,3.7432267538946866e-07,-115.52477731895902,-123.0140450615672,-116.37747496139843,2.0066869044186086,4.831087214063023e-07
0.04,3.7838190053503444e-07,-115.43109295841391,-122.13057357686671,-116.47588287066556,2.051506152291899,4.832023831973563e-07
0.045,3.91215659933937e-07,-115.14137542745101,-120.68231008530404,-116.56319325280131,2.127497530427389,4.841584735250269e-07
0.05,4.12567047330463e-07,-114.67980930469709,-120.59539032159817,-115.96477498963147,2.1014324238293765,4.85961540988834e-07
0.055,3.9761835749806575e-07,-115.00037150390158,-120.37279633617801,-116.48925733058265,2.1397364386771884,4.885824461689239e-07
0.06,4.1168567092735525e-07,-114.69838501798313,-119.85809548779034,-116.27734872359433,2.1556721401947945,4.919788325489866e-07
0.065,4.0642411127782156e-07,-114.8101107485765,-120.85154330930861,-116.05257604693016,2.093012568895673,4.960958110410095e-07
0.07,4.1219341291828883e-07,-114.68767909877079,-119.38078052280831,-116.48818047973938,2.192678171941736,5.008668470492466e-07
0.075,4.2333506730449053e-07,-114.45601514134786,-119.21471576598609,-116.22319723665642,2.187295716284881,5.062148357375387e-07
0.08,4.2535165766914227e-07,-114.41473745005824,-119.3269407103605,-116.10683478285247,2.174936043172647,5.120533481225627e-07
0.085,4.350808596017729e-07,-114.21830048516732,-119.3372800776906,-115.81524403420215,2.1587877258895216,5.182880278548628e-07
0.09,4.5478620029696323e-07,-113.83355447739126,-118.41031094880475,-115.69506072044467,2.2023773324740725,5.24818116114251e-07
0.095,4.5606118840123034e-07,-113.80923775137555,-118.64848773839722,-115.53652719991119,2.180769526592815,5.315380799757036e-07
0.1,4.6795733753178766e-07,-113.58557481602651,-117.85815963320243,-115.61905449113434,2.22870554476813,5.383393179296872e-07
0.105,4.6208550148979216e-07,-113.69525319935528,-117.6785061330756,-115.91117402846308,2.2551534858152205,5.451119149939601e-07
0.11,4.7445413241509233e-07,-113.4658153709758,-117.54982657619239,-115.61593630877644,2.245779334022406,5.51746419052439e-07
0.115,4.908577533260834e-07,-113.17058693800553,-116.88296978064123,-115.57666592166704,2.2812794738142146,5.581356097136738e-07
0.12,5.25719293732375e-07,-112.5746217277302,-115.99039044359343,-115.21409709078826,2.311566825415008,5.641762311023633e-07
0.125,5.081010689477475e-07,-112.87069787167977,-116.5193332740472,-115.3245750344837,2.287634535352722,5.697706605802234e-07
0.13,5.33270812450922e-07,-112.45074376210455,-116.5088401998822,-114.61754825432983,2.248173218600394,5.748284864279652e-07
0.135,5.314852302829972e-07,-112.47987603948411,-115.5599248529434,-115.42152964146618,2.3482281584834097,5.792679689914261e-07
0.14,5.068536025235401e-07,-112.89204929051368,-116.61243694221758,-115.292212322994,2.280487203422398,5.830173616782317e-07
0.145,5.500807531458251e-07,-112.18117105088346,-115.96343567609786,-114.53623584650668,2.2744054716574595,5.860160704563283e-07
0.15,5.205723070559919e-07,-112.66007881986138,-116.11334834593725,-115.26843838762838,2.3076340844499814,5.882156331157005e-07
0.155,5.21196923368467e-07,-112.64966317530602,-116.56068926123012,-114.91433879068893,2.261985364432501,5.895805024673978e-07
0.16,5.392834715189878e-07,-112.35335784705732,-115.6733441274544,-115.07459229181428,2.3217548286237037,5.900886208225749e-07
0.165,5.354010238185318e-07,-112.41611609676725,-115.74156093707697,-115.13260055390718,2.321168594698304,5.897317764673694e-07
0.17,5.669815152023216e-07,-111.91832203927602,-115.48793142183867,-114.43319470030815,2.295627629650822,5.88515736372623e-07
0.17500000000000002,5.230727075322321e-07,-112.61845883636418,-115.57254045836592,-115.68571441434773,2.3627091224609487,5.864601529937154e-07
0.18,5.519650765149487e-07,-112.15146803793041,-115.75065553926888,-114.64328038139297,2.2926208407070527,5.835982466667264e-07
0.185,5.419892381391572e-07,-112.3098867798685,-115.64657012845684,-115.01662664845144,2.319963776064542,5.799762687337259e-07
0.19,5.026518249838203e-07,-112.96435476952347,-116.53324810474646,-115.47978916616148,2.295700646407264,5.756527540736403e-07
0.195,5.334479180600008e-07,-112.44785955327822,-115.73105074331464,-115.20140648358598,2.3257245924277057,5.706975751185623e-07
0.2,5.404182956795858e-07,-112.33509917351113,-115.76522493700284,-114.96260383844806,2.310057517544432,5.651908126435707e-07
0.20500000000000002,5.191634631974419e-07,-112.68361762676201,-116.22977752985653,-115.21697260093006,2.2980244199411426,5.592214615792568e-07
0.21,5.217079027671604e-07,-112.64115173512795,-116.05793795087742,-115.2797763292564,2.3114597083443837,5.528859927623521e-07
0.215,5.184617216681769e-07,-112.69536608949369,-116.14459979495871,-115.30705078941611,2.308055835393059,5.462867938680434e-07
0.22,5.125097241410929e-07,-112.7956578448725,-117.12325330342254,-114.79661669832309,2.2238360044671994,5.395305147201109e-07
0.225,4.933462253564652e-07,-113.1266638489887,-116.70025643776566,-115.6384147186583,2.2952216502356,5.327263437203707e-07
0.23,5.223235407734234e-07,-112.63090805054878,-116.48114569801547,-114.93768854755007,2.2678098808358906,5.259842432520925e-07
0.23500000000000001,5.148166329982687e-07,-112.75664864535378,-116.90181545706162,-114.8680389064006,2.2401762261777747,5.194131725750843e-07
0.24,5.028167585501437e-07,-112.96150516329806,-116.66086610740926,-115.3772486229752,2.2825710257636005,5.1311932693228e-07
0.245,5.326737080593743e-07,-112.46047481900304,-115.81212176769256,-115.15431294023625,2.318364115568548,5.072044213256748e-07
0.25,4.913850841196363e-07,-113.16126065464465,-117.48967010283151,-115.16174319699722,2.2237643174548705,5.017640466975518e-07
0.255,4.733871427928966e-07,-113.48537087728367,-117.24623165134587,-115.85591015295961,2.276500738597863,4.968861250827941e-07
0.26,5.026370504275212e-07,-112.96461007955148,-116.29944003216056,-115.67295373528094,2.320162268135384,4.926494886986085e-07
0.265,4.796661388230972e-07,-113.37091881731219,-117.75116710500755,-115.34135650500575,2.2192207521570633,4.891226059350268e-07
0.27,4.890475634453888e-07,-113.2026780536346,-116.675729272876,-115.7948205417472,2.3055720142895475,4.863624748354863e-07
0.275,4.795976540995133e-07,-113.37215904081762,-117.57585149930031,-115.44730563523967,2.23487382341143,4.844137019499773e-07
0.28,4.712035498456305e-07,-113.52552897176223,-117.03159953541325,-116.09089899601193,2.3021489643974458,4.833077814474368e-07
0.28500000000000003,4.807551205255801e-07,-113.3512216711962,-117.02335530170686,-115.7873366445353,2.2852824607535362,4.830625861376711e-07
0.29,4.7652338972503394e-07,-113.42801559427359,-117.23361073969343,-115.76636170036065,2.27213169064206,4.836820786284143e-07
0.295,4.6284715943389047e-07,-113.68094798856691,-117.00765646786147,-116.39633442913379,2.3210329815971726,4.851562472855228e-07
0.3,4.4638288289774865e-07,-113.99554938953598,-117.99180874815478,-116.20283362141124,2.253933272154232,4.874612680312531e-07
0.305,4.7556594914533893e-07,-113.44548501793804,-117.81502019854835,-115.42208550820393,2.2201562277808278,4.905598893657977e-07
