DriveAmplitude,Amplitude_dBm,Real_dBm,Imag_dBm,Phase_rad,Fit_y(A)
0.0,-106.45374788466584,-114.6184543179416,-107.17281795086001,1.9721113010149032,-106.57313027042211
0.001,-105.90257577353356,-111.66036059817557,-107.24322539196302,2.112224076894037,-106.50457290159697
0.002,-105.49917285493507,-111.80784574920793,-106.65663119087058,2.075661182297188,-106.41580828410429
0.003,-106.33301137203631,-112.07692337525353,-107.67868900445669,2.113185614433122,-106.30763016611655
0.004,-105.69286845234606,-111.3421999614765,-107.07341657929547,2.119797289718397,-106.18105285301843
0.005,-104.84951053865106,-112.11097306158686,-105.75324647221551,2.0191004814151947,-106.03729976767806
0.006,-105.93251755388977,-113.32317666506393,-106.80690630679045,2.0120114258643116,-105.87778965216971
0.007,-105.48846219962729,-111.57888139177729,-106.71482369748041,2.0897789587728033,-105.70412056656775
0.008,-105.8655406491353,-112.5066983852456,-106.92632942047175,2.0550229579073878,-105.51805186527923
0.009000000000000001,-104.67289656323997,-111.53713737644517,-105.67393608795953,2.0417317014725107,-105.32148435419246
0.01,-105.63142400271362,-111.4194405094795,-106.96119199277796,2.1101359187388793,-105.1164388524372
0.011,-105.41998235852202,-112.12650763635628,-106.46285826589903,2.051083398810073,-104.90503340054703
0.012,-104.4096418016361,-108.95800514611165,-106.2864192025012,2.204774662530384,-104.68945937208096
0.013000000000000001,-105.55347951670848,-111.78127506861314,-106.73594160255895,2.0808384308251524,-104.47195675812956
0.014,-103.84576046287876,-109.80384337828298,-105.11618842627408,2.098570637198004,-104.25478890346083
0.015,-103.99932991250176,-109.5162368341383,-105.43049038962566,2.1292224821098693,-104.04021697924526
0.016,-105.11826739842407,-110.05087595882296,-106.80067686696786,2.173317325935856,-103.83047448027239
0.017,-103.87925420659413,-109.44859554496401,-105.29011882058535,2.125466734429018,-103.62774203429491
0.018000000000000002,-103.3563797299528,-108.7417909038457,-104.8399662533509,2.138781361621244,-103.43412280761669
