DriveAmplitude,Amplitude_dBm,Real_dBm,Imag_dBm,Phase_rad,Fit_y(A)
0.0,-104.26467334907525,-115.73229844278086,-104.58603250981918,1.8411435749424465,-104.25577278162076
0.0015,-103.86037502874319,-111.86903344152398,-104.60814991581086,1.9798165035469868,-104.21098700053116
0.003,-104.27645297290331,-113.0187845340485,-104.89920745425428,1.9449626592010154,-104.14169980671154
0.0045000000000000005,-104.02660581803887,-112.7567128802082,-104.65124819997226,1.9455157427484793,-104.04888491972333
0.006,-103.54949655169844,-111.69786448722355,-104.27151519906204,1.9729103956390257,-103.93390479061746
0.0075,-104.02754395455338,-113.66639356255176,-104.52716526360052,1.9067327251041841,-103.79848816229574
0.009000000000000001,-103.90615669781806,-112.42412838956339,-104.5645591601114,1.9552584458984497,-103.64470159696504
0.0105,-104.19386088791798,-114.43422452058341,-104.62553174470546,1.88346267688402,-103.4749154396255
0.012,-103.56310801014374,-114.90168637524971,-103.89453862538588,1.8452940771408262,-103.29176477817498
0.0135,-103.12660892515436,-114.16005757861257,-103.48317992651704,1.855377030387373,-103.09810604311866
0.015,-103.3278353907864,-115.21043186276002,-103.61890500144784,1.8282375164195086,-102.89696996169158
0.0165,-102.6860702384682,-116.70443878786168,-102.86174178564784,1.7712405992595857,-102.69151164124567
0.018000000000000002,-101.96801686648152,-113.8846129969461,-102.25673951739324,1.8272090846730336,-102.48495860403641
0.0195,-102.18884298441495,-115.86359117663592,-102.3793002542418,1.7794462987064033,-102.28055762928622
0.021,-102.0669295342783,-112.98840806024799,-102.43321705404405,1.8591744498030252,-102.08152127804752
0.0225,-101.9977839856733,-115.47385930428176,-102.197364242638,1.784347619799708,-101.89097498161419
0.024,-101.78968392097546,-114.74097226183916,-102.01557606603947,1.7978739627750195,-101.7119055649496
0.025500000000000002,-101.86119622915542,-117.67594816993304,-101.97655867935038,1.733417954478117,-101.54711205296577
0.027,-101.19262575608191,-113.48794423364353,-101.45648895781699,1.8160390930436143,-101.39915956988973
0.0285,-101.25615187279202,-116.45052260025423,-101.38950332528802,1.7455775978153782,-101.270337091011
0.03,-101.60385052191381,-121.38179707446339,-101.64980048092309,1.6735665795953854,-101.1626197426546
