DriveAmplitude,Amplitude_dBm,Real_dBm,Imag_dBm,Phase_rad,Fit_y(A)_dBm,C_fit,A_contrast_fit,A_pi_fit,Adec_fit
0.845,-94.9062014928582,-98.10621577066519,-97.73472877518185,0.8067761574424441,-94.31388513742777,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.85,-95.12800772837436,-98.32561155970019,-97.95874902293843,0.8065101924703012,-94.36702184048283,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.855,-95.1775504967511,-98.3801374235704,-98.00371738134433,0.8070598634622902,-94.42157541722976,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.86,-95.02527356672746,-98.37177930360157,-97.72353515560317,0.8226795032536969,-94.47327668881147,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.865,-94.934588405748,-98.21149531203153,-97.69370570680053,0.8151868910199742,-94.51809838584771,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.87,-95.14223018226593,-98.06840165318016,-98.2383205493801,0.7756174692822854,-94.5525993307727,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.875,-95.33546821880057,-98.49641553674115,-98.20017172935509,0.8024480225695239,-94.57422839614792,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.88,-95.48857518484374,-98.91533158431058,-98.118882664806,0.8311813368265423,-94.58155172976369,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.885,-95.36967706716133,-98.05109746251861,-98.73581735486326,0.7460232785798471,-94.57437334796413,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.89,-95.65189648514371,-98.67758559001592,-98.64686163223446,0.7871667728889539,-94.55373275459334,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.895,-95.47203846775378,-98.28260212678059,-98.69170549859297,0.7618569825655143,-94.52178093680098,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.9,-95.11323026512602,-98.16455389125836,-98.08289044046587,0.7900990202536528,-94.48155354121666,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.905,-95.64416238046776,-99.00614777148702,-98.32913478099502,0.824330762830866,-94.43667295111995,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.91,-95.73826395137905,-99.01181814375755,-98.50035931677166,0.8148231008419243,-94.39101676885016,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.915,-95.57219581009791,-98.42621149240729,-98.74461467001451,0.7670735067122827,-94.34838870727889,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.92,-95.56691454537001,-99.01467574479581,-98.17981385442023,0.8333828494751208,-94.31222104544831,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.925,-95.48424634246774,-98.41655494646375,-98.57396388550505,0.776337472423039,-94.2853285286622,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.93,-95.82583254293276,-99.06933316218453,-98.61481832942968,0.8115502080946456,-94.26972461959204,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.935,-96.1967260262952,-99.48540546893625,-98.9454206007583,0.8164621878135979,-94.26650410250315,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.9400000000000001,-95.74371537020653,-98.684337979845,-98.82482881622153,0.7773112133662774,-94.27579180789765,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.9450000000000001,-96.28516934303843,-99.61963964285619,-98.99382436273817,0.8213918587741371,-94.29675529190814,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.9500000000000001,-96.09277966797885,-98.96578475404897,-99.24485693092072,0.7693362407459129,-94.32767871106958,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.9550000000000001,-95.98466573768947,-99.06703137374419,-98.92407636035294,0.7936269439796998,-94.3660946978392,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.96,-96.11681379042727,-99.13829880901031,-99.11595741777147,0.7866842358399335,-94.40896968370247,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.965,-96.11246896934537,-99.1683528285435,-99.07765851032566,0.790618853161527,-94.45293511953709,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.97,-96.03336165511692,-99.25240822439534,-98.84449007398163,0.8088711927895412,-94.49455228976332,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.975,-96.22928730457788,-99.11410587202832,-99.36880234979084,0.770738756212533,-94.53059255049284,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.98,-96.36853118186563,-99.61251278407619,-99.15708382416591,0.811602757376786,-94.5583092432091,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.985,-96.18008331373446,-99.2126650327714,-99.16821524274076,0.7879568878270572,-94.57567412768002,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.99,-96.26404065440376,-99.29791623838112,-99.25089227305722,0.788105067213642,-94.58155172976369,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
0.995,-96.20441699693717,-99.02928562411151,-99.4084201692538,0.7635803516628761,-94.57579047340946,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
1.0,-96.30044966041285,-98.97822659345393,-99.6708594962781,0.7455691971121058,-94.5592194235783,4.172606359938888e-06,1e-06,0.05500000000000005,0.5
