DriveAmplitude,Amplitude_AU,Amplitude_dBm,Real_dBm,Imag_dBm,Phase_rad,Fit_y(AU)
0.0,4.776911262438843e-07,-113.40675656829431,-114.715841379915,-119.25303523095769,-2.6062496195817952,6.788843301320669e-07
0.005,5.166116750743381e-07,-112.72641570916682,-114.19559417505839,-118.14741349280857,-2.5762145592571124,6.750541280430784e-07
0.01,4.957786390029978e-07,-113.08394382477559,-114.71150814079061,-118.13480272647844,-2.5483431294670704,6.714969128272153e-07
0.015,4.792615089034907e-07,-113.37824902839304,-115.17060651838001,-118.08724666941322,-2.5210207394465995,6.682191950336565e-07
0.02,4.999020518485419e-07,-113.01200165699129,-114.60515357998929,-118.13952494598922,-2.5542565260421233,6.652269736648784e-07
0.025,5.294055847300291e-07,-112.51392967561983,-113.85728099158614,-118.26425272735466,-2.5996479814555773,6.625257251970554e-07
0.03,5.009340668642969e-07,-112.99408869093995,-114.48098552603003,-118.3713812889201,-2.5730107758610545,6.60120393556806e-07
0.035,5.310543178807243e-07,-112.48692115659337,-114.20372612238683,-117.34771602917331,-2.533349792197858,6.580153810726331e-07
0.04,5.034693667332793e-07,-112.95023901680572,-114.59285819796622,-117.96816682083119,-2.545779668676255,6.562145404176162e-07
0.045,5.151858280742386e-07,-112.75042188776177,-114.16027505349925,-118.32239939797267,-2.5871102401262545,6.547211675581045e-07
0.05,4.988382070888274e-07,-113.03050585082353,-114.63518169255302,-118.13213711524557,-2.5522678297867145,6.535379957213149e-07
0.055,5.36146127442135e-07,-112.40403657440743,-114.01405532355214,-117.49373868939792,-2.551348695038258,6.526671903928766e-07
0.06,5.348991724337521e-07,-112.42426152377477,-114.12414676959455,-117.32016330469236,-2.5361557292376813,6.521103453534784e-07
0.065,5.335344441974302e-07,-112.44645080181473,-114.06535142817788,-117.51642676355951,-2.549824785874168,6.518684797618705e-07
0.07,5.210395545024078e-07,-112.65228616661838,-114.13570748000777,-118.038103080083,-2.5736374264007567,6.519420362895622e-07
0.075,5.222915288763291e-07,-112.6314404032085,-114.01718985637405,-118.2669031161433,-2.5916138636431407,6.523308803106281e-07
0.08,5.564765258465292e-07,-112.08076306384828,-113.38374223454004,-117.94444479485637,-2.607436382870318,6.53034300148105e-07
0.085,5.624441079080426e-07,-111.98811261287113,-113.54148730823695,-117.20675512791965,-2.561187652936474,6.540510083765301e-07
0.09,5.372669134480947e-07,-112.38589811936251,-113.84093457464769,-117.84222770396396,-2.5787880557033596,6.553791441782357e-07
0.095,5.367413273694365e-07,-112.39439932608599,-113.69969842601768,-118.25145740095255,-2.60698507601293,6.570162767490873e-07
0.1,5.704971853100519e-07,-111.86462992216958,-113.09079776446127,-117.95564268864034,-2.622649055178133,6.589594097474336e-07
0.105,5.780690125709104e-07,-111.75010625108898,-113.17964085045762,-117.27118140800596,-2.583466211386197,6.612049867781228e-07
0.11,5.776704871530806e-07,-111.75609643821204,-113.14617031145923,-117.38007474213292,-2.590802521758564,6.637488979015515e-07
0.115,6.038482883174063e-07,-111.37114325182289,-112.79862729564103,-116.8974833235176,-2.583844494645758,6.665864871558309e-07
0.12,5.982814288848651e-07,-111.4515895990214,-112.62176554017043,-117.71887965394932,-2.634086619284431,6.69712561078303e-07
0.125,5.817757919834367e-07,-111.69458712235296,-112.98696338085826,-117.588716038212,-2.609504958686939,6.731213982108119e-07
0.13,6.140882623533888e-07,-111.22508411570936,-112.2827794916592,-117.8774410478967,-2.6580436589684604,6.768067595713315e-07
0.135,6.214943922429643e-07,-111.12095575641911,-112.21659275314039,-117.63843962294688,-2.649807986167165,6.807619000727859e-07
0.14,6.320206604878336e-07,-110.97507453501628,-112.14052389404065,-117.25768465990038,-2.6350663113143526,6.849795808681606e-07
0.145,6.507821479835188e-07,-110.72098742292508,-111.65592506209978,-117.85008986295344,-2.6858899430737377,6.894520825993137e-07
0.15,6.38245785511263e-07,-110.8899409286404,-111.98606011479151,-117.40574485326152,-2.649704366625543,6.941712195252353e-07
0.155,6.621452180295691e-07,-110.57063510433619,-111.56739705342225,-117.45141679345608,-2.6716256987773557,6.99128354503899e-07
0.16,6.596810516312897e-07,-110.60301984758276,-111.72817443851119,-117.01917920097485,-2.643511774370813,7.04314414800284e-07
0.165,6.695593176599083e-07,-110.47391888118773,-111.43659515771301,-117.48940978074774,-2.679426935178059,7.097199086916364e-07
0.17,6.931155898307133e-07,-110.17358669774687,-111.194149988591,-116.96332388729428,-2.666266373630138,7.153349428395775e-07
0.17500000000000002,7.027708683120715e-07,-110.05342503224325,-111.08641743346688,-116.79656028707642,-2.663495562948258,7.211492403972645e-07
0.18,6.983296775165082e-07,-110.10849006297866,-111.04719830138585,-117.22193022281017,-2.685005197732547,7.271521598184612e-07
0.185,7.270077722222314e-07,-109.75891896743983,-110.73190438543378,-116.73311252472503,-2.6770514224840065,7.33332714334098e-07
0.19,7.643211973523699e-07,-109.32418195762673,-110.32977577288372,-116.17089863279936,-2.6696287552793767,7.396795920606687e-07
0.195,7.418855757665294e-07,-109.58296149695057,-110.62925226831473,-116.2769282236942,-2.660551632338589,7.461811767036669e-07
0.2,7.678156038777137e-07,-109.28456136756765,-110.41445885420437,-115.68472121004758,-2.6425088672131847,7.528255688181638e-07
0.20500000000000002,7.597614918770186e-07,-109.37615448770772,-110.41260794781113,-116.10642483032558,-2.662727328926165,7.596006075876219e-07
0.21,7.709821579020333e-07,-109.24881348919843,-110.26006231948232,-116.07389396025674,-2.6683552729270086,7.66493893081078e-07
0.215,7.941891637385216e-07,-108.99122090204065,-109.81882894113164,-116.598051677466,-2.7119547112995037,7.734928089479641e-07
0.22,7.770508867438434e-07,-109.18071083572256,-110.15528527566616,-116.14858238381885,-2.676686518850757,7.805845455090266e-07
0.225,7.973242530907966e-07,-108.95700054919395,-109.75437516620643,-116.71080862582033,-2.7196291557836303,7.87756123201084e-07
0.23,8.049931092398625e-07,-108.87385678710622,-109.70898703454394,-116.44503361192378,-2.710069275477022,7.949944163327114e-07
0.23500000000000001,8.202921476941803e-07,-108.71032895824861,-109.61277185519145,-115.97738555008307,-2.6935981375014753,8.022861771073757e-07
0.24,8.211317398986373e-07,-108.70144325124748,-109.57435707745829,-116.09872151106896,-2.7007372806306758,8.096180598700508e-07
0.245,8.382140229236716e-07,-108.52260160136768,-109.34472389944965,-116.15565901114037,-2.713335649941802,8.169766455329378e-07
0.25,8.28902364298485e-07,-108.61963247562593,-109.49362390325092,-116.01207348212091,-2.700474426880864,8.243484661355851e-07
0.255,8.217376289772958e-07,-108.69503655086285,-109.54573537283666,-116.19352983647956,-2.706196464654384,8.31720029494456e-07
0.26,8.326115280507396e-07,-108.58085164969395,-109.31995678220676,-116.63594537919607,-2.734882479987257,8.390778438968311e-07
0.265,8.595491502466306e-07,-108.30428573713738,-109.10271405537182,-116.0528692877833,-2.719359028860366,8.464084427938486e-07
0.27,8.771303037023203e-07,-108.12841773190591,-108.84511931720034,-116.30630098560604,-2.7409208495373414,8.53698409447489e-07
0.275,8.632187933387226e-07,-108.26728230526496,-108.94486648136905,-116.66988099931935,-2.7517145533562473,8.609344014863941e-07
