DriveAmplitude,Amplitude_AU,Amplitude_dBm,Real_dBm,Imag_dBm,Phase_rad,Fit_y(AU)
0.0,2.7299650775853594e-06,-98.26655821396616,-102.62960700484355,-100.24690171492242,2.2207235081062193,2.8197764210608983e-06
0.005,2.8636779740350504e-06,-97.85121646032778,-102.23957139204305,-99.8170066161558,2.218514080955142,2.8213238315300264e-06
0.01,2.8536103028548176e-06,-97.88180675661323,-102.1777800087263,-99.90137966318343,2.226629201981939,2.8251519682504383e-06
0.015,2.7731753512562114e-06,-98.13015341505388,-102.80077606744362,-99.94224834879653,2.1945367464406034,2.831247238169508e-06
0.02,2.951490659249757e-06,-97.58887178090104,-102.07780270290297,-99.49811768449949,2.20983205333385,2.839587998036006e-06
0.025,2.7456630010857305e-06,-98.21675541411693,-102.04539274906674,-100.53873980240712,2.26989625772455,2.850144631251549e-06
0.03,2.864559517963521e-06,-97.8485430399799,-102.13498115018206,-99.87377113002074,2.2274746220795847,2.862879653034027e-06
0.035,2.8796051002512996e-06,-97.80304136137624,-102.28595499963278,-99.71561308825352,2.2103470868619897,2.8777478435195933e-06
0.04,2.847411968408529e-06,-97.90069392021026,-102.39672608621922,-99.80602407235507,2.2092249530432975,2.894696408330596e-06
0.045,2.8935703729459086e-06,-97.76101906201838,-102.40595683767759,-99.58647310111084,2.1966693629043563,2.9136651660392975e-06
0.05,2.9429528354945408e-06,-97.6140340025137,-101.89326033888683,-99.64355247726579,2.2281150272484833,2.934586761861734e-06
0.055,2.975537839774535e-06,-97.51839049259223,-101.99958382071252,-99.43191437124631,2.210494434153276,2.9573869068229285e-06
0.06,2.8762578970474096e-06,-97.8131435618338,-102.29348988078465,-99.7271364557429,2.2105669984904925,2.9819846415442137e-06
0.065,2.938786346172658e-06,-97.62633977513083,-102.36452430285698,-99.40386104705036,2.18897249523214,3.0082926237160106e-06
0.07,3.063813114678913e-06,-97.26445462662295,-101.53321565735239,-99.30021931414693,2.229045856390128,3.0362174382352907e-06
0.075,3.1903841016340446e-06,-96.91284059426587,-101.37539293391684,-98.83671951874346,2.2120939773493995,3.0656599289064807e-06
0.08,3.254060695464072e-06,-96.74118705868642,-100.60720016437743,-99.03694464036084,2.2662916956550396,3.0965155505279952e-06
0.085,3.053168069842157e-06,-97.29468580608679,-101.15636721782904,-99.5934633381151,2.2667080992440107,3.128674740114199e-06
0.09,3.0897120218049364e-06,-97.19133998994003,-101.94554874034074,-98.96077950964873,2.1876623277847815,3.162023305934655e-06
0.095,3.263060389561274e-06,-96.7171978160824,-100.96634104166965,-98.76473641068655,2.2307955861035103,3.196442832989245e-06
0.1,3.204663962872216e-06,-96.87405011023563,-100.87658826608232,-99.07718042973656,2.2533453056827435,3.231811103479395e-06
0.105,3.32759994097844e-06,-96.54707788491187,-100.81571960544039,-98.58291392136769,2.229056478681728,3.268002530782375e-06
0.11,3.3936330795891536e-06,-96.37640235340282,-100.29849013549294,-98.63352259617278,2.2609328588296638,3.3048886053877196e-06
0.115,3.2893842904405645e-06,-96.64740776392641,-100.82112177573705,-98.74102054864521,2.2375826321799113,3.342338351212311e-06
0.12,3.204989721579915e-06,-96.87316722191579,-100.8018080289784,-99.12582685308693,2.2603104098202866,3.3802187906738427e-06
0.125,3.3750934447641237e-06,-96.42398401419045,-100.22187052449343,-98.7678370989404,2.2728818112425184,3.4183954168712543e-06
0.13,3.4716805960888996e-06,-96.17890480161779,-100.34150269484624,-98.27941750423284,2.238590919166878,3.45673267119552e-06
0.135,3.4630275640324924e-06,-96.20058107659524,-100.0613810386185,-98.49997375998016,2.2667928757390574,3.495094424674864e-06
0.14,3.4284336650860138e-06,-96.28778502430069,-100.23957408587947,-98.52477787859785,2.2581179366617286,3.5333444613452412e-06
0.145,3.7375986760218415e-06,-95.53784669825653,-99.30233832736569,-97.90575168437663,2.276144679658194,3.5713469619297084e-06
0.15,3.601069623583833e-06,-95.86106968010576,-99.92589802949217,-98.02352451386868,2.247550226636424,3.608966986109231e-06
0.155,3.690106010033358e-06,-95.648923186785,-99.40445677984246,-98.0233343726126,2.2770236125832137,3.646070951672458e-06
