Delay_us,I,Q,Magnitude_linear,Phase_rad,Fit_on_data,A_fit,T2_echo_fit_us,C_fit,p_fit
0.01,-6.669839312681109e-07,-3.3109000201149613e-07,7.446396135056451e-07,-2.680830177903635,8.387952424659714e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
0.5099500000000001,-7.114573857799861e-07,-3.721918458003784e-07,8.029311190016144e-07,-2.659604844798043,8.386894247863828e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
1.0099,-7.509148322306537e-07,-3.290187612514264e-07,8.198331723707049e-07,-2.7286307047147185,8.385838509518139e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
1.5098500000000001,-7.91761886330387e-07,-3.6658405284528936e-07,8.725083108176852e-07,-2.7079824388451943,8.38478520400351e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
2.0098000000000003,-7.668576618161446e-07,-3.4189081992955646e-07,8.396189649110058e-07,-2.7222090060029256,8.383734325713753e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
2.5097500000000004,-7.354421674057967e-07,-3.6329666867398445e-07,8.202802271590793e-07,-2.682769411099256,8.382685869055599e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
3.0097,-7.526694124943063e-07,-3.6988767076409106e-07,8.386466082253054e-07,-2.684820943469889,8.38163982844867e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
3.50965,-7.810983282073696e-07,-3.700065740002157e-07,8.643028769660117e-07,-2.6992052253356045,8.380596198325445e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
4.009600000000001,-7.497239631171635e-07,-3.363612491855294e-07,8.217207012274643e-07,-2.719864627978137,8.379554973131234e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
4.509550000000001,-7.454679232780861e-07,-3.4904959329959605e-07,8.231391396472141e-07,-2.7036834418318327,8.378516147324148e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
5.009500000000001,-7.429901277738184e-07,-3.523392916602254e-07,8.223000099823569e-07,-2.698782553155428,8.377479715375065e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
5.509450000000001,-7.479713191238764e-07,-3.694842695230487e-07,8.342539898956988e-07,-2.6827711303205017,8.376445671767608e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
6.0094,-7.684746295173984e-07,-3.780626546311012e-07,8.564371705143456e-07,-2.684393646285218,8.375414010998109e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
6.50935,-7.608560391754197e-07,-3.5567367035234017e-07,8.398843206844695e-07,-2.7043100186558156,8.374384727575588e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
7.0093000000000005,-7.436599469672657e-07,-3.7164262596398046e-07,8.313533293111657e-07,-2.6781466059600314,8.373357816021711e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
7.509250000000001,-7.668296555061307e-07,-3.756568451913891e-07,8.539003372190448e-07,-2.6860713171983854,8.372333270870773e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
8.009200000000002,-7.748667574789925e-07,-3.483945801374081e-07,8.495865319760717e-07,-2.7190558664253976,8.371311086669663e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
8.509150000000002,-8.013722960864517e-07,-3.621553714353984e-07,8.794055207891198e-07,-2.717144027077896,8.370291257977835e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
9.009100000000002,-7.888283369263658e-07,-3.654053365913914e-07,8.693510252754546e-07,-2.7077950600331953,8.369273779367282e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
9.509050000000002,-7.606836157060871e-07,-3.426829698696519e-07,8.343088043658481e-07,-2.7183284678734854,8.368258645422504e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
10.009000000000002,-7.510147646686306e-07,-3.516518946804925e-07,8.29266080207468e-07,-2.703677861012817,8.367245850740479e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
10.508950000000002,-6.988259578492259e-07,-3.566777251279174e-07,7.84586973487525e-07,-2.6696631573791896,8.366235389930641e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
11.008900000000002,-7.589360438318304e-07,-3.5489008223558644e-07,8.37813158822593e-07,-2.704186815284402,8.365227257614839e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
11.508850000000002,-7.824418029392588e-07,-3.7249114697475445e-07,8.665822693555449e-07,-2.69727782566688,8.36422144842732e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
12.0088,-7.28869854407822e-07,-3.3965333291774433e-07,8.041241516249912e-07,-2.705513100554309,8.363217957014695e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
12.508750000000001,-7.492697430621265e-07,-3.611967953128617e-07,8.31786194170513e-07,-2.6923956319781324,8.362216778035911e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
13.008700000000001,-7.532562342997442e-07,-3.785711875576062e-07,8.4303683108166e-07,-2.6758835258348515,8.36121790616222e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
13.508650000000001,-7.930111790304712e-07,-3.521767032335257e-07,8.676953154003616e-07,-2.723655527645146,8.360221336077158e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
14.008600000000001,-7.499119265689416e-07,-3.343885694158495e-07,8.210868486136653e-07,-2.722150356415714,8.359227062476509e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
14.508550000000001,-7.737761313290401e-07,-3.563552092254468e-07,8.518911529982267e-07,-2.7100079397484205,8.358235080068284e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
15.008500000000002,-7.675240747005798e-07,-3.594717375091417e-07,8.475335599920647e-07,-2.7035821235095217,8.357245383572684e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
15.508450000000005,-7.546325350578917e-07,-3.79042340002345e-07,8.444781574927522e-07,-2.6761168776907445,8.356257967722078e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
16.008400000000005,-7.936920648486535e-07,-3.6461415256959065e-07,8.734360732519352e-07,-2.7109575428683375,8.355272827260977e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
16.508350000000004,-7.773187202312516e-07,-3.476449392279879e-07,8.515171146799002e-07,-2.721039622244532,8.354289956945998e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
17.008300000000006,-7.63692036756817e-07,-3.558830123845749e-07,8.425427262220563e-07,-2.705510364331038,8.353309351545843e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
17.508250000000004,-7.462850826985674e-07,-3.7993305915546985e-07,8.374309249709143e-07,-2.670692294739554,8.35233100584127e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
18.008200000000006,-7.751158875334599e-07,-3.520484326778483e-07,8.513182354781981e-07,-2.7152613421679317,8.351354914625062e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
18.508150000000004,-7.678621532380616e-07,-3.831150070408885e-07,8.581313390124687e-07,-2.6787956310613255,8.350381072702003e-07,4.592219293358042e-08,216.70555505094563,7.928751685889784e-07,1.0
