Delay_us,I,Q,Magnitude_linear,Phase_rad,Fit_on_data,A_fit,T2_echo_fit_us,fdet_fit_MHz,phi_fit,C_fit
0.01,-6.854613635105889e-07,-3.5205187752040604e-07,7.705827699419696e-07,-2.667125579203876,8.564939169271743e-07,2.5328390003978384e-08,7.4885768410129145,-2.7253923612957545,-0.111017296284533,8.337864694221419e-07
0.0899,-6.922276588921222e-07,-3.370491786214746e-07,7.699229055851495e-07,-2.688475735347987,8.090878616311371e-07,2.5328390003978384e-08,7.4885768410129145,-2.7253923612957545,-0.111017296284533,8.337864694221419e-07
0.1698,-6.738160072816702e-07,-3.390473420437493e-07,7.543083665291954e-07,-2.6754083042113757,8.56467351040255e-07,2.5328390003978384e-08,7.4885768410129145,-2.7253923612957545,-0.111017296284533,8.337864694221419e-07
0.2497,-7.051119469326371e-07,-3.292160787617357e-07,7.781812669438833e-07,-2.7047747076351527,8.166440019961409e-07,2.5328390003978384e-08,7.4885768410129145,-2.7253923612957545,-0.111017296284533,8.337864694221419e-07
0.3296,-7.316908038737805e-07,-3.555071270779007e-07,8.134843267553726e-07,-2.6893122375097254,8.428972280842115e-07,2.5328390003978384e-08,7.4885768410129145,-2.7253923612957545,-0.111017296284533,8.337864694221419e-07
0.4095,-7.041339969010836e-07,-3.4817209465936803e-07,7.855116123211592e-07,-2.6823800131148245,8.338199514417239e-07,2.5328390003978384e-08,7.4885768410129145,-2.7253923612957545,-0.111017296284533,8.337864694221419e-07
0.4894,-7.230196642889324e-07,-3.640894196729019e-07,8.095174738486076e-07,-2.6750948820843643,8.249961188391191e-07,2.5328390003978384e-08,7.4885768410129145,-2.7253923612957545,-0.111017296284533,8.337864694221419e-07
0.5693,-7.148165521427564e-07,-3.4729743512725723e-07,7.947189513678589e-07,-2.6893246728619955,8.495706495219939e-07,2.5328390003978384e-08,7.4885768410129145,-2.7253923612957545,-0.111017296284533,8.337864694221419e-07
0.6492,-7.199760659401281e-07,-3.3947211622226045e-07,7.959942545138398e-07,-2.701000009350253,8.138094653825188e-07,2.5328390003978384e-08,7.4885768410129145,-2.7253923612957545,-0.111017296284533,8.337864694221419e-07
0.7291,-7.157268771720064e-07,-3.4795355153388037e-07,7.958245012133223e-07,-2.689082997354477,8.546058949494501e-07,2.5328390003978384e-08,7.4885768410129145,-2.7253923612957545,-0.111017296284533,8.337864694221419e-07
0.8089999999999999,-7.105202246351777e-07,-3.302795618175897e-07,7.83532755263009e-07,-2.706464991851222,8.154689414080028e-07,2.5328390003978384e-08,7.4885768410129145,-2.7253923612957545,-0.111017296284533,8.337864694221419e-07
0.8889,-7.181016593281498e-07,-3.537601625906738e-07,8.005099910469713e-07,-2.6838564561921934,8.467951695621901e-07,2.5328390003978384e-08,7.4885768410129145,-2.7253923612957545,-0.111017296284533,8.337864694221419e-07
0.9688,-7.52980467891489e-07,-3.661470170990554e-07,8.372832395053788e-07,-2.688994403039366,8.279324465372604e-07,2.5328390003978384e-08,7.4885768410129145,-2.7253923612957545,-0.111017296284533,8.337864694221419e-07
1.0486999999999997,-7.184678608645731e-07,-3.6723190638600654e-07,8.06880003571297e-07,-2.6690791650877292,8.318542789084081e-07,2.5328390003978384e-08,7.4885768410129145,-2.7253923612957545,-0.111017296284533,8.337864694221419e-07
1.1285999999999998,-7.270742668334867e-07,-3.365922121645496e-07,8.012061574783842e-07,-2.708029568810423,8.428724519101112e-07,2.5328390003978384e-08,7.4885768410129145,-2.7253923612957545,-0.111017296284533,8.337864694221419e-07
1.2084999999999997,-7.442418310777056e-07,-3.552583803435377e-07,8.246844365757181e-07,-2.6962346475141734,8.192897456797143e-07,2.5328390003978384e-08,7.4885768410129145,-2.7253923612957545,-0.111017296284533,8.337864694221419e-07
