Delay_us,I,Q,Magnitude_linear,Phase_rad,Fit_on_data,A_fit,T2_echo_fit_us,C_fit,p_fit
0.01,-1.4618047083423384e-06,-2.8575549712176275e-06,3.2097497439617323e-06,-2.0436474143996604,3.5912163465551215e-06,1.3273227175413205e-13,74.59674722898134,3.591216213840642e-06,1.0
0.25995,-1.5682194110306877e-06,-2.970868723814023e-06,3.3593709374330485e-06,-2.0564871090888586,3.5912163461111818e-06,1.3273227175413205e-13,74.59674722898134,3.591216213840642e-06,1.0
0.5099,-1.5866911724014563e-06,-2.989783858347909e-06,3.38472988526624e-06,-2.058704599743943,3.591216345668727e-06,1.3273227175413205e-13,74.59674722898134,3.591216213840642e-06,1.0
0.7598499999999999,-1.437929851914199e-06,-2.911191155082875e-06,3.246948752361015e-06,-2.0295775923703667,3.591216345227752e-06,1.3273227175413205e-13,74.59674722898134,3.591216213840642e-06,1.0
1.0097999999999998,-1.304916159529796e-06,-3.052545939163095e-06,3.3197654878173387e-06,-1.9747695081201335,3.5912163447882523e-06,1.3273227175413205e-13,74.59674722898134,3.591216213840642e-06,1.0
1.25975,-1.6155705790292008e-06,-3.1062847950672847e-06,3.501295977761799e-06,-2.0503922676350292,3.5912163443502227e-06,1.3273227175413205e-13,74.59674722898134,3.591216213840642e-06,1.0
1.5096999999999996,-1.6281349845085503e-06,-3.099735868535085e-06,3.501312037288824e-06,-2.0544389667993332,3.591216343913658e-06,1.3273227175413205e-13,74.59674722898134,3.591216213840642e-06,1.0
1.7596499999999997,-1.8391319590771546e-06,-2.9320196062448906e-06,3.4610901944767944e-06,-2.1310175303026795,3.5912163434785543e-06,1.3273227175413205e-13,74.59674722898134,3.591216213840642e-06,1.0
2.0096,-1.5759985523028141e-06,-2.9353727652700316e-06,3.331693969732154e-06,-2.063525540348412,3.5912163430449056e-06,1.3273227175413205e-13,74.59674722898134,3.591216213840642e-06,1.0
2.25955,-1.6556503883732162e-06,-3.0597454188718513e-06,3.4789682718914906e-06,-2.066786453089471,3.591216342612708e-06,1.3273227175413205e-13,74.59674722898134,3.591216213840642e-06,1.0
2.5095,-1.6681746263734454e-06,-2.872921625250274e-06,3.322120595178156e-06,-2.096869666430629,3.5912163421819556e-06,1.3273227175413205e-13,74.59674722898134,3.591216213840642e-06,1.0
2.7594499999999997,-1.5030762848691117e-06,-3.068139567726017e-06,3.4165360711079754e-06,-2.0263299478700887,3.591216341752644e-06,1.3273227175413205e-13,74.59674722898134,3.591216213840642e-06,1.0
