Delay_us,I,Q,Magnitude_linear,Phase_rad,Fit_on_data,A_fit,T2_echo_fit_us,fdet_fit_MHz,phi_fit,C_fit
0.01,-6.853811782451226e-07,-3.262641913803491e-07,7.590755443760163e-07,-2.6973016612213327,8.370550998116397e-07,1.3166637692765468e-08,49.92472208964102,-0.003740510342357625,0.22764413396928007,8.242318938661644e-07
0.25995,-7.225897474540425e-07,-3.578888811052472e-07,8.063624460157248e-07,-2.6817230226871636,8.36960943455118e-07,1.3166637692765468e-08,49.92472208964102,-0.003740510342357625,0.22764413396928007,8.242318938661644e-07
0.5099,-6.984082983296644e-07,-3.664209638855658e-07,7.886941574213444e-07,-2.6584188877502957,8.368656508790414e-07,1.3166637692765468e-08,49.92472208964102,-0.003740510342357625,0.22764413396928007,8.242318938661644e-07
0.7598499999999999,-7.214381779017245e-07,-3.3722686476144574e-07,7.963636122092689e-07,-2.7043331448636234,8.367692670927361e-07,1.3166637692765468e-08,49.92472208964102,-0.003740510342357625,0.22764413396928007,8.242318938661644e-07
1.0097999999999998,-7.243878529497178e-07,-3.306751028199105e-07,7.962937806651892e-07,-2.7133555752109753,8.366718364705697e-07,1.3166637692765468e-08,49.92472208964102,-0.003740510342357625,0.22764413396928007,8.242318938661644e-07
1.25975,-7.641150448413538e-07,-3.5884010864683366e-07,8.441789059947989e-07,-2.7025469162903812,8.365734027540718e-07,1.3166637692765468e-08,49.92472208964102,-0.003740510342357625,0.22764413396928007,8.242318938661644e-07
1.5096999999999996,-7.551453029661771e-07,-3.5578160557494296e-07,8.347604323740816e-07,-2.7012957863827336,8.364740090541619e-07,1.3166637692765468e-08,49.92472208964102,-0.003740510342357625,0.22764413396928007,8.242318938661644e-07
1.7596499999999997,-7.387985198725133e-07,-3.4584625141627185e-07,8.157406956775564e-07,-2.7037728519998283,8.363736978534819e-07,1.3166637692765468e-08,49.92472208964102,-0.003740510342357625,0.22764413396928007,8.242318938661644e-07
2.0096,-7.298644933543043e-07,-3.5303450097374357e-07,8.107623187698818e-07,-2.691070929453076,8.362725110088293e-07,1.3166637692765468e-08,49.92472208964102,-0.003740510342357625,0.22764413396928007,8.242318938661644e-07
2.25955,-7.130376008020276e-07,-3.5722745472765504e-07,7.975174446798706e-07,-2.6771502785688535,8.361704897536925e-07,1.3166637692765468e-08,49.92472208964102,-0.003740510342357625,0.22764413396928007,8.242318938661644e-07
2.5095,-7.386484035171375e-07,-3.546933631641404e-07,8.193954148584825e-07,-2.693916303381114,8.360676747008797e-07,1.3166637692765468e-08,49.92472208964102,-0.003740510342357625,0.22764413396928007,8.242318938661644e-07
