Delay_us,I,Q,Magnitude_linear,Phase_rad,Fit_on_data,A_fit,T2_echo_fit_us,fdet_fit_MHz,phi_fit,C_fit
0.01,-6.865289727594785e-07,-3.6001426982046447e-07,7.751982358806984e-07,-2.658617866332717,8.417325768775965e-07,1.803398157213448e-08,4.565345238229746,-2.087394534973915,0.13880089816018898,8.23914200124131e-07
0.10980000000000001,-6.896082330785546e-07,-3.449124697762831e-07,7.710539066348744e-07,-2.6778193541789754,8.080854342874131e-07,1.803398157213448e-08,4.565345238229746,-2.087394534973915,0.13880089816018898,8.23914200124131e-07
0.20960000000000004,-7.072522127001468e-07,-3.482650665524247e-07,7.883490654209077e-07,-2.6840274889577884,8.338289426156533e-07,1.803398157213448e-08,4.565345238229746,-2.087394534973915,0.13880089816018898,8.23914200124131e-07
0.30940000000000006,-7.307564501557432e-07,-3.5315274484688944e-07,8.116168126875609e-07,-2.6914183149899005,8.219808134766806e-07,1.803398157213448e-08,4.565345238229746,-2.087394534973915,0.13880089816018898,8.23914200124131e-07
0.40920000000000006,-7.153522406988543e-07,-3.5531681459134813e-07,7.987357929905321e-07,-2.6805870066687065,8.180347988699432e-07,1.803398157213448e-08,4.565345238229746,-2.087394534973915,0.13880089816018898,8.23914200124131e-07
0.509,-7.018434402284913e-07,-3.5298597569170706e-07,7.856101537192542e-07,-2.675594861093306,8.354326939752442e-07,1.803398157213448e-08,4.565345238229746,-2.087394534973915,0.13880089816018898,8.23914200124131e-07
0.6088000000000001,-7.263813774127414e-07,-3.406285589581331e-07,8.022828183564233e-07,-2.703101149724575,8.102057534327035e-07,1.803398157213448e-08,4.565345238229746,-2.087394534973915,0.13880089816018898,8.23914200124131e-07
0.7086000000000001,-7.137277687911063e-07,-3.5128144002411364e-07,7.954910295213552e-07,-2.684221825393781,8.360862467814858e-07,1.803398157213448e-08,4.565345238229746,-2.087394534973915,0.13880089816018898,8.23914200124131e-07
0.8084000000000001,-7.175897123335245e-07,-3.481993809039765e-07,7.976075501829348e-07,-2.6898269584060266,8.16295820817669e-07,1.803398157213448e-08,4.565345238229746,-2.087394534973915,0.13880089816018898,8.23914200124131e-07
0.9082,-7.173268637523275e-07,-3.5824450641273475e-07,8.018085531070707e-07,-2.678412361054594,8.25391183241893e-07,1.803398157213448e-08,4.565345238229746,-2.087394534973915,0.13880089816018898,8.23914200124131e-07
1.008,-7.414103991974847e-07,-3.5592794124936886e-07,8.224196492060412e-07,-2.6940168282709593,8.284461412753719e-07,1.803398157213448e-08,4.565345238229746,-2.087394534973915,0.13880089816018898,8.23914200124131e-07
1.1078,-7.464373336148717e-07,-3.328987308147487e-07,8.173067098661002e-07,-2.722083871875078,8.150477416335619e-07,1.803398157213448e-08,4.565345238229746,-2.087394534973915,0.13880089816018898,8.23914200124131e-07
1.2076,-7.605831485547027e-07,-3.629168357748406e-07,8.427308915390534e-07,-2.6963866605430096,8.344606922857003e-07,1.803398157213448e-08,4.565345238229746,-2.087394534973915,0.13880089816018898,8.23914200124131e-07
1.3074,-7.473087926054923e-07,-3.5856078117062407e-07,8.288765078702417e-07,-2.6942330399699754,8.14554115254364e-07,1.803398157213448e-08,4.565345238229746,-2.087394534973915,0.13880089816018898,8.23914200124131e-07
1.4072,-7.739136355259183e-07,-3.517207643646913e-07,8.500881197489038e-07,-2.715027445429762,8.297680673151613e-07,1.803398157213448e-08,4.565345238229746,-2.087394534973915,0.13880089816018898,8.23914200124131e-07
1.507,-7.455696294482245e-07,-3.7285700295878496e-07,8.336044727632945e-07,-2.6778675892463926,8.227859356403005e-07,1.803398157213448e-08,4.565345238229746,-2.087394534973915,0.13880089816018898,8.23914200124131e-07
1.6068,-7.576191625267143e-07,-3.617916226236517e-07,8.395713034807317e-07,-2.6960759154974,8.20420920607961e-07,1.803398157213448e-08,4.565345238229746,-2.087394534973915,0.13880089816018898,8.23914200124131e-07
1.7066000000000001,-7.474859524159237e-07,-3.627512020089706e-07,8.308571980900771e-07,-2.6897780902430304,8.307392240213035e-07,1.803398157213448e-08,4.565345238229746,-2.087394534973915,0.13880089816018898,8.23914200124131e-07
1.8064,-7.471425313393715e-07,-3.527222095002222e-07,8.26217234878892e-07,-2.7005172514958296,8.158003403548484e-07,1.803398157213448e-08,4.565345238229746,-2.087394534973915,0.13880089816018898,8.23914200124131e-07
1.9062000000000001,-7.343633247415736e-07,-3.676542945077121e-07,8.212546334697061e-07,-2.6774303016139753,8.311119307411302e-07,1.803398157213448e-08,4.565345238229746,-2.087394534973915,0.13880089816018898,8.23914200124131e-07
2.006,-7.451716060955408e-07,-3.5141741763154555e-07,8.238779787965155e-07,-2.700928116051121,8.194161710562337e-07,1.803398157213448e-08,4.565345238229746,-2.087394534973915,0.13880089816018898,8.23914200124131e-07
2.1058000000000003,-7.214100826340377e-07,-3.478710664284017e-07,8.00903730909079e-07,-2.6922781644323113,8.24776036005235e-07,1.803398157213448e-08,4.565345238229746,-2.087394534973915,0.13880089816018898,8.23914200124131e-07
2.2056,-7.547926898654595e-07,-3.384531866918931e-07,8.272016466716162e-07,-2.7200655133908667,8.266068527878325e-07,1.803398157213448e-08,4.565345238229746,-2.087394534973915,0.13880089816018898,8.23914200124131e-07
