Delay_us,I,Q,Magnitude_linear,Phase_rad,Fit_on_data,A_fit,T2_echo_fit_us,C_fit,p_fit
0.01,-1.8433457102568943e-06,-3.568673349565217e-06,4.016634522012119e-06,-2.0475844902874822,3.983731451868435e-06,6.687708166674161e-08,11.044049685370384,3.916914897648853e-06,1.0
0.25995,-1.5875718032693564e-06,-3.5855215403103694e-06,3.921268792950257e-06,-1.9876239727082974,3.9822362369013476e-06,6.687708166674161e-08,11.044049685370384,3.916914897648853e-06,1.0
0.5099,-1.6988376091017415e-06,-3.5008487701612074e-06,3.89127117194854e-06,-2.0225861920442254,3.980774481723139e-06,6.687708166674161e-08,11.044049685370384,3.916914897648853e-06,1.0
0.7598499999999999,-1.6377746343146273e-06,-3.5402851064036046e-06,3.900759462903038e-06,-2.0040878853876554,3.979345437573601e-06,6.687708166674161e-08,11.044049685370384,3.916914897648853e-06,1.0
1.0097999999999998,-1.7497335800513967e-06,-3.4072220838992702e-06,3.830238886828126e-06,-2.0452145563840896,3.977948372448212e-06,6.687708166674161e-08,11.044049685370384,3.916914897648853e-06,1.0
1.25975,-1.7725717429766459e-06,-3.579036743339722e-06,3.993934725828036e-06,-2.0306487906755306,3.976582570723187e-06,6.687708166674161e-08,11.044049685370384,3.916914897648853e-06,1.0
1.5096999999999996,-1.6737971210029498e-06,-3.650862186527519e-06,4.016265866111737e-06,-2.0006684482184776,3.975247332788904e-06,6.687708166674161e-08,11.044049685370384,3.916914897648853e-06,1.0
1.7596499999999997,-1.5106475549138826e-06,-3.555216897641657e-06,3.862851695890493e-06,-1.972590822663692,3.973941974691547e-06,6.687708166674161e-08,11.044049685370384,3.916914897648853e-06,1.0
2.0096,-1.6408497363162531e-06,-3.5303182974248676e-06,3.8930110632134005e-06,-2.005879711893281,3.972665827782755e-06,6.687708166674161e-08,11.044049685370384,3.916914897648853e-06,1.0
2.25955,-1.756992595832041e-06,-3.7404089031425967e-06,4.132515183821714e-06,-2.009938303468712,3.971418238377122e-06,6.687708166674161e-08,11.044049685370384,3.916914897648853e-06,1.0
2.5095,-1.5914670597889085e-06,-3.5852126520633074e-06,3.922565125387718e-06,-1.988563866364117,3.970198567417357e-06,6.687708166674161e-08,11.044049685370384,3.916914897648853e-06,1.0
2.7594499999999997,-1.7198084795367393e-06,-3.6374554541401813e-06,4.0235336940481345e-06,-2.01245252144764,3.969006190146938e-06,6.687708166674161e-08,11.044049685370384,3.916914897648853e-06,1.0
3.0093999999999994,-1.8637414258108052e-06,-3.723555568045985e-06,4.163940221786277e-06,-2.0348657321152785,3.967840495790086e-06,6.687708166674161e-08,11.044049685370384,3.916914897648853e-06,1.0
3.2593499999999995,-1.7840019386235975e-06,-3.601763164882871e-06,4.019373186570243e-06,-2.0306877163040484,3.966700887238911e-06,6.687708166674161e-08,11.044049685370384,3.916914897648853e-06,1.0
3.5092999999999996,-1.707305880913024e-06,-3.8627989686371265e-06,4.223281809577032e-06,-1.9869664664616458,3.965586780747552e-06,6.687708166674161e-08,11.044049685370384,3.916914897648853e-06,1.0
3.7592499999999998,-1.6508099933658959e-06,-3.6008044430681066e-06,3.961182433493278e-06,-2.000659879056728,3.964497605633158e-06,6.687708166674161e-08,11.044049685370384,3.916914897648853e-06,1.0
4.0092,-1.6867320179527266e-06,-3.6656501574052263e-06,4.035102969797901e-06,-2.0020550584892294,3.963432803983572e-06,6.687708166674161e-08,11.044049685370384,3.916914897648853e-06,1.0
