Delay_us,I,Q,Magnitude_linear,Phase_rad,Fit_on_data,A_fit,T2_echo_fit_us,C_fit,p_fit
0.01,42.0,42.0,59.396969619669996,0.7853981633974483,59.39696962023664,9.999999997533656e-10,25.005,59.39696961923704,1.0
0.25995,42.0,42.0,59.396969619669996,0.7853981633974483,59.3969696202267,9.999999997533656e-10,25.005,59.39696961923704,1.0
0.5099,42.0,42.0,59.396969619669996,0.7853981633974483,59.39696962021686,9.999999997533656e-10,25.005,59.39696961923704,1.0
0.7598499999999999,42.0,42.0,59.396969619669996,0.7853981633974483,59.39696962020711,9.999999997533656e-10,25.005,59.39696961923704,1.0
1.0097999999999998,42.0,42.0,59.396969619669996,0.7853981633974483,59.39696962019746,9.999999997533656e-10,25.005,59.39696961923704,1.0
1.25975,42.0,42.0,59.396969619669996,0.7853981633974483,59.39696962018791,9.999999997533656e-10,25.005,59.39696961923704,1.0
1.5096999999999996,42.0,42.0,59.396969619669996,0.7853981633974483,59.39696962017845,9.999999997533656e-10,25.005,59.39696961923704,1.0
1.7596499999999997,42.0,42.0,59.396969619669996,0.7853981633974483,59.39696962016909,9.999999997533656e-10,25.005,59.39696961923704,1.0
2.0096,42.0,42.0,59.396969619669996,0.7853981633974483,59.396969620159815,9.999999997533656e-10,25.005,59.39696961923704,1.0
2.25955,42.0,42.0,59.396969619669996,0.7853981633974483,59.39696962015064,9.999999997533656e-10,25.005,59.39696961923704,1.0
2.5095,42.0,42.0,59.396969619669996,0.7853981633974483,59.396969620141554,9.999999997533656e-10,25.005,59.39696961923704,1.0
2.7594499999999997,42.0,42.0,59.396969619669996,0.7853981633974483,59.39696962013256,9.999999997533656e-10,25.005,59.39696961923704,1.0
3.0093999999999994,42.0,42.0,59.396969619669996,0.7853981633974483,59.39696962012365,9.999999997533656e-10,25.005,59.39696961923704,1.0
3.2593499999999995,42.0,42.0,59.396969619669996,0.7853981633974483,59.39696962011483,9.999999997533656e-10,25.005,59.39696961923704,1.0
3.5092999999999996,42.0,42.0,59.396969619669996,0.7853981633974483,59.3969696201061,9.999999997533656e-10,25.005,59.39696961923704,1.0
3.7592499999999998,42.0,42.0,59.396969619669996,0.7853981633974483,59.39696962009746,9.999999997533656e-10,25.005,59.39696961923704,1.0
4.0092,42.0,42.0,59.396969619669996,0.7853981633974483,59.396969620088896,9.999999997533656e-10,25.005,59.39696961923704,1.0
4.25915,42.0,42.0,59.396969619669996,0.7853981633974483,59.39696962008043,9.999999997533656e-10,25.005,59.39696961923704,1.0
4.5091,42.0,42.0,59.396969619669996,0.7853981633974483,59.396969620072035,9.999999997533656e-10,25.005,59.39696961923704,1.0
4.759049999999999,42.0,42.0,59.396969619669996,0.7853981633974483,59.39696962006373,9.999999997533656e-10,25.005,59.39696961923704,1.0
