Delay_us,I,Q,Magnitude_linear,Phase_rad,Fit_on_data,A_fit,T2_echo_fit_us,C_fit,p_fit
0.01,-6.527529518313941e-07,-3.674307887774656e-07,7.490606121444572e-07,-2.6289038640313844,8.068230324300748e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
0.25995,-6.938171977625562e-07,-3.434429573585551e-07,7.741675328184955e-07,-2.681949051684866,8.066714426141425e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
0.5099,-6.735990710372848e-07,-3.4036537117290464e-07,7.547080855509382e-07,-2.673719053212874,8.06520312496101e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
0.7598499999999999,-6.75833330340651e-07,-3.576258237536526e-07,7.646220767247138e-07,-2.6548879423326825,8.063696406819111e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
1.0097999999999998,-7.081551011782963e-07,-3.31468452015849e-07,7.818919247611056e-07,-2.703811084399973,8.062194257817609e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
1.25975,-7.222170576907835e-07,-3.5578328571411985e-07,8.050957861106139e-07,-2.6838611978252644,8.060696664100533e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
1.5096999999999996,-7.057527358556149e-07,-3.320481952976131e-07,7.799634146343577e-07,-2.7018321338176916,8.05920361185393e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
1.7596499999999997,-7.379367017452823e-07,-3.557296587075201e-07,8.192033727145381e-07,-2.6923998906015885,8.057715087305738e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
2.0096,-7.152031186984013e-07,-3.6408430144259917e-07,8.025415126663946e-07,-2.6707200086798935,8.056231076725658e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
2.25955,-6.917658367650584e-07,-3.6635060163107613e-07,7.827852427267091e-07,-2.6545560987495196,8.054751566425028e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
2.5095,-6.99294211289562e-07,-3.4864550204205866e-07,7.813872791626759e-07,-2.6790915460960267,8.053276542756699e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
2.7594499999999997,-7.108881254767832e-07,-3.587687143704771e-07,7.962894683184875e-07,-2.674210641648448,8.051805992114906e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
3.0093999999999994,-7.047597768870813e-07,-3.868314206469341e-07,8.039433382506841e-07,-2.6396065999662977,8.050339900935144e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
3.2593499999999995,-7.107574200927622e-07,-3.381219226668671e-07,7.870848396487243e-07,-2.6975565636248735,8.048878255694041e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
3.5092999999999996,-7.260605291744138e-07,-3.5888505689932163e-07,8.099150425141263e-07,-2.6825228079630588,8.047421042909237e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
3.7592499999999998,-7.21058600206707e-07,-3.433797262284475e-07,7.98645817191062e-07,-2.6971525431639396,8.045968249139256e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
4.0092,-7.384546294807524e-07,-3.5614919248504114e-07,8.198521129504405e-07,-2.6922132581783877,8.044519860983384e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
4.25915,-7.226844924948082e-07,-3.741099285741512e-07,8.137758379002383e-07,-2.663911527556738,8.043075865081544e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
4.5091,-7.416079536729774e-07,-3.676555721204723e-07,8.277396792846485e-07,-2.6813471096208827,8.041636248114176e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
4.759049999999999,-7.123425785535572e-07,-3.7470826417080536e-07,8.048839869560263e-07,-2.657344377370896,8.040200996802108e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
5.0089999999999995,-7.163635705353113e-07,-3.739693619882179e-07,8.081026227503377e-07,-2.660470090026957,8.03877009790644e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
5.25895,-7.313807704217007e-07,-3.885596334854778e-07,8.281886380028461e-07,-2.6532442014091107,8.037343538228418e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
5.5089,-7.376134331891514e-07,-3.4582940328847097e-07,8.146603912060207e-07,-2.7031748391166164,8.035921304609315e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
5.75885,-7.620315461008892e-07,-3.8920587893588104e-07,8.556712531405757e-07,-2.669383879468941,8.034503383930306e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
6.008799999999999,-7.195082589810535e-07,-3.662594381544027e-07,8.073649179764535e-07,-2.670738172958044,8.033089763112348e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
6.258749999999999,-7.121339215397425e-07,-3.549095775091494e-07,7.956730047043791e-07,-2.6792460757220278,8.031680429116064e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
6.508699999999999,-7.624503700308436e-07,-3.657262284419538e-07,8.456277200580326e-07,-2.6943391490553834,8.030275368941617e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
6.758649999999999,-7.366841278492885e-07,-3.6330191685423637e-07,8.213962423915935e-07,-2.683433342422942,8.028874569628591e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
7.0085999999999995,-7.293871170768649e-07,-3.91213311812176e-07,8.276795405812271e-07,-2.6492826996170167,8.027478018255876e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
7.25855,-7.627989882992217e-07,-3.690047367576422e-07,8.47364615912119e-07,-2.6910285792596573,8.02608570194154e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
7.5085,-7.226918452676923e-07,-3.6877437931152717e-07,8.1134335891349e-07,-2.6697558016112417,8.024697607842723e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
7.75845,-7.481501222328353e-07,-3.5637798815364974e-07,8.286940785582152e-07,-2.697047034483794,8.023313723155505e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
8.0084,-7.424966529992092e-07,-3.2336516815421665e-07,8.098557351099226e-07,-2.730853216633634,8.021934035114795e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
8.258349999999998,-7.173829388482923e-07,-3.638622563191481e-07,8.043842505446474e-07,-2.6721954070537,8.020558530994214e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
8.5083,-7.521720857758718e-07,-3.391147129906776e-07,8.250828050487872e-07,-2.7180343808545073,8.019187198105976e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
8.758249999999999,-7.502060482462895e-07,-3.463814031831488e-07,8.263105900909421e-07,-2.709039331853477,8.017820023800771e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
9.0082,-6.782912067023527e-07,-3.6349657051150884e-07,7.695509845769558e-07,-2.6496388291542785,8.016456995467645e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
9.258149999999999,-7.176571392468003e-07,-3.4189568370141345e-07,7.949367446819641e-07,-2.69699832157809,8.01509810053389e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
9.508099999999999,-7.342056422076046e-07,-3.7000463506958453e-07,8.221686901253643e-07,-2.674788191675057,8.013743326464924e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
9.758049999999999,-7.123746428570676e-07,-3.5499280964545404e-07,7.959255786100283e-07,-2.679287386345962,8.012392660764177e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
10.008,-7.398094057468999e-07,-3.4930824025310177e-07,8.181284761822558e-07,-2.700464237902528,8.011046090972974e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
10.25795,-7.197994206291156e-07,-3.6666518030834776e-07,8.07808492396907e-07,-2.67045406501465,8.009703604670421e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
10.5079,-6.895520153963785e-07,-3.503341650327647e-07,7.734442508199358e-07,-2.671517430345094,8.008365189473291e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
10.75785,-7.087254459831533e-07,-3.5585935331149287e-07,7.930495804949988e-07,-2.676257095283427,8.007030833035909e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
11.0078,-7.556052544427628e-07,-3.744395778178919e-07,8.432937198734219e-07,-2.681512021478428,8.005700523050039e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
11.25775,-7.189663451210474e-07,-3.5039935500518935e-07,7.998076727593765e-07,-2.6881036782728676,8.004374247244769e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
11.5077,-7.127478868423493e-07,-3.723619660842129e-07,8.041535823363189e-07,-2.660161282498319,8.0030519933864e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
11.75765,-7.385417091271062e-07,-3.444414465358129e-07,8.14913348897949e-07,-2.705200516022909,8.00173374927833e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
12.007599999999998,-7.013128357827731e-07,-3.516677580464499e-07,7.845443936980822e-07,-2.6767920565086127,8.000419502760944e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
12.257549999999998,-7.113426084950548e-07,-3.8219309208039306e-07,8.075146229601793e-07,-2.648564497533017,7.999109241711502e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
12.507499999999999,-7.195490556873675e-07,-3.565785565086554e-07,8.030561066963994e-07,-2.681504658514611,7.997802954044027e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
12.757449999999999,-7.031427538039323e-07,-3.575725294011876e-07,7.888395565698645e-07,-2.6711405742137067,7.996500627709189e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
13.007399999999999,-7.25021770426523e-07,-3.637880976639565e-07,8.111709730965293e-07,-2.67653674231969,7.995202250694203e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
13.257349999999999,-7.033635360670058e-07,-3.561462581716572e-07,7.883910331037225e-07,-2.672880072666064,7.99390781102271e-07,4.999427915108791e-08,82.29838644912547,7.568348276680548e-07,1.0
