Delay_us,I,Q,Magnitude_linear,Phase_rad,Fit_on_data,A_fit,T2_echo_fit_us,fdet_fit_MHz,phi_fit,C_fit
0.01,-6.879418037623489e-07,-3.4164467177095286e-07,7.681048151868833e-07,-2.6806538493855006,8.443339476800854e-07,1.8552927859568824e-08,4.532175595244037,-2.1288113031013682,-0.14539091846329946,8.274150545140998e-07
0.0599,-6.783813957760962e-07,-3.666044212099966e-07,7.711031836180169e-07,-2.646141631022934,8.242334302927253e-07,1.8552927859568824e-08,4.532175595244037,-2.1288113031013682,-0.14539091846329946,8.274150545140998e-07
0.10980000000000001,-7.129407875457479e-07,-3.529004525426353e-07,7.955019144861614e-07,-2.681958939492988,8.097702959149898e-07,1.8552927859568824e-08,4.532175595244037,-2.1288113031013682,-0.14539091846329946,8.274150545140998e-07
0.15970000000000004,-6.828181312613419e-07,-3.632490134399094e-07,7.734277252234359e-07,-2.65268564419414,8.223914360620675e-07,1.8552927859568824e-08,4.532175595244037,-2.1288113031013682,-0.14539091846329946,8.274150545140998e-07
0.20960000000000004,-7.031571050506765e-07,-3.415704778672406e-07,7.817290487974099e-07,-2.6893961858167454,8.420025124982681e-07,1.8552927859568824e-08,4.532175595244037,-2.1288113031013682,-0.14539091846329946,8.274150545140998e-07
0.2595,-7.056224391246832e-07,-3.542198134169273e-07,7.895408176993701e-07,-2.6763493257217017,8.388924257065625e-07,1.8552927859568824e-08,4.532175595244037,-2.1288113031013682,-0.14539091846329946,8.274150545140998e-07
0.30940000000000006,-7.13613789102203e-07,-3.512739911189005e-07,7.953854768811188e-07,-2.684166947488287,8.187041873019849e-07,1.8552927859568824e-08,4.532175595244037,-2.1288113031013682,-0.14539091846329946,8.274150545140998e-07
0.35930000000000006,-7.138270369083365e-07,-3.651703937742566e-07,8.018094880397595e-07,-2.668734280268664,8.124490935292475e-07,1.8552927859568824e-08,4.532175595244037,-2.1288113031013682,-0.14539091846329946,8.274150545140998e-07
0.40920000000000006,-7.25389984413648e-07,-3.6159685973425697e-07,8.105201530235434e-07,-2.6791568587302055,8.289073467791832e-07,1.8552927859568824e-08,4.532175595244037,-2.1288113031013682,-0.14539091846329946,8.274150545140998e-07
0.4591,-7.241989959711179e-07,-3.6016727820712237e-07,8.088168235494993e-07,-2.680081784544917,8.424185666250684e-07,1.8552927859568824e-08,4.532175595244037,-2.1288113031013682,-0.14539091846329946,8.274150545140998e-07
0.509,-7.254091374399967e-07,-3.624222347001601e-07,8.109058471157414e-07,-2.6782564583360546,8.328474957096278e-07,1.8552927859568824e-08,4.532175595244037,-2.1288113031013682,-0.14539091846329946,8.274150545140998e-07
0.5589000000000001,-7.202799381765191e-07,-3.704146464864612e-07,8.099445658014259e-07,-2.6665984062758055,8.155419814833009e-07,1.8552927859568824e-08,4.532175595244037,-2.1288113031013682,-0.14539091846329946,8.274150545140998e-07
0.6088000000000001,-7.365859408076125e-07,-3.4393027795105683e-07,8.129248946163026e-07,-2.704753505090982,8.167876420788084e-07,1.8552927859568824e-08,4.532175595244037,-2.1288113031013682,-0.14539091846329946,8.274150545140998e-07
0.6587000000000001,-7.250245231364653e-07,-3.5993938448951026e-07,8.094547051292903e-07,-2.6807880131994555,8.339171342132535e-07,1.8552927859568824e-08,4.532175595244037,-2.1288113031013682,-0.14539091846329946,8.274150545140998e-07
0.7086000000000001,-7.231475911866487e-07,-3.753885658591291e-07,8.147754377844401e-07,-2.6627791727808967,8.405576969797857e-07,1.8552927859568824e-08,4.532175595244037,-2.1288113031013682,-0.14539091846329946,8.274150545140998e-07
0.7585000000000001,-7.217544282939983e-07,-3.552553714217927e-07,8.044475332089921e-07,-2.684195746509734,8.272026618777373e-07,1.8552927859568824e-08,4.532175595244037,-2.1288113031013682,-0.14539091846329946,8.274150545140998e-07
