# freq_Hz, phase_rad_detrended, phase_rad
7.125000000000000000e+09,1.118729445052140115e-01,-2.235096302242042920e+00
7.125063333333333015e+09,1.371065384452938574e-01,-2.233727776876123450e+00
7.125126666666666985e+09,1.147572983034423899e-01,-2.279942085592135292e+00
7.125190000000000000e+09,5.077646603775987089e-02,-2.367787986431978187e+00
7.125253333333333015e+09,1.656296485026294008e-01,-2.276799872541269032e+00
7.125316666666666985e+09,3.261731052330674174e-02,-2.433677279095086021e+00
7.125380000000000000e+09,2.158059533199674362e-02,-2.468579062860222439e+00
7.125443333333333015e+09,9.839774449419680380e-02,-2.415626982272182754e+00
7.125506666666666985e+09,1.050284522073234861e-01,-2.432861343133550402e+00
7.125570000000000000e+09,6.289095215293638574e-02,-2.498863911761763923e+00
7.125633333333333015e+09,6.588610927015636776e-02,-2.519733823218704316e+00
7.125696666666666985e+09,7.231738736889825603e-02,-2.537167613694456758e+00
7.125760000000000000e+09,4.411236641207061382e-02,-2.589237703225110820e+00
7.125823333333333015e+09,1.052271691895900751e-01,-2.551987969021751734e+00
7.125886666666666985e+09,6.387322705121967203e-02,-2.617206979734616468e+00
7.125950000000000000e+09,1.019925309891851484e-01,-2.602952744370477411e+00
7.126013333333333015e+09,6.316401474952249018e-02,-2.665646329184300445e+00
7.126076666666666985e+09,5.876951666892837878e-02,-2.693905895839388887e+00
7.126140000000000000e+09,1.112038638880745722e-01,-2.665336617194403068e+00
7.126203333333333015e+09,1.565498534924358864e-02,-2.784750564307060472e+00
7.126266666666666985e+09,1.116521726588688423e-01,-2.712618445571929549e+00
7.126330000000000000e+09,8.343372752472610898e-02,-2.764701959280232657e+00
7.126393333333333015e+09,8.277799613513359134e-02,-2.789222759243651595e+00
7.126456666666666985e+09,4.435259210250563910e-02,-2.851513231850780983e+00
7.126520000000000000e+09,7.913388611411242834e-02,-2.840597006413334569e+00
7.126583333333333015e+09,5.003535081253618344e-02,-2.893560610288730128e+00
7.126646666666666985e+09,1.100145424517546822e-01,-2.857446487224013065e+00
7.126710000000000000e+09,-2.938605418388284818e-02,-3.020712152433810971e+00
7.126773333333333015e+09,5.107662767482601396e-02,-2.964114539149262484e+00
7.126836666666666985e+09,1.243707802167826060e-01,-2.914685455181466267e+00
7.126900000000000000e+09,7.249882836103882511e-02,-2.990422475611370423e+00
7.126963333333333015e+09,2.788949228419701498e-02,-3.058896880262372608e+00
7.127026666666666985e+09,2.872869022127044758e-02,-3.081922750899459551e+00
7.127090000000000000e+09,8.347285073858312643e-02,-3.051043658956307247e+00
7.127153333333333015e+09,5.565676765139215831e-02,-3.102724810617658591e+00
7.127216666666666985e+09,-6.437447916856076091e-03,-3.188684094760401155e+00
7.127280000000000000e+09,-1.406251191013696555e-02,-3.220174227327508465e+00
7.127343333333333015e+09,-1.148358484188705120e-03,-3.231125142475720580e+00
7.127406666666666985e+09,-1.827605515749031184e-02,-3.272117907723516517e+00
7.127470000000000000e+09,1.094600116901545128e-01,-3.168246909449698112e+00
7.127533333333333015e+09,2.375196496752174369e-02,-3.277820024746491256e+00
7.127596666666666985e+09,3.324782973167872413e-02,-3.292189228556828606e+00
7.127660000000000000e+09,7.775302612172296790e-02,-3.271549100740610783e+00
7.127723333333333015e+09,3.844332396116501016e-02,-3.334723871475329116e+00
7.127786666666666985e+09,6.707929254766575866e-02,-3.329952971463322697e+00
7.127850000000000000e+09,3.020857570878376919e-02,-3.390688756876031107e+00
7.127913333333333015e+09,-1.507581621692288820e-03,-3.446269982780667540e+00
7.127976666666666985e+09,1.023028735519559973e-01,-3.366324596181513584e+00
7.128040000000000000e+09,1.163992012226979789e-01,-3.376093337084931978e+00
7.128103333333333015e+09,5.055937261112353198e-02,-3.465798234270332845e+00
7.128166666666666985e+09,8.351534264949433961e-02,-3.456707332806456368e+00
7.128230000000000000e+09,4.263534783985267751e-02,-3.521452396190258405e+00
7.128293333333333015e+09,-3.741098310814328087e-02,-3.625363795712080783e+00
7.128356666666666985e+09,2.928226059438943096e-02,-3.582535620584042402e+00
7.128420000000000000e+09,2.800477223138164717e-02,-3.607678177521210561e+00
7.128483333333333015e+09,6.528487390144910307e-02,-3.594263144424969525e+00
7.128546666666666985e+09,3.111069842219338355e-02,-3.652302388478719575e+00
7.128610000000000000e+09,-1.301152211937228742e-02,-3.720289677594445621e+00
7.128673333333333015e+09,6.282705045216729900e-02,-3.668316173597066410e+00
7.128736666666666985e+09,2.345327697281218704e-02,-3.731555015650581897e+00
7.128800000000000000e+09,8.867514285440059041e-02,-3.690198218343153869e+00
7.128863333333333015e+09,6.429622100994158984e-02,-3.738442208761773244e+00
7.128926666666666985e+09,4.863708822405055088e-03,-3.821739789523470154e+00
7.128990000000000000e+09,6.393410590956838391e-02,-3.786534461010467201e+00
7.129053333333333015e+09,7.532953131751041198e-02,-3.799004104176685548e+00
7.129116666666666985e+09,5.508742775260300206e-02,-3.843111276315753333e+00
7.129180000000000000e+09,6.187438478834073052e-02,-3.860189387854175980e+00
7.129243333333333015e+09,2.030761885816811940e-02,-3.925621222358508966e+00
7.129306666666666985e+09,2.547357866819366379e-02,-3.944320331122977752e+00
7.129370000000000000e+09,4.071333697718593214e-02,-3.952945641387811904e+00
7.129433333333333015e+09,1.013530505814337346e-01,-3.916170996357724476e+00
7.129496666666666985e+09,2.907082401429406104e-02,-4.012318291499358480e+00
7.129560000000000000e+09,2.557932591773237618e-02,-4.039674858169746585e+00
7.129623333333333015e+09,2.638543814484606287e-02,-4.062733814516793274e+00
7.129686666666666985e+09,-5.780821162125526769e-03,-4.118765142398259194e+00
7.129750000000000000e+09,1.468034105031001957e-02,-4.122169048759650067e+00
7.129813333333333015e+09,1.108588890139827754e-02,-4.149628569482722185e+00
7.129876666666666985e+09,-1.458963150123793184e-02,-4.199169158459852724e+00
7.129940000000000000e+09,4.658078155819467270e-02,-4.161863813974580495e+00
7.130003333333333015e+09,3.433847810955725777e-02,-4.197971185997044330e+00
7.130066666666666985e+09,1.247187793241231191e-01,-4.131455953356972799e+00
7.130130000000000000e+09,-1.045147558879389038e-02,-4.290491276844050184e+00
7.130193333333333015e+09,4.492837324069576255e-02,-4.258976496588386951e+00
7.130256666666666985e+09,-1.051262663636087780e-02,-4.338282565039937921e+00
7.130320000000000000e+09,1.588231183701971361e-02,-4.335752695140717705e+00
7.130383333333333015e+09,2.204436087258976329e-02,-4.353455714678974076e+00
7.130446666666666985e+09,9.923643775105084330e-02,-4.300128706375007326e+00
7.130510000000000000e+09,7.498006218768793474e-02,-4.348250150512530610e+00
7.130573333333333015e+09,6.063215161364254868e-02,-4.386463129660736371e+00
7.130636666666666985e+09,-7.801359654928674559e-04,-4.471740485814032162e+00
7.130700000000000000e+09,3.012182528325269004e-02,-4.464703593139446980e+00
7.130763333333333015e+09,6.120836420352304685e-02,-4.457482122793336998e+00
