# freq_Hz, phase_rad_detrended, phase_rad
6.750000000000000000e+09,1.778328914905307201e-01,-5.001753800788089066e-01
6.750150000000000000e+09,1.783537118879217065e-01,-5.543228750189193033e-01
6.750300000000000000e+09,1.801329885444562517e-01,-6.072119137002129907e-01
6.750450000000000000e+09,1.814590733948395762e-01,-6.605541441873239439e-01
6.750600000000000000e+09,1.825489252442430432e-01,-7.141326076757487096e-01
6.750750000000000000e+09,1.840714720723783948e-01,-7.672783761851147410e-01
6.750900000000000000e+09,1.861769197536616849e-01,-8.198412438413328340e-01
6.751050000000000000e+09,1.868600053694428054e-01,-8.738264735633728408e-01
6.751200000000000000e+09,1.887251894472766756e-01,-9.266296048230403537e-01
6.751350000000000000e+09,1.907416775818006061e-01,-9.792814320263446559e-01
6.751500000000000000e+09,1.915641001633761054e-01,-1.033127324782270540e+00
6.751650000000000000e+09,1.941253735006664982e-01,-1.085234366782481530e+00
6.751800000000000000e+09,1.951294862562693577e-01,-1.138898569364699798e+00
6.751950000000000000e+09,1.963331890625685805e-01,-1.192363181895901958e+00
6.752100000000000000e+09,1.984786838510803619e-01,-1.244886002445218409e+00
6.752250000000000000e+09,2.001353398783329851e-01,-1.297897661755460064e+00
6.752400000000000000e+09,2.014387480430510635e-01,-1.351262568928243368e+00
6.752550000000000000e+09,2.026783219376331324e-01,-1.404691310371489532e+00
6.752700000000000000e+09,2.047336981584486626e-01,-1.457304249488175385e+00
6.752850000000000000e+09,2.058662595614251245e-01,-1.510840003422700306e+00
6.753000000000000000e+09,2.080509125446929897e-01,-1.563323665777253568e+00
6.753150000000000000e+09,2.098072125678303035e-01,-1.616235681091617638e+00
6.753300000000000000e+09,2.101612575369615765e-01,-1.670549951460314597e+00
6.753450000000000000e+09,2.122027602732368123e-01,-1.723176764061540744e+00
6.753600000000000000e+09,2.133254388718139882e-01,-1.776722400800464952e+00
6.753750000000000000e+09,2.145457411826148242e-01,-1.830170413827485243e+00
6.753900000000000000e+09,2.156521944402278734e-01,-1.883732275907373577e+00
6.754050000000000000e+09,2.175402909288919329e-01,-1.936512494756530645e+00
6.754200000000000000e+09,2.193989360045169867e-01,-1.989322165018406974e+00
6.754350000000000000e+09,2.204376222469712765e-01,-2.042951794113454067e+00
6.754500000000000000e+09,2.212374965699557272e-01,-2.096820235128297849e+00
6.754650000000000000e+09,2.225980686013775411e-01,-2.150127978434377418e+00
6.754800000000000000e+09,2.235424588882009012e-01,-2.203851903485375185e+00
6.754950000000000000e+09,2.250087613744966575e-01,-2.257053916336580812e+00
6.755100000000000000e+09,2.254514021809326252e-01,-2.311279590867646228e+00
6.755250000000000000e+09,2.266323129763900823e-01,-2.364766995410017003e+00
6.755400000000000000e+09,2.280810215753885650e-01,-2.417986602148519903e+00
6.755550000000000000e+09,2.285827611932251813e-01,-2.472153177868504415e+00
6.755700000000000000e+09,2.297970998597036463e-01,-2.525607154539527333e+00
6.755850000000000000e+09,2.299529688396453331e-01,-2.580119600897087029e+00
6.756000000000000000e+09,2.308864452886654206e-01,-2.633854439785888069e+00
6.756150000000000000e+09,2.316183823315456358e-01,-2.687790818080509236e+00
6.756300000000000000e+09,2.332369763762982551e-01,-2.740840539373584850e+00
6.756450000000000000e+09,2.334301625520547319e-01,-2.795315668535329756e+00
6.756600000000000000e+09,2.339034556247532315e-01,-2.849510690800132640e+00
6.756750000000000000e+09,2.343525491058460197e-01,-2.903729912656860979e+00
6.756900000000000000e+09,2.351203652034326019e-01,-2.957630411896775779e+00
6.757050000000000000e+09,2.355173795736131837e-01,-3.011901712864096581e+00
6.757200000000000000e+09,2.359759615015550871e-01,-3.066111446273982910e+00
6.757350000000000000e+09,2.360717224771935463e-01,-3.120684000635838728e+00
6.757500000000000000e+09,2.366200834844782719e-01,-3.174803954966382236e+00
