# freq_Hz, phase_rad_detrended, phase_rad
7.125000000000000000e+09,1.044721215938753112e-01,-2.245188403171578972e+00
7.125063333333333015e+09,9.924526726164462076e-02,-2.274280058603749488e+00
7.125126666666666985e+09,1.819916722629484340e-01,-2.215398454702385500e+00
7.125190000000000000e+09,8.997326106752456809e-02,-2.331281666997756297e+00
7.125253333333333015e+09,2.616674094245796667e-02,-2.418952988222762723e+00
7.125316666666666985e+09,7.324225592420052777e-02,-2.395742274341293943e+00
7.125380000000000000e+09,1.829195955882934044e-02,-2.474557371806271000e+00
7.125443333333333015e+09,1.033642586345084879e-02,-2.506377706601589317e+00
7.125506666666666985e+09,6.643558803222582299e-02,-2.474143345533095228e+00
7.125570000000000000e+09,5.401574596241864867e-02,-2.510427988702508273e+00
7.125633333333333015e+09,1.629431845703788184e-01,-2.425365351194487928e+00
7.125696666666666985e+09,7.734941830014330222e-02,-2.534823918564997225e+00
7.125760000000000000e+09,6.513782147160984692e-02,-2.570900316493136550e+00
7.125823333333333015e+09,1.482084026719241443e-01,-2.511694536392769184e+00
7.125886666666666985e+09,1.072203682881043285e-01,-2.576547371876862780e+00
7.125950000000000000e+09,7.721456087772127219e-02,-2.630417980386851706e+00
7.126013333333333015e+09,8.262289194070504550e-02,-2.648874450423807758e+00
7.126076666666666985e+09,8.546782224115734294e-02,-2.669894321223636346e+00
7.126140000000000000e+09,9.706857217545783456e-02,-2.682158372389275680e+00
7.126203333333333015e+09,3.443032589251382447e-02,-2.768661419771825560e+00
7.126266666666666985e+09,3.512908733574926501e-02,-2.791827459428863900e+00
7.126330000000000000e+09,3.052501173961719161e-03,-2.847768846690591271e+00
7.126393333333333015e+09,6.549185096043919074e-02,-2.809194298003719670e+00
7.126456666666666985e+09,8.350519094601738246e-02,-2.815045759118422364e+00
7.126520000000000000e+09,7.707469412074985371e-02,-2.845341057043629718e+00
7.126583333333333015e+09,4.285351096296352580e-03,-2.941995201167689089e+00
7.126646666666666985e+09,3.363380458130116324e-02,-2.936511548782958059e+00
7.126710000000000000e+09,1.247190792393344516e-01,-2.869291075224864596e+00
7.126773333333333015e+09,1.834097597321759920e-02,-2.999533979590928379e+00
7.126836666666666985e+09,1.080793471239336334e-01,-2.933660409540152170e+00
7.126900000000000000e+09,8.363285634531258950e-02,-2.981971701418713039e+00
7.126963333333333015e+09,1.128968331286417381e-01,-2.976572525735323715e+00
7.127026666666666985e+09,-3.224235300473576871e-02,-3.145576512968641048e+00
7.127090000000000000e+09,4.267277192611063086e-02,-3.094526189137741579e+00
7.127153333333333015e+09,5.249418162547758726e-02,-3.108569580538314447e+00
