# freq_Hz, amplitude_dBm
7.125000000000000000e+09,-6.563594654287059882e+01
7.125095000000000000e+09,-6.560610141273056684e+01
7.125190000000000000e+09,-6.558891161629092892e+01
7.125285000000000000e+09,-6.561822907920878833e+01
7.125380000000000000e+09,-6.561561073797855670e+01
7.125475000000000000e+09,-6.563313871457033599e+01
7.125570000000000000e+09,-6.562979193329960026e+01
7.125665000000000000e+09,-6.564153910798302149e+01
7.125760000000000000e+09,-6.559408824488836842e+01
7.125855000000000000e+09,-6.561932261356909635e+01
7.125950000000000000e+09,-6.561094699376276651e+01
7.126045000000000000e+09,-6.562501986254000030e+01
7.126140000000000000e+09,-6.561082987619393236e+01
7.126235000000000000e+09,-6.561554307697694810e+01
7.126330000000000000e+09,-6.562376592922950636e+01
7.126425000000000000e+09,-6.563657418227467133e+01
7.126520000000000000e+09,-6.564438763814943911e+01
7.126615000000000000e+09,-6.562961838849622609e+01
7.126710000000000000e+09,-6.558507414213785580e+01
7.126805000000000000e+09,-6.560653672821273119e+01
7.126900000000000000e+09,-6.563854274242744680e+01
7.126995000000000000e+09,-6.563775688929719365e+01
7.127090000000000000e+09,-6.564495720208861940e+01
7.127185000000000000e+09,-6.560047077172673369e+01
7.127280000000000000e+09,-6.559718448232948163e+01
7.127375000000000000e+09,-6.561210942015685532e+01
7.127470000000000000e+09,-6.560976550352434344e+01
7.127565000000000000e+09,-6.562777300570215289e+01
7.127660000000000000e+09,-6.561588559386949271e+01
7.127755000000000000e+09,-6.562042285210232251e+01
7.127850000000000000e+09,-6.561235200286198221e+01
7.127945000000000000e+09,-6.560119349017304557e+01
7.128040000000000000e+09,-6.559762336063317889e+01
7.128135000000000000e+09,-6.560926771437328853e+01
7.128230000000000000e+09,-6.563004903559554748e+01
7.128325000000000000e+09,-6.561278816408704984e+01
7.128420000000000000e+09,-6.558323280255024201e+01
7.128515000000000000e+09,-6.559078624917698619e+01
7.128610000000000000e+09,-6.559139109769290599e+01
7.128705000000000000e+09,-6.558895736347493255e+01
7.128800000000000000e+09,-6.562851422936911661e+01
7.128895000000000000e+09,-6.561406940103238128e+01
7.128990000000000000e+09,-6.561675038880387945e+01
7.129085000000000000e+09,-6.560423097809827198e+01
7.129180000000000000e+09,-6.558730895623037327e+01
7.129275000000000000e+09,-6.561083151325877338e+01
7.129370000000000000e+09,-6.555413707340208873e+01
7.129465000000000000e+09,-6.558235336792054682e+01
7.129560000000000000e+09,-6.560440334184984579e+01
7.129655000000000000e+09,-6.558139643555647069e+01
7.129750000000000000e+09,-6.558538237916309299e+01
7.129845000000000000e+09,-6.553869275837720920e+01
7.129940000000000000e+09,-6.558111338052201233e+01
7.130035000000000000e+09,-6.558619182871433395e+01
7.130130000000000000e+09,-6.557252437576190118e+01
7.130225000000000000e+09,-6.557354468384369284e+01
7.130320000000000000e+09,-6.556380179929482210e+01
7.130415000000000000e+09,-6.555003046264425848e+01
7.130510000000000000e+09,-6.554733995122595047e+01
7.130605000000000000e+09,-6.558616541768417108e+01
7.130700000000000000e+09,-6.557533250134406444e+01
7.130795000000000000e+09,-6.556312844238154014e+01
7.130890000000000000e+09,-6.554745317670219151e+01
7.130985000000000000e+09,-6.553346055476167464e+01
7.131080000000000000e+09,-6.553859845192515365e+01
7.131175000000000000e+09,-6.555613374187838360e+01
7.131270000000000000e+09,-6.553497377663592260e+01
7.131365000000000000e+09,-6.554334712349486836e+01
7.131460000000000000e+09,-6.552702131615367875e+01
7.131555000000000000e+09,-6.550778454089139302e+01
7.131650000000000000e+09,-6.552233789657618956e+01
7.131745000000000000e+09,-6.550670842080259604e+01
7.131840000000000000e+09,-6.550016624547937738e+01
7.131935000000000000e+09,-6.549406694617269409e+01
7.132030000000000000e+09,-6.549875594248629795e+01
7.132125000000000000e+09,-6.553238296479747760e+01
7.132220000000000000e+09,-6.550050563254467306e+01
7.132315000000000000e+09,-6.551831501509671796e+01
7.132410000000000000e+09,-6.551285966393290039e+01
7.132505000000000000e+09,-6.550790466544088986e+01
7.132600000000000000e+09,-6.548830618585454033e+01
7.132695000000000000e+09,-6.547655444036632844e+01
7.132790000000000000e+09,-6.548783239649428367e+01
7.132885000000000000e+09,-6.548172521311403216e+01
7.132980000000000000e+09,-6.545397308469634368e+01
7.133075000000000000e+09,-6.546548853506138244e+01
7.133170000000000000e+09,-6.547068067991156681e+01
7.133265000000000000e+09,-6.544045926737356922e+01
7.133360000000000000e+09,-6.545054043138929956e+01
7.133455000000000000e+09,-6.544193669115981038e+01
7.133550000000000000e+09,-6.545379779732182612e+01
7.133645000000000000e+09,-6.544794028441897638e+01
7.133740000000000000e+09,-6.545020565870413520e+01
7.133835000000000000e+09,-6.544295526989222367e+01
7.133930000000000000e+09,-6.543446488966510799e+01
7.134025000000000000e+09,-6.542787419982815322e+01
7.134120000000000000e+09,-6.544050470487148630e+01
7.134215000000000000e+09,-6.543926786747952917e+01
7.134310000000000000e+09,-6.542094287623866933e+01
7.134405000000000000e+09,-6.541975123014108817e+01
7.134500000000000000e+09,-6.541384496092673828e+01
7.134595000000000000e+09,-6.543099720460274682e+01
7.134690000000000000e+09,-6.541525368365722670e+01
7.134785000000000000e+09,-6.541365542019418911e+01
7.134880000000000000e+09,-6.541462500132885793e+01
7.134975000000000000e+09,-6.540607942615514503e+01
7.135070000000000000e+09,-6.542511005969102200e+01
7.135165000000000000e+09,-6.541748507789405664e+01
7.135260000000000000e+09,-6.540462077930467899e+01
7.135355000000000000e+09,-6.542057339967273322e+01
7.135450000000000000e+09,-6.542555398750441498e+01
7.135545000000000000e+09,-6.540656579180451047e+01
7.135640000000000000e+09,-6.539729813578600215e+01
7.135735000000000000e+09,-6.539907480728413702e+01
7.135830000000000000e+09,-6.540364503269361762e+01
7.135925000000000000e+09,-6.538784557520115470e+01
7.136020000000000000e+09,-6.539268541035866633e+01
