# freq_Hz, phase_rad_detrended, phase_rad
7.125000000000000000e+09,4.324937535017880919e-02,-2.306570232401519149e+00
7.125063333333333015e+09,3.657714911126275226e-02,-2.337106247220344546e+00
7.125126666666666985e+09,9.605135614415427625e-02,-2.301495828767369467e+00
7.125190000000000000e+09,3.025199989676075063e-02,-2.391158973594672332e+00
7.125253333333333015e+09,7.339230054245149404e-02,-2.371882461528890929e+00
7.125316666666666985e+09,5.115155129343484930e-02,-2.417986999358150868e+00
7.125380000000000000e+09,1.742526338984173861e-02,-2.475577075841319363e+00
7.125443333333333015e+09,8.224523794918070507e-02,-2.434620889861889736e+00
7.125506666666666985e+09,1.344656278880407285e-01,-2.406264288503273008e+00
7.125570000000000000e+09,7.087067225232912548e-02,-2.493723032718559995e+00
7.125633333333333015e+09,4.298850532359255183e-02,-2.545468988227205909e+00
7.125696666666666985e+09,1.635097799037801281e-01,-2.448811502227261627e+00
7.125760000000000000e+09,7.577336929685252187e-02,-2.560411701413764618e+00
7.125823333333333015e+09,8.440931760035264020e-02,-2.575639541690173839e+00
7.125886666666666985e+09,1.787119156731131753e-02,-2.666041456303458457e+00
7.125950000000000000e+09,4.732889352108449188e-02,-2.660447542929260667e+00
7.126013333333333015e+09,-3.535786349465697143e-02,-2.766998088524911470e+00
7.126076666666666985e+09,-9.031155639823484904e-03,-2.764535169250328384e+00
7.126140000000000000e+09,8.922889902317709954e-02,-2.690138903167237139e+00
7.126203333333333015e+09,9.978345832246660052e-02,-2.703448132447523022e+00
7.126266666666666985e+09,4.182399131293390582e-02,-2.785271388037299012e+00
7.126330000000000000e+09,5.802982332933703802e-02,-2.792929344600805219e+00
7.126393333333333015e+09,8.304925573183030707e-02,-2.791773700777887335e+00
7.126456666666666985e+09,7.100881889793075885e-03,-2.891585863200167861e+00
7.126520000000000000e+09,4.799139760489401496e-02,-2.874559136064976261e+00
7.126583333333333015e+09,3.938830567849960218e-02,-2.907026016570946059e+00
7.126646666666666985e+09,3.002690714980538189e-02,-2.940251203679883574e+00
7.126710000000000000e+09,6.094680341360980691e-02,-2.933195095995988488e+00
7.126773333333333015e+09,9.353100450082374451e-02,-2.924474683488683890e+00
7.126836666666666985e+09,2.796120320758488376e-02,-3.013908273361832091e+00
7.126900000000000000e+09,-3.252963932411656600e-02,-3.098262904473442880e+00
7.126963333333333015e+09,5.446295218289387563e-02,-3.035134101546348884e+00
