# freq_Hz, amplitude_dBm
7.147846831264762878e+09,-9.079381714248665958e+01
7.147849331264762878e+09,-9.078151620516683806e+01
7.147851831264762878e+09,-9.071621565518577768e+01
7.147854331264762878e+09,-9.086111738117253367e+01
7.147856831264762878e+09,-9.072234612633094741e+01
7.147859331264762878e+09,-9.070131019321841848e+01
7.147861831264762878e+09,-9.069507381587108341e+01
7.147864331264762878e+09,-9.078714550850821752e+01
7.147866831264762878e+09,-9.087964833170755696e+01
7.147869331264762878e+09,-9.087069151017723811e+01
7.147871831264762878e+09,-9.066190895525885196e+01
7.147874331264762878e+09,-9.082059314632361691e+01
7.147876831264762878e+09,-9.082257126545388815e+01
7.147879331264762878e+09,-9.077150025922078669e+01
7.147881831264762878e+09,-9.079317824660145675e+01
7.147884331264762878e+09,-9.081764859955950442e+01
7.147886831264762878e+09,-9.087914635413311260e+01
7.147889331264762878e+09,-9.078294290763949448e+01
7.147891831264762878e+09,-9.076656363225141888e+01
7.147894331264762878e+09,-9.075624956391953901e+01
7.147896831264762878e+09,-9.076311399970200000e+01
7.147899331264762878e+09,-9.075609006087049124e+01
7.147901831264762878e+09,-9.069612025100377650e+01
7.147904331264762878e+09,-9.075646941487023867e+01
7.147906831264762878e+09,-9.070194614341487238e+01
7.147909331264762878e+09,-9.083379147497622341e+01
7.147911831264762878e+09,-9.072037387895758798e+01
7.147914331264762878e+09,-9.073745088701389250e+01
7.147916831264762878e+09,-9.075618382186333122e+01
7.147919331264762878e+09,-9.076156656746556450e+01
7.147921831264762878e+09,-9.073709159408856806e+01
7.147924331264762878e+09,-9.071754336347868275e+01
7.147926831264762878e+09,-9.073804356374809288e+01
7.147929331264762878e+09,-9.081564178200343918e+01
7.147931831264762878e+09,-9.080826139868257485e+01
7.147934331264762878e+09,-9.076107769649068757e+01
7.147936831264762878e+09,-9.081065135621130935e+01
7.147939331264762878e+09,-9.075253800635979928e+01
7.147941831264762878e+09,-9.085112728116074265e+01
7.147944331264762878e+09,-9.063993124300836257e+01
7.147946831264762878e+09,-9.079339722738936302e+01
7.147949331264762878e+09,-9.068956786035681716e+01
7.147951831264762878e+09,-9.058244275167218973e+01
7.147954331264762878e+09,-9.073903852940105708e+01
7.147956831264762878e+09,-9.066735990573280901e+01
7.147959331264762878e+09,-9.066572963186730760e+01
7.147961831264762878e+09,-9.069309698814571163e+01
7.147964331264762878e+09,-9.084376687833005803e+01
7.147966831264762878e+09,-9.077966973833420639e+01
7.147969331264762878e+09,-9.073077104920608349e+01
7.147971831264762878e+09,-9.078472440083386630e+01
7.147974331264762878e+09,-9.075882524512397254e+01
7.147976831264762878e+09,-9.086169277545856460e+01
7.147979331264762878e+09,-9.069788171917437580e+01
7.147981831264762878e+09,-9.082912668935513523e+01
7.147984331264762878e+09,-9.078639251385402531e+01
7.147986831264762878e+09,-9.074803574639341264e+01
7.147989331264762878e+09,-9.068646544129256881e+01
7.147991831264762878e+09,-9.079183752386619233e+01
7.147994331264762878e+09,-9.083181679923103502e+01
7.147996831264762878e+09,-9.078339456080691150e+01
7.147999331264762878e+09,-9.071846297258282732e+01
7.148001831264762878e+09,-9.080480305656386975e+01
7.148004331264762878e+09,-9.076644527120031114e+01
7.148006831264762878e+09,-9.081355315423039087e+01
7.148009331264762878e+09,-9.070757142366093717e+01
7.148011831264762878e+09,-9.087752424236518323e+01
7.148014331264762878e+09,-9.080910724846583548e+01
7.148016831264762878e+09,-9.079762786414903530e+01
7.148019331264762878e+09,-9.076465094437472203e+01
7.148021831264762878e+09,-9.082988204690391854e+01
7.148024331264762878e+09,-9.084737223396354011e+01
7.148026831264762878e+09,-9.079623278930046126e+01
7.148029331264762878e+09,-9.073767792493983109e+01
7.148031831264762878e+09,-9.088673022927609679e+01
7.148034331264762878e+09,-9.083612498401100765e+01
7.148036831264762878e+09,-9.083551475745292691e+01
7.148039331264762878e+09,-9.087660922562484700e+01
7.148041831264762878e+09,-9.086340231832716086e+01
7.148044331264762878e+09,-9.097386049776889649e+01
7.148046831264762878e+09,-9.086031512949638511e+01
7.148049331264762878e+09,-9.102943673623137499e+01
7.148051831264762878e+09,-9.080600691809445379e+01
7.148054331264762878e+09,-9.100339705637765064e+01
7.148056831264762878e+09,-9.072631715853529499e+01
7.148059331264762878e+09,-9.089022186468963582e+01
7.148061831264762878e+09,-9.085519839124589225e+01
7.148064331264762878e+09,-9.086761510839610878e+01
7.148066831264762878e+09,-9.098467163708934891e+01
7.148069331264762878e+09,-9.091440934499864568e+01
7.148071831264762878e+09,-9.101549129016483164e+01
7.148074331264762878e+09,-9.094832606171812017e+01
7.148076831264762878e+09,-9.092999869325055329e+01
7.148079331264762878e+09,-9.092689035195412828e+01
7.148081831264762878e+09,-9.088120918013703431e+01
7.148084331264762878e+09,-9.098751245234039686e+01
7.148086831264762878e+09,-9.090080473817241113e+01
7.148089331264762878e+09,-9.085191058692441857e+01
7.148091831264762878e+09,-9.091126505409965830e+01
7.148094331264762878e+09,-9.081589248632889166e+01
7.148096831264762878e+09,-9.100181770300844164e+01
7.148099331264762878e+09,-9.095280280636892201e+01
7.148101831264762878e+09,-9.094214581607751313e+01
7.148104331264762878e+09,-9.090217200532916308e+01
7.148106831264762878e+09,-9.098987488523697209e+01
7.148109331264762878e+09,-9.098016057911790710e+01
7.148111831264762878e+09,-9.111526538087423432e+01
7.148114331264762878e+09,-9.104914449398513909e+01
7.148116831264762878e+09,-9.110830024490057610e+01
7.148119331264762878e+09,-9.100270739895263716e+01
7.148121831264762878e+09,-9.121503542044098367e+01
7.148124331264762878e+09,-9.121082811605404572e+01
7.148126831264762878e+09,-9.110782211448488965e+01
7.148129331264762878e+09,-9.112597218717867520e+01
7.148131831264762878e+09,-9.105893637148710695e+01
7.148134331264762878e+09,-9.109741064424810020e+01
7.148136831264762878e+09,-9.118500009302705678e+01
7.148139331264762878e+09,-9.104539371956933280e+01
7.148141831264762878e+09,-9.129166251455627901e+01
7.148144331264762878e+09,-9.119339643220942548e+01
7.148146831264762878e+09,-9.123132021353050902e+01
7.148149331264762878e+09,-9.113539973494228263e+01
7.148151831264762878e+09,-9.118564262224495565e+01
7.148154331264762878e+09,-9.111609010178769097e+01
7.148156831264762878e+09,-9.110216615859273759e+01
7.148159331264762878e+09,-9.118675396782853682e+01
7.148161831264762878e+09,-9.131363790379899115e+01
7.148164331264762878e+09,-9.136903354327247939e+01
7.148166831264762878e+09,-9.124640626875681448e+01
7.148169331264762878e+09,-9.126412094125170427e+01
7.148171831264762878e+09,-9.125999458958155230e+01
7.148174331264762878e+09,-9.138242332014525005e+01
7.148176831264762878e+09,-9.133134392761411391e+01
7.148179331264762878e+09,-9.150906157697265542e+01
7.148181831264762878e+09,-9.126258353709133075e+01
7.148184331264762878e+09,-9.144386907226416383e+01
7.148186831264762878e+09,-9.136453885192678115e+01
7.148189331264762878e+09,-9.137450264108899489e+01
7.148191831264762878e+09,-9.153038952805880513e+01
7.148194331264762878e+09,-9.156241508416214003e+01
7.148196831264762878e+09,-9.162554355923889204e+01
7.148199331264762878e+09,-9.134720180886340302e+01
7.148201831264762878e+09,-9.140045568935315146e+01
7.148204331264762878e+09,-9.147371869923773602e+01
7.148206831264762878e+09,-9.152010293821413711e+01
7.148209331264762878e+09,-9.143963328431084392e+01
7.148211831264762878e+09,-9.135524530489661288e+01
7.148214331264762878e+09,-9.146980446867985393e+01
7.148216831264762878e+09,-9.140757056179901952e+01
7.148219331264762878e+09,-9.145602120029573712e+01
7.148221831264762878e+09,-9.132038781120320436e+01
7.148224331264762878e+09,-9.143056734822513931e+01
7.148226831264762878e+09,-9.148201824828809947e+01
