# freq_Hz, phase_rad_detrended, phase_rad
7.125000000000000000e+09,2.959814272022898152e-02,-2.319854245230377199e+00
7.125063333333333015e+09,9.937199429733967193e-02,-2.273944989609073541e+00
7.125126666666666985e+09,-4.198985153199785714e-02,-2.439171431394218104e+00
7.125190000000000000e+09,7.151627986548492188e-02,-2.349529895952535252e+00
7.125253333333333015e+09,6.992532393693506876e-02,-2.374985447836892138e+00
7.125316666666666985e+09,8.320011273670724350e-02,-2.385575254993260952e+00
7.125380000000000000e+09,-2.760952420259421558e-03,-2.495400916105693589e+00
7.125443333333333015e+09,8.420012690183664716e-02,-2.432304432739404554e+00
7.125506666666666985e+09,-1.291189767966383073e-02,-2.553281053277046020e+00
7.125570000000000000e+09,1.505383031635756375e-01,-2.413695448389272524e+00
7.125633333333333015e+09,6.529728817395863416e-02,-2.522801059334696561e+00
7.125696666666666985e+09,1.295350772339971535e-01,-2.482427866230799030e+00
7.125760000000000000e+09,8.410713132208202936e-02,-2.551720408098180126e+00
7.125823333333333015e+09,5.464856219200608933e-02,-2.605043573184063099e+00
7.125886666666666985e+09,4.406525024323926232e-03,-2.679150206307886251e+00
7.125950000000000000e+09,1.137054050310171149e-02,-2.696050786784574438e+00
7.126013333333333015e+09,1.229652670667720216e-01,-2.608320656176711161e+00
7.126076666666666985e+09,2.872767923938290835e-02,-2.726422839960241262e+00
7.126140000000000000e+09,-3.476005182085772915e-02,-2.813775166976281827e+00
7.126203333333333015e+09,-4.004619755837923734e-02,-2.842925908669276414e+00
7.126266666666666985e+09,1.911162085815476530e-02,-2.807632686208883399e+00
7.126330000000000000e+09,6.605132774499411497e-02,-2.784557575277843977e+00
7.126393333333333015e+09,9.407028100257486258e-02,-2.780403217975736307e+00
7.126456666666666985e+09,7.925573556810006082e-02,-2.819082359366352097e+00
7.126520000000000000e+09,1.064517694367816958e-02,-2.911557513946573916e+00
7.126583333333333015e+09,6.951417315447194767e-02,-2.876553113691253216e+00
7.126646666666666985e+09,6.843467949440462661e-03,-2.963088414852425689e+00
7.126710000000000000e+09,1.707654007609749058e-02,-2.976719938681568589e+00
7.126773333333333015e+09,2.459114189699374009e-02,-2.993069932816479373e+00
7.126836666666666985e+09,5.370736764480632530e-02,-2.987818303024473821e+00
7.126900000000000000e+09,5.283240845389114426e-02,-3.012557858171188929e+00
7.126963333333333015e+09,8.917294658310037647e-03,-3.080337567922577069e+00
7.127026666666666985e+09,5.499126380721852669e-02,-3.058128194729475613e+00
7.127090000000000000e+09,4.528195856027616983e-02,-3.091702095932217897e+00
7.127153333333333015e+09,8.622231832714399857e-02,-3.074626332121157102e+00
7.127216666666666985e+09,1.738091879754612989e-01,-3.010904058428980790e+00
7.127280000000000000e+09,-3.507003340771674971e-02,-3.243647875767624811e+00
7.127343333333333015e+09,5.749369613476451590e-02,-3.174948742180950578e+00
7.127406666666666985e+09,4.303668966463947143e-02,-3.213270344607216611e+00
7.127470000000000000e+09,5.866814161133104832e-02,-3.221503488615991007e+00
7.127533333333333015e+09,-1.327093655647626491e-02,-3.317307162739605353e+00
7.127596666666666985e+09,3.146589354767170832e-02,-3.296434928591598368e+00
7.127660000000000000e+09,3.037853164360804215e-02,-3.321386886451128007e+00
7.127723333333333015e+09,3.543306903958631793e-02,-3.340196945010956764e+00
7.127786666666666985e+09,3.375365557173681808e-02,-3.365740954434947252e+00
7.127850000000000000e+09,5.198502017026562783e-02,-3.371374185791884415e+00
7.127913333333333015e+09,7.172898293694807137e-02,-3.375494818981009004e+00
7.127976666666666985e+09,1.228153003099352603e-02,-3.458806867843104538e+00
7.128040000000000000e+09,7.043887245663071894e-02,-3.424514121373267272e+00
7.128103333333333015e+09,1.669740672354214084e-02,-3.502120183061828929e+00
7.128166666666666985e+09,8.674353948792701274e-02,-3.455938646253585045e+00
7.128230000000000000e+09,7.469773968679316312e-03,-3.559077007728632669e+00
7.128293333333333015e+09,2.967946053690440067e-03,-3.587443431599094623e+00
7.128356666666666985e+09,4.044674877083265230e-02,-3.573829224838093399e+00
7.128420000000000000e+09,8.909092284499831038e-02,-3.549049646719727669e+00
7.128483333333333015e+09,7.349864122012839118e-02,-3.588506524300070666e+00
7.128546666666666985e+09,7.292831153439216507e-02,-3.612941449941947880e+00
7.128610000000000000e+09,7.774808566983670843e-02,-3.631986271762303264e+00
7.128673333333333015e+09,8.682600520748540163e-03,-3.724916352867198466e+00
7.128736666666666985e+09,7.748908195196202442e-02,-3.679974467391792015e+00
7.128800000000000000e+09,1.186365842488923406e-01,-3.662691561050661626e+00
7.128863333333333015e+09,9.333785356512169784e-02,-3.711854887690239302e+00
7.128926666666666985e+09,9.721096257296224508e-02,-3.731846374638205788e+00
7.128990000000000000e+09,5.739430449477334051e-02,-3.795527628672194620e+00
7.129053333333333015e+09,1.532421575188989138e-01,-3.723544371603876080e+00
7.129116666666666985e+09,3.556614238779021164e-02,-3.865084982690791815e+00
7.129180000000000000e+09,8.526894942228535612e-02,-3.839246771612096598e+00
7.129243333333333015e+09,1.031535868873132422e-01,-3.845226730102875745e+00
7.129306666666666985e+09,5.013708520401705115e-02,-3.922107827742312924e+00
