# q_label, peak_index, center_Hz_request, fr_fit_Hz, Ql, Qc_mag, Qi, phi_rad, a_mag, method
q1,1,7148848777.977864,7148868301.470226,28870.877902609922,106685.03945841343,39582.650338397914,-0.4661670786943135,5.314303318117828e-06,scipy
q2,2,7181295881.648776,7181290795.626752,42187.76180960052,84563.29768235674,84188.58161865098,-0.13287230095660502,5.086812058225959e-06,scipy
q3,3,7206428900.229595,7206419455.243437,41187.47989689214,72436.44382121891,95474.35175494659,-0.15375572581931404,4.655309828067296e-06,scipy
q4,4,7230261856.840138,7230262419.286777,39676.23798457764,61677.95055933228,111225.38922724612,-0.07616371095529036,4.4024241108012584e-06,scipy
q5,5,7262018228.999992,7262029489.301269,35365.167631627635,51689.50530927319,111980.53214505702,-0.1575702163304827,4.011587596411983e-06,scipy
q6,6,7290474105.029355,7290476344.258596,31890.706069667413,45126.19021706161,108730.89735365247,-0.10076194180858296,3.669682739403834e-06,scipy
