# freq_Hz, phase_rad_detrended, phase_rad
7.125000000000000000e+09,8.387993303812413259e-02,-2.266740285385994813e+00
7.125063333333333015e+09,5.939254277868410981e-02,-2.315091011694687673e+00
7.125126666666666985e+09,3.870514016674064806e-02,-2.359641750355883971e+00
7.125190000000000000e+09,3.609562081733841410e-02,-2.386114605754539042e+00
7.125253333333333015e+09,3.538506506961214271e-02,-2.410688497551518150e+00
7.125316666666666985e+09,1.020650016161983586e-02,-2.459730398509097249e+00
7.125380000000000000e+09,6.950845163591390374e-02,-2.424291783083722063e+00
7.125443333333333015e+09,9.823399196629312158e-02,-2.419429578802595682e+00
7.125506666666666985e+09,1.113178363709432794e-01,-2.430209070447532316e+00
7.125570000000000000e+09,6.366274661985205086e-02,-2.501727496247542426e+00
7.125633333333333015e+09,-3.489918712634354492e-02,-2.624152766042990859e+00
7.125696666666666985e+09,1.000442997706705306e-01,-2.513072615195563575e+00
7.125760000000000000e+09,1.823737560965410509e-02,-2.618742875405498882e+00
7.125823333333333015e+09,8.049834256547283573e-02,-2.580345244498932988e+00
7.125886666666666985e+09,-3.354902719816044154e-02,-2.718255950312153058e+00
7.125950000000000000e+09,6.261690104626138620e-02,-2.645953358116650111e+00
7.126013333333333015e+09,4.821537825832455937e-02,-2.684218216953839775e+00
7.126076666666666985e+09,2.606681097199823327e-01,-2.495628821541768794e+00
7.126140000000000000e+09,3.606452955118122361e-02,-2.744095737759822740e+00
7.126203333333333015e+09,-2.071354120108370722e-02,-2.824737144561006552e+00
7.126266666666666985e+09,3.416645334847911997e-02,-2.793720486061030517e+00
7.126330000000000000e+09,1.026741460066844525e-01,-2.749076129452078021e+00
7.126393333333333015e+09,1.312235833721002720e-01,-2.744390028135581083e+00
7.126456666666666985e+09,2.205490015923183833e-02,-2.877422047398036309e+00
7.126520000000000000e+09,-6.445579494119479946e-02,-2.987796078547715783e+00
7.126583333333333015e+09,6.059206413524087509e-03,-2.941144413241915778e+00
7.126646666666666985e+09,1.075202547049620705e-01,-2.863546701000064587e+00
7.126710000000000000e+09,6.285217322459324407e-02,-2.932078118529686250e+00
7.126773333333333015e+09,1.630446914225514021e-02,-3.002489158661277191e+00
7.126836666666666985e+09,6.309710754594544113e-02,-2.979559856306839727e+00
7.126900000000000000e+09,4.633488971362220710e-02,-3.020185410188422903e+00
7.126963333333333015e+09,8.002008465810783733e-02,-3.010363551293190110e+00
7.127026666666666985e+09,4.830383809925731242e-03,-3.109416588190625053e+00
7.127090000000000000e+09,1.212752221131641051e-01,-3.016835085936639516e+00
7.127153333333333015e+09,4.085592395014936429e-02,-3.121117720148907093e+00
7.127216666666666985e+09,1.057968881357140845e-02,-3.175257291335071841e+00
7.127280000000000000e+09,1.864645014405441614e-01,-3.023235814757017970e+00
7.127343333333333015e+09,-2.281477267719278501e-02,-3.256378424924007753e+00
7.127406666666666985e+09,-1.175508509191836026e-02,-3.269182073388320120e+00
7.127470000000000000e+09,-2.695964743792522711e-02,-3.308249971783245869e+00
7.127533333333333015e+09,1.074980482279377370e-01,-3.197655612166635741e+00
7.127596666666666985e+09,1.054245620775473569e-01,-3.223592434366612913e+00
7.127660000000000000e+09,6.406414550131822594e-02,-3.288816186991760926e+00
7.127723333333333015e+09,1.003802447007609011e-01,-3.276363423841571088e+00
7.127786666666666985e+09,8.304730379259828155e-02,-3.317559700799320499e+00
7.127850000000000000e+09,1.005508575467315424e-01,-3.323919483094106120e+00
7.127913333333333015e+09,1.133410543065571652e-01,-3.334992622383533334e+00
7.127976666666666985e+09,1.649596988760593241e-01,-3.307237313863617967e+00
7.128040000000000000e+09,-5.860403696896510084e-02,-3.554664385757895229e+00
7.128103333333333015e+09,5.093502215207523776e-02,-3.468988662685773772e+00
7.128166666666666985e+09,6.608091279017491715e-02,-3.477706108097260884e+00
7.128230000000000000e+09,1.321109993406079930e-01,-3.435539357596080645e+00
7.128293333333333015e+09,6.436886048456225140e-02,-3.527144832501045268e+00
7.128356666666666985e+09,-5.858535022634114853e-02,-3.673962379261535460e+00
7.128420000000000000e+09,8.265241000243106484e-02,-3.556587955082016084e+00
7.128483333333333015e+09,1.361275831980974793e-01,-3.526976117935268551e+00
7.128546666666666985e+09,6.227550575817542011e-02,-3.624691531424777402e+00
7.128610000000000000e+09,8.226947399696005192e-02,-3.628560899235245607e+00
7.128673333333333015e+09,9.016289483640349545e-02,-3.644530814445055000e+00
7.128736666666666985e+09,7.731884419014667387e-02,-3.681238201140564659e+00
7.128800000000000000e+09,-2.790064568205385953e-02,-3.810321027062018029e+00
7.128863333333333015e+09,-4.490994322649655146e-03,-3.810774711751866661e+00
7.128926666666666985e+09,-1.343849900304578959e-01,-3.964532043508927739e+00
7.128990000000000000e+09,3.731645582971676589e-03,-3.850278743944751003e+00
7.129053333333333015e+09,9.132068578491514543e-02,-3.786553039792060371e+00
7.129116666666666985e+09,7.562801216871317678e-02,-3.826109049457515177e+00
7.129180000000000000e+09,5.896265304181058653e-02,-3.866637744633670604e+00
7.129243333333333015e+09,7.911132226710870796e-02,-3.870352411457625319e+00
7.129306666666666985e+09,4.047196316939460914e-02,-3.932855106604926210e+00
7.129370000000000000e+09,3.439010096275962880e-02,-3.962800304860480072e+00
7.129433333333333015e+09,1.007289708442096199e-01,-3.920324771028282917e+00
7.129496666666666985e+09,1.183544933816480516e-01,-3.926562584540431278e+00
7.129560000000000000e+09,4.465683684604293546e-02,-4.024123577124955276e+00
7.129623333333333015e+09,-9.055858426547658269e-02,-4.183202334285727630e+00
7.129686666666666985e+09,-3.298855689055280038e-02,-4.149495642960390640e+00
