# freq_Hz, phase_rad_detrended, phase_rad
7.125000000000000000e+09,1.558167368695544397e-01,-2.200166474161348695e+00
7.125063333333333015e+09,1.614800925045667412e-02,-2.363697995337433078e+00
7.125126666666666985e+09,8.715835816078598697e-02,-2.316550439984090382e+00
7.125190000000000000e+09,2.338766055205940830e-01,-2.193694986181268902e+00
7.125253333333333015e+09,1.197444980262236669e-01,-2.331689887232625935e+00
7.125316666666666985e+09,-6.416511552580494993e-03,-2.481713690368750669e+00
7.125380000000000000e+09,4.291398027546966532e-02,-2.456245992097353170e+00
7.125443333333333015e+09,5.153161357378088780e-03,-2.517869604572431363e+00
7.125506666666666985e+09,3.111523186590448020e-02,-2.515770327621225544e+00
7.125570000000000000e+09,-6.309423591194462944e-02,-2.633842588955727315e+00
7.125633333333333015e+09,7.980683382373232604e-02,-2.514804312777036976e+00
7.125696666666666985e+09,1.087763910089747377e-01,-2.509697549149122242e+00
7.125760000000000000e+09,8.399882654378432179e-02,-2.558337907170958214e+00
7.125823333333333015e+09,8.031510350894510708e-02,-2.585884423762784046e+00
7.125886666666666985e+09,3.708162549899407523e-02,-2.652980695330062755e+00
7.125950000000000000e+09,9.206357578519952511e-03,-2.704718756807189539e+00
7.126013333333333015e+09,-4.871225990615180024e-03,-2.742659133933311288e+00
7.126076666666666985e+09,-3.308448540797126469e-02,-2.794735186907987945e+00
7.126140000000000000e+09,5.570159975892741144e-02,-2.729811895298075886e+00
7.126203333333333015e+09,1.338648847978833878e-01,-2.675511403815772571e+00
7.126266666666666985e+09,-2.374056178696237751e-02,-2.856979643957938908e+00
7.126330000000000000e+09,-5.057031745702822434e-03,-2.862158907473665970e+00
7.126393333333333015e+09,-4.489963839490851427e-02,-2.925864307679524323e+00
7.126456666666666985e+09,9.932370321376637889e-02,-2.805503759628170002e+00
7.126520000000000000e+09,1.069910600833652303e-01,-2.821699196315557767e+00
7.126583333333333015e+09,1.872709522389741643e-01,-2.765282097716601495e+00
