# freq_Hz, amplitude_dBm
7.180274873519868851e+09,-9.070951562938489587e+01
7.180277373519868851e+09,-9.087934726802774321e+01
7.180279873519868851e+09,-9.077865229239350242e+01
7.180282373519868851e+09,-9.085987618496795903e+01
7.180284873519868851e+09,-9.087245321385624663e+01
7.180287373519868851e+09,-9.081913804307637861e+01
7.180289873519868851e+09,-9.085848978665131881e+01
7.180292373519868851e+09,-9.096253763422288330e+01
7.180294873519868851e+09,-9.103446385454618905e+01
7.180297373519868851e+09,-9.089032721531725656e+01
7.180299873519868851e+09,-9.090299927695221527e+01
7.180302373519868851e+09,-9.088124351415282831e+01
7.180304873519868851e+09,-9.075645474031574622e+01
7.180307373519868851e+09,-9.077809436191128611e+01
7.180309873519868851e+09,-9.081999140914165025e+01
7.180312373519868851e+09,-9.079946892922784230e+01
7.180314873519868851e+09,-9.076491378014922873e+01
7.180317373519868851e+09,-9.078528766349201362e+01
7.180319873519868851e+09,-9.085795167824707619e+01
7.180322373519868851e+09,-9.075147320361739389e+01
7.180324873519868851e+09,-9.084187781510530613e+01
7.180327373519868851e+09,-9.076378831655677004e+01
7.180329873519868851e+09,-9.077590759064358394e+01
7.180332373519868851e+09,-9.087581400570287826e+01
7.180334873519868851e+09,-9.089430872027284636e+01
7.180337373519868851e+09,-9.082040242340187319e+01
7.180339873519868851e+09,-9.078533940684280878e+01
7.180342373519868851e+09,-9.089230071133482625e+01
7.180344873519868851e+09,-9.091940012677640937e+01
7.180347373519868851e+09,-9.075955761955646039e+01
7.180349873519868851e+09,-9.090242873904313115e+01
7.180352373519868851e+09,-9.083443623714973114e+01
7.180354873519868851e+09,-9.090720103499491245e+01
7.180357373519868851e+09,-9.082973850395131876e+01
7.180359873519868851e+09,-9.092777396062274420e+01
7.180362373519868851e+09,-9.090005719248607363e+01
7.180364873519868851e+09,-9.078303101946025322e+01
7.180367373519868851e+09,-9.091306456270211811e+01
7.180369873519868851e+09,-9.078243906948938502e+01
7.180372373519868851e+09,-9.092409371304533749e+01
7.180374873519868851e+09,-9.096466709257286709e+01
7.180377373519868851e+09,-9.100680126375364409e+01
7.180379873519868851e+09,-9.078923003729849484e+01
7.180382373519868851e+09,-9.097505567185920938e+01
