# freq_Hz, abs_amp(|S21|), amplitude_dBm
7.229661987120517731e+09,5.930125084574961860e-06,-9.152842296201845329e+01
7.229665987120517731e+09,5.865381578539997562e-06,-9.162377462630277591e+01
7.229669987120517731e+09,5.929258194676923211e-06,-9.152969279364776867e+01
7.229673987120517731e+09,5.883105147750365929e-06,-9.159756783277703107e+01
7.229677987120517731e+09,5.688847149511398151e-06,-9.188921474123569055e+01
7.229681987120517731e+09,6.019051785820712680e-06,-9.139913844618013172e+01
7.229685987120517731e+09,5.822704130781112304e-06,-9.168720558632648476e+01
7.229689987120517731e+09,5.831314337735041843e-06,-9.167437098834254527e+01
7.229693987120517731e+09,5.929164893665609862e-06,-9.152982947325202190e+01
7.229697987120517731e+09,6.034664572421396167e-06,-9.137663733313502235e+01
7.229701987120517731e+09,5.815279169888293795e-06,-9.169828867485927049e+01
7.229705987120517731e+09,5.837002675154506266e-06,-9.166590219632925596e+01
7.229709987120517731e+09,5.720055556771246172e-06,-9.184169510427588534e+01
7.229713987120517731e+09,5.806997887873643450e-06,-9.171066668193250848e+01
7.229717987120517731e+09,5.932513362470235776e-06,-9.152492554133985436e+01
7.229721987120517731e+09,5.815517338172673228e-06,-9.169793294626711599e+01
7.229725987120517731e+09,5.748343131015236803e-06,-9.179884635913126090e+01
7.229729987120517731e+09,5.880142165058846128e-06,-9.160194351927209766e+01
7.229733987120517731e+09,5.816709547196247947e-06,-9.169615247961311866e+01
7.229737987120517731e+09,5.672396971937217626e-06,-9.191436771308627840e+01
7.229741987120517731e+09,5.802669687513772270e-06,-9.171714305555042301e+01
7.229745987120517731e+09,5.689194923225050720e-06,-9.188868376691209505e+01
7.229749987120517731e+09,5.821824009126401091e-06,-9.168851858750328176e+01
7.229753987120517731e+09,5.877868463682853961e-06,-9.160530278132611670e+01
7.229757987120517731e+09,5.738916423146196386e-06,-9.181310204164533673e+01
7.229761987120517731e+09,5.966942844821596952e-06,-9.147466248506202646e+01
7.229765987120517731e+09,5.827076416156380572e-06,-9.168068577423802878e+01
7.229769987120517731e+09,5.726215771185233451e-06,-9.183234586797357224e+01
7.229773987120517731e+09,5.828564413813357414e-06,-9.167846803543001499e+01
7.229777987120517731e+09,5.881066112902714568e-06,-9.160057881101593580e+01
7.229781987120517731e+09,5.886351589963027887e-06,-9.159277606708741359e+01
7.229785987120517731e+09,5.806937140566981711e-06,-9.171075754595064211e+01
7.229789987120517731e+09,5.912981013427257415e-06,-9.155357035371126528e+01
7.229793987120517731e+09,5.819847318100849089e-06,-9.169146821900872624e+01
7.229797987120517731e+09,5.831131807331077896e-06,-9.167464287623377572e+01
7.229801987120517731e+09,5.889078805107331101e-06,-9.158875272536801049e+01
7.229805987120517731e+09,5.927063613082188884e-06,-9.153290827549119513e+01
7.229809987120517731e+09,5.629714355299933678e-06,-9.197997284638348958e+01
7.229813987120517731e+09,5.745663001004390847e-06,-9.180289704670605033e+01
7.229817987120517731e+09,5.617990012347214071e-06,-9.199808078779463472e+01
7.229821987120517731e+09,5.721520802625409372e-06,-9.183947041714333182e+01
7.229825987120517731e+09,5.753890198418464238e-06,-9.179046864366770819e+01
7.229829987120517731e+09,5.972297002576342718e-06,-9.146687210190958695e+01
7.229833987120517731e+09,5.797658263657807793e-06,-9.172464778773276350e+01
7.229837987120517731e+09,5.769071210989746906e-06,-9.176758204856542989e+01
7.229841987120517731e+09,5.758652176003020279e-06,-9.178328308677296832e+01
7.229845987120517731e+09,5.592895060406346832e-06,-9.203696662877453605e+01
7.229849987120517731e+09,5.803706338242146316e-06,-9.171559145428852844e+01
7.229853987120517731e+09,5.641762826729853103e-06,-9.196140354418528773e+01
7.229857987120517731e+09,5.687312099741012064e-06,-9.189155881407843651e+01
7.229861987120517731e+09,5.597912257397439828e-06,-9.202917830376109976e+01
7.229865987120517731e+09,5.753002596779549315e-06,-9.179180864222870184e+01
7.229869987120517731e+09,5.707032850611264820e-06,-9.186149259484068352e+01
7.229873987120517731e+09,5.674938969831311895e-06,-9.191047613648169090e+01
7.229877987120517731e+09,5.655118064621516946e-06,-9.194086651673941901e+01
7.229881987120517731e+09,5.657329781754804991e-06,-9.193747012871872926e+01
7.229885987120517731e+09,5.685350779309178975e-06,-9.189455473740190428e+01
7.229889987120517731e+09,5.689274090161808416e-06,-9.188856290086677348e+01
7.229893987120517731e+09,5.790711325434950352e-06,-9.173506173690661569e+01
7.229897987120517731e+09,5.638060515682159134e-06,-9.196710538283019787e+01
7.229901987120517731e+09,5.587943311578790730e-06,-9.204466021045645618e+01
7.229905987120517731e+09,5.812028538012094335e-06,-9.170314528159499901e+01
7.229909987120517731e+09,5.586296722168452786e-06,-9.204722004342187347e+01
7.229913987120517731e+09,5.414588936556560255e-06,-9.231839021235701637e+01
7.229917987120517731e+09,5.401504931874322728e-06,-9.233940450411706991e+01
7.229921987120517731e+09,5.352097384220307984e-06,-9.241921990240727780e+01
7.229925987120517731e+09,5.294137073828284688e-06,-9.251379640931781978e+01
7.229929987120517731e+09,5.534314257226190031e-06,-9.212842371883994019e+01
7.229933987120517731e+09,5.420575562132012948e-06,-9.230879198718001533e+01
7.229937987120517731e+09,5.452817266780201487e-06,-9.225728116374349952e+01
7.229941987120517731e+09,5.236606822879400138e-06,-9.260870069847564423e+01
7.229945987120517731e+09,5.278409312900147042e-06,-9.253963875447283272e+01
7.229949987120517731e+09,5.242271051411956907e-06,-9.259931059596650016e+01
7.229953987120517731e+09,5.252222257685224281e-06,-9.258283812744127772e+01
7.229957987120517731e+09,5.144835281050247515e-06,-9.276227054759561952e+01
7.229961987120517731e+09,4.991631424209313119e-06,-9.302484984136968649e+01
7.229965987120517731e+09,5.107979065386363729e-06,-9.282471786983262518e+01
7.229969987120517731e+09,5.112137747159970181e-06,-9.281764909487014847e+01
7.229973987120517731e+09,5.054819960921741951e-06,-9.291558620731495921e+01
7.229977987120517731e+09,5.020991278222235816e-06,-9.297391070379694611e+01
7.229981987120517731e+09,5.034193435240849606e-06,-9.295110206367542105e+01
7.229985987120517731e+09,5.209630525237893163e-06,-9.265356157176628926e+01
7.229989987120517731e+09,5.030184731488185233e-06,-9.295802135062031368e+01
7.229993987120517731e+09,4.982645366450350455e-06,-9.304050048526718797e+01
7.229997987120517731e+09,4.902590711905192930e-06,-9.318118728135559081e+01
7.230001987120517731e+09,5.082692558215691813e-06,-9.286782322529879252e+01
7.230005987120517731e+09,5.038918344874050539e-06,-9.294295362900507484e+01
7.230009987120517731e+09,5.092198299216516022e-06,-9.285159389322257084e+01
7.230013987120517731e+09,5.237725308254132500e-06,-9.260684567985640570e+01
7.230017987120517731e+09,5.122912425145685618e-06,-9.279936140758650254e+01
7.230021987120517731e+09,5.139059211610407528e-06,-9.277202761132429032e+01
7.230025987120517731e+09,5.117992081119510767e-06,-9.280770785168331827e+01
7.230029987120517731e+09,5.214555693157825230e-06,-9.264535383884816611e+01
7.230033987120517731e+09,5.224452729825651784e-06,-9.262888396153527992e+01
7.230037987120517731e+09,5.131175881321864222e-06,-9.278536201890020152e+01
7.230041987120517731e+09,5.228863607188543439e-06,-9.262155377176205207e+01
7.230045987120517731e+09,5.091180829843529065e-06,-9.285332958951772753e+01
7.230049987120517731e+09,4.953468561105325873e-06,-9.309151182460469443e+01
7.230053987120517731e+09,5.065876313060641639e-06,-9.289660840379588080e+01
7.230057987120517731e+09,5.118766163361946695e-06,-9.280639423407492927e+01
7.230061987120517731e+09,5.079679932404456842e-06,-9.287297307315327544e+01
7.230065987120517731e+09,5.049031046421809309e-06,-9.292553921987146737e+01
7.230069987120517731e+09,5.175045688921568601e-06,-9.271141627533594942e+01
7.230073987120517731e+09,5.286016885546454867e-06,-9.252712912137016588e+01
7.230077987120517731e+09,5.262174326072282012e-06,-9.256639541619172462e+01
7.230081987120517731e+09,5.109963676407978653e-06,-9.282134378309898182e+01
7.230085987120517731e+09,5.334377458374326183e-06,-9.244802518452736706e+01
