# freq_Hz, abs_amp(|S21|), amplitude_dBm
6.806746320673707962e+09,8.156041050276587902e-05,-6.876011198406369829e+01
6.806748720673707962e+09,8.323820927372067217e-05,-6.858324547246920133e+01
6.806751120673707962e+09,8.314434045027231884e-05,-6.859304619170069373e+01
6.806753520673707962e+09,8.316580500184634500e-05,-6.859080413092164008e+01
6.806755920673707962e+09,8.292641107189027087e-05,-6.861584263958486929e+01
6.806758320673707962e+09,8.292039057017163524e-05,-6.861647326270210101e+01
6.806760720673707962e+09,8.277845164043353375e-05,-6.863135406891839807e+01
6.806763120673707962e+09,8.263986925665932110e-05,-6.864590761493828097e+01
6.806765520673707962e+09,8.250285796981528729e-05,-6.866032018047759777e+01
6.806767920673707962e+09,8.241461340211749833e-05,-6.866961552854421313e+01
6.806770320673707962e+09,8.245838762608756164e-05,-6.866500327444609297e+01
6.806772720673707962e+09,8.229877664130819375e-05,-6.868183245257239378e+01
6.806775120673707962e+09,8.242062546429208066e-05,-6.866898192484481456e+01
6.806777520673707962e+09,8.219185743703753583e-05,-6.869312414154276780e+01
6.806779920673707962e+09,8.204911376762968921e-05,-6.870822215347111239e+01
6.806782320673707962e+09,8.194909398217775057e-05,-6.871881691469067732e+01
6.806784720673707962e+09,8.182783949733948392e-05,-6.873167835058990249e+01
6.806787120673707962e+09,8.182989425007383070e-05,-6.873146024472865179e+01
6.806789520673707962e+09,8.180071488766592000e-05,-6.873455806029758719e+01
6.806791920673707962e+09,8.171596565374430370e-05,-6.874356169902398506e+01
6.806794320673707962e+09,8.174575003774438016e-05,-6.874039638445316314e+01
6.806796720673707962e+09,8.154663874805779123e-05,-6.876157875012133047e+01
6.806799120673707962e+09,8.135410223497628374e-05,-6.878211090574642128e+01
6.806801520673707962e+09,8.146906261964807577e-05,-6.876984565613255995e+01
6.806803920673707962e+09,8.112984149806804716e-05,-6.880608749325503481e+01
6.806806320673707962e+09,8.096628294845645052e-05,-6.882361600602206408e+01
6.806808720673707962e+09,8.094143070053209314e-05,-6.882628251127444230e+01
6.806811120673707962e+09,8.089603537520660855e-05,-6.883115528648235681e+01
6.806813520673707962e+09,8.075898472238675005e-05,-6.884588303362816930e+01
6.806815920673707962e+09,8.077639266443236896e-05,-6.884401095499788426e+01
6.806818320673707962e+09,8.060347456487416051e-05,-6.886262477752448774e+01
6.806820720673707962e+09,8.053967854437113169e-05,-6.886950220559629088e+01
6.806823120673707962e+09,8.058091577997872302e-05,-6.886505606900166754e+01
6.806825520673707962e+09,8.036500445696403419e-05,-6.888836058079758118e+01
6.806827920673707962e+09,8.032007949916582592e-05,-6.889321745022179755e+01
6.806830320673707962e+09,8.009645085757195260e-05,-6.891743459236738545e+01
6.806832720673707962e+09,7.996237858800831887e-05,-6.893198595717935007e+01
6.806835120673707962e+09,7.983618218249131438e-05,-6.894570483266392102e+01
6.806837520673707962e+09,7.980062961888200281e-05,-6.894957368528609720e+01
6.806839920673707962e+09,7.962379591515681332e-05,-6.896884248502756520e+01
6.806842320673707962e+09,7.951354588370981272e-05,-6.898087762081816265e+01
6.806844720673707962e+09,7.930027808340774445e-05,-6.900420583802255692e+01
6.806847120673707962e+09,7.933860014905490135e-05,-6.900000937315722638e+01
6.806849520673707962e+09,7.922880999004197925e-05,-6.901203738516909425e+01
6.806851920673707962e+09,7.916168199905951775e-05,-6.901939977604099852e+01
6.806854320673707962e+09,7.901965102454160496e-05,-6.903499789596835967e+01
6.806856720673707962e+09,7.883724530894465699e-05,-6.905507122386187291e+01
6.806859120673707962e+09,7.884659381966085305e-05,-6.905404131321402872e+01
6.806861520673707962e+09,7.847194393886106393e-05,-6.909541181812512889e+01
6.806863920673707962e+09,7.851804831195959922e-05,-6.909031012339494282e+01
6.806866320673707962e+09,7.833333271692483610e-05,-6.911076796066836891e+01
6.806868720673707962e+09,7.814296034368732938e-05,-6.913190284580119283e+01
6.806871120673707962e+09,7.802855975004480994e-05,-6.914462822758716243e+01
6.806873520673707962e+09,7.782788688016095712e-05,-6.916699526343376192e+01
6.806875920673707962e+09,7.789036821222598329e-05,-6.916002490554528492e+01
6.806878320673707962e+09,7.768419787283826930e-05,-6.918304632746468030e+01
6.806880720673707962e+09,7.749455589337237685e-05,-6.920427616833454465e+01
6.806883120673707962e+09,7.738420060844465403e-05,-6.921665403098948843e+01
6.806885520673707962e+09,7.733029912305464722e-05,-6.922270624165081188e+01
6.806887920673707962e+09,7.711326629209656013e-05,-6.924711806422629934e+01
6.806890320673707962e+09,7.693853005222909245e-05,-6.926682235047503866e+01
6.806892720673707962e+09,7.680712927637284879e-05,-6.928166937666520653e+01
6.806895120673707962e+09,7.669894292385731095e-05,-6.929391247376760532e+01
6.806897520673707962e+09,7.659229078888495654e-05,-6.930599886385098785e+01
6.806899920673707962e+09,7.639656703134660508e-05,-6.932822317363704201e+01
6.806902320673707962e+09,7.624475239358607069e-05,-6.934550087575334487e+01
