# q_label, peak_index, center_Hz_request, fr_fit_Hz, Ql, Qc_mag, Qi, phi_rad, a_mag, method
q1,1,7148854342.935423,7148856617.811877,41343.91702525047,95357.62834888596,72989.94602609097,-0.29298108141903756,5.312288346509622e-06,scipy
q2,2,7181292740.919528,7181291262.564112,43762.20931090023,86010.53291710385,89092.55144759582,-0.12544872955785116,5.082004839416787e-06,scipy
q3,3,7206424441.728602,7206423144.571777,42705.53721470681,87374.79745737139,83533.67940665637,-0.16373660915150015,4.616885352344619e-06,scipy
q4,4,7230260360.845949,7230260892.48556,38775.196927164296,61943.005037723924,103671.96616685278,-0.0666416821389695,4.4148053487151855e-06,scipy
q5,5,7262004942.090851,7262025311.226218,34588.58623240264,51121.3344763554,106952.25377896156,-0.13371980724629387,4.018427872712103e-06,scipy
q6,6,7290484477.910695,7290476705.334769,30666.123065313837,42574.961533866735,109633.61484381702,-0.10357656609401086,3.691580484146054e-06,scipy
