# freq_Hz, phase_rad_detrended, phase_rad
7.125000000000000000e+09,5.485920509409503154e-02,-2.293151366560026716e+00
7.125063333333333015e+09,6.957908784544786229e-02,-2.302296471690858493e+00
7.125126666666666985e+09,5.774677417152496162e-02,-2.337993773246958895e+00
7.125190000000000000e+09,4.081530668482047375e-02,-2.378790228615840885e+00
7.125253333333333015e+09,8.799933507595314452e-02,-2.355471188106885716e+00
7.125316666666666985e+09,7.116796661385027534e-02,-2.396167544451507148e+00
7.125380000000000000e+09,5.829825124979048923e-02,-2.432902247697410480e+00
7.125443333333333015e+09,5.347735179412582696e-02,-2.461588135035252645e+00
7.125506666666666985e+09,7.196225878660733599e-02,-2.466968215925289698e+00
7.125570000000000000e+09,4.967580302753749066e-02,-2.513119659566203090e+00
7.125633333333333015e+09,4.255750163866478530e-02,-2.544102948837253297e+00
7.125696666666666985e+09,5.346457260583070692e-02,-2.557060865752605938e+00
7.125760000000000000e+09,4.395685714246111431e-02,-2.590433569097819078e+00
7.125823333333333015e+09,4.796980483204382750e-02,-2.610285609290413866e+00
7.125886666666666985e+09,5.516954084814296166e-02,-2.626950861156833295e+00
7.125950000000000000e+09,6.106073703171421840e-02,-2.644924652855105585e+00
7.126013333333333015e+09,4.395928163723183957e-02,-2.685891096131765465e+00
7.126076666666666985e+09,6.052217742391174937e-02,-2.693193188227604118e+00
7.126140000000000000e+09,5.574355403501973782e-02,-2.721836799498673631e+00
7.126203333333333015e+09,6.332931878061964781e-02,-2.738116022634917268e+00
7.126266666666666985e+09,6.881239666630190044e-02,-2.756497932631753578e+00
7.126330000000000000e+09,4.168765509903860078e-02,-2.807487662081194379e+00
7.126393333333333015e+09,6.061983129756498556e-02,-2.812420473764511542e+00
7.126456666666666985e+09,6.344130440682915761e-02,-2.833463988537765932e+00
7.126520000000000000e+09,4.569039672747976510e-02,-2.875079884099292826e+00
7.126583333333333015e+09,7.683512239521483878e-02,-2.867800146313401299e+00
7.126646666666666985e+09,6.085920509814135571e-02,-2.907641051492993345e+00
7.126710000000000000e+09,7.280234077808245274e-02,-2.919562903695229750e+00
7.126773333333333015e+09,5.288262880013050449e-02,-2.963347603555359200e+00
7.126836666666666985e+09,6.632597070128243288e-02,-2.973769249536391879e+00
7.126900000000000000e+09,4.776558554427623449e-02,-3.016194622575575579e+00
7.126963333333333015e+09,3.492806205218990101e-02,-3.052897133949839414e+00
7.127026666666666985e+09,7.504954686376663631e-02,-3.036640637020440181e+00
7.127090000000000000e+09,4.573571869427706105e-02,-3.089819453072114364e+00
7.127153333333333015e+09,5.804201850029677701e-02,-3.101378141148272150e+00
7.127216666666666985e+09,5.965103194012355559e-02,-3.123634115590963933e+00
7.127280000000000000e+09,8.459852793978761554e-02,-3.122551607473143420e+00
7.127343333333333015e+09,7.474216358501672985e-02,-3.156272959710091808e+00
7.127406666666666985e+09,3.962134810852546707e-02,-3.215258763069094528e+00
7.127470000000000000e+09,6.076544475957490477e-02,-3.217979654299895742e+00
7.127533333333333015e+09,5.337486724689455286e-02,-3.249235219694753596e+00
7.127596666666666985e+09,6.845008734787016991e-02,-3.258024987476289436e+00
7.127660000000000000e+09,7.467916479652991768e-02,-3.275660897909480340e+00
7.127723333333333015e+09,4.482822618867787767e-02,-3.329376824399509882e+00
7.127786666666666985e+09,6.044513161838160897e-02,-3.337624906852317608e+00
7.127850000000000000e+09,1.005583005316057488e-01,-3.321376725820944120e+00
7.127913333333333015e+09,4.414414130948962622e-02,-3.401655872925237745e+00
7.127976666666666985e+09,3.301186595188410067e-02,-3.436653136165354727e+00
7.128040000000000000e+09,5.481928140989644760e-02,-3.438710708589526988e+00
7.128103333333333015e+09,4.907876495538499029e-02,-3.468316212925881992e+00
7.128166666666666985e+09,4.685116077830286940e-02,-3.494408804985475570e+00
7.128230000000000000e+09,3.710266813044826861e-02,-3.528022285515514778e+00
7.128293333333333015e+09,3.390755950658874696e-02,-3.555082382021217846e+00
7.128356666666666985e+09,4.803899245677412111e-02,-3.564815936953543929e+00
7.128420000000000000e+09,5.153869892091611504e-02,-3.585181218371586542e+00
7.128483333333333015e+09,8.727195205638116349e-02,-3.573312953117965041e+00
7.128546666666666985e+09,5.813650830872196806e-02,-3.626313384748135693e+00
7.128610000000000000e+09,5.457774128218151333e-02,-3.653737139656860755e+00
7.128673333333333015e+09,4.629384226814536873e-02,-3.685886026553074402e+00
7.128736666666666985e+09,6.077898068817777499e-02,-3.695265876015219497e+00
7.128800000000000000e+09,6.843896493638590428e-02,-3.711470879649188870e+00
7.128863333333333015e+09,6.227722600374052675e-02,-3.741497606464018855e+00
7.128926666666666985e+09,5.715313982083403133e-02,-3.770486680529102852e+00
7.128990000000000000e+09,4.814412634058617968e-02,-3.803360681891528206e+00
7.129053333333333015e+09,6.928912662187203253e-02,-3.806080669492426960e+00
7.129116666666666985e+09,4.423328260349324026e-02,-3.855001501392983254e+00
7.129180000000000000e+09,7.586462434850815839e-02,-3.847235147530145838e+00
7.129243333333333015e+09,3.646579652592185639e-02,-3.910498963234916747e+00
7.129306666666666985e+09,4.825522590962316727e-02,-3.922574521733726893e+00
7.129370000000000000e+09,4.948402393092843354e-02,-3.945210711594265174e+00
7.129433333333333015e+09,4.825581464932993114e-02,-3.970303908758048284e+00
7.129496666666666985e+09,5.672980385462089714e-02,-3.985694907435268775e+00
7.129560000000000000e+09,3.831207414363291264e-02,-4.027977625028100306e+00
7.129623333333333015e+09,4.698359203265667361e-02,-4.043171095021261152e+00
7.129686666666666985e+09,6.539122437989419723e-02,-4.048628450556535086e+00
7.129750000000000000e+09,4.834409038260645275e-02,-4.089540572435666377e+00
7.129813333333333015e+09,6.205780089692680690e-02,-4.099691849803530630e+00
7.129876666666666985e+09,7.031694367067764517e-02,-4.115297694912291249e+00
7.129940000000000000e+09,6.165665294447553180e-02,-4.147822973520670864e+00
7.130003333333333015e+09,2.834106189951590693e-02,-4.205003552447481141e+00
7.130066666666666985e+09,3.818807269155932715e-02,-4.219021529537949178e+00
7.130130000000000000e+09,8.162230675386439316e-02,-4.199452283357821614e+00
7.130193333333333015e+09,7.982819153190234829e-02,-4.225111386461627205e+00
7.130256666666666985e+09,4.620862519282198377e-02,-4.282595940683226132e+00
7.130320000000000000e+09,7.936579128252851945e-02,-4.273303762475697098e+00
7.130383333333333015e+09,2.092552456481744372e-02,-4.355609017075251721e+00
7.130446666666666985e+09,7.026645642454809604e-02,-4.330133073098039631e+00
7.130510000000000000e+09,5.351531286229960216e-02,-4.370749204542465627e+00
7.130573333333333015e+09,4.798814149906593940e-02,-4.400141363787876791e+00
7.130636666666666985e+09,9.174425845685085790e-02,-4.380250234712276480e+00
7.130700000000000000e+09,2.155969898845810917e-02,-4.474299782062846731e+00
7.130763333333333015e+09,7.006470468047787392e-02,-4.449659764253004468e+00
7.130826666666666985e+09,6.922441443440785491e-02,-4.474365042381259094e+00
7.130890000000000000e+09,6.638106722892356260e-02,-4.501073377468920889e+00
7.130953333333333015e+09,4.557487053093467466e-02,-4.545744562049087278e+00
7.131016666666666985e+09,6.980814279104397002e-02,-4.545376277671162590e+00
7.131080000000000000e+09,4.575393310496878030e-02,-4.593295475239415282e+00
7.131143333333333015e+09,5.834233686462741986e-02,-4.604572059361934144e+00
7.131206666666666985e+09,6.958426616150426014e-02,-4.617195117947575866e+00
