# q_label, peak_index, center_Hz_request, fr_fit_Hz, Ql, Qc_mag, Qi, phi_rad, a_mag, method
q1,1,6775313959.22878,6775288214.944979,10368.068916082499,10475.959554523066,996990.8604281764,-0.01424994979438317,0.0001064816892238725,scipy
q2,2,6807346320.673708,6807428105.466294,10115.96676100182,10108.955440901751,566590.8219424488,-0.19283338305038109,0.00010307825660979306,scipy
q3,3,6841049665.013553,6841086894.702977,9577.457847536676,9631.985761685677,833227.2450841179,-0.10837194871103686,0.00010283702819271984,scipy
q4,4,6867760490.011371,6867601651.756492,16080.308324349802,13868.274195866008,271671.01852436835,0.6242695595114703,8.779894990653506e-05,scipy
q5,5,6898074968.453953,6897918405.407397,11658.961676245695,10974.853266811653,143619.2544600143,0.5258311171376416,7.349560049106364e-05,scipy
q6,6,6930279086.63231,6930126473.654469,8459.45265545413,8474.431112164975,217468.78301121294,0.2736085010003539,7.482524056009764e-05,scipy
q7,7,6962952596.086724,6962789194.233131,10807.039191443035,10359.237503881017,305951.06454427156,0.3905370250163588,8.510391163539578e-05,scipy
q8,8,7000351135.126505,7000288394.717117,9484.449259285639,9510.433322700948,681945.8513948305,0.1498490457477722,0.00010077696115687731,scipy
q9,9,7027604310.412583,7027554412.428493,10145.507680157642,10146.482303083929,4210316.834269518,0.06804025026235212,0.00010410570095385795,scipy
