# q_label, peak_index, center_Hz_request, fr_fit_Hz, Ql, Qc_mag, Qi, phi_rad, a_mag, method
q1,1,7147982834.879955,7147957375.696553,49667.63851697675,60520.885272353626,276961.3112265687,-0.0806316066431011,0.00012097317232474651,scipy
q2,2,7180332977.407595,7180323084.015533,48544.51718433468,54125.90207286401,470764.1267839715,-0.018973219456046214,0.00011996166286924296,scipy
q3,3,7205466900.505761,7205453243.358182,46580.13302535692,52388.537867795814,420126.5457697043,0.05082523934141626,0.00011691674190849866,scipy
q4,4,7229201442.216074,7229164193.080718,41461.53067237628,48910.43422486132,272241.6063686042,0.030517320928494324,0.00011639004216822856,scipy
q5,5,7260942676.046082,7260916495.055158,40192.780286813715,43432.96585313941,538762.8634243605,0.04479718980747803,0.00011575305393093658,scipy
q6,6,7289358037.919009,7289346639.378873,30629.81939186765,35900.23948675574,208639.5072511716,0.023200595646689054,0.0001127161874587107,scipy
