# q_label, peak_index, center_Hz_request, fr_fit_Hz, Ql, Qc_mag, Qi, phi_rad, a_mag, method
q1,1,7148829240.772391,7148853908.27276,29906.144219542155,85662.68328796956,45946.90781468616,-0.33457540610139547,5.365312138204236e-06,scipy
q2,2,7181294943.489798,7181293351.652418,42260.03535170167,86267.89994807566,82841.65875712871,-0.14838084441321286,5.078424344263355e-06,scipy
q3,3,7206428630.055245,7206422241.675922,46901.88340130121,92821.053433044,94807.51116131073,-0.1321140266452965,4.594961033754258e-06,scipy
q4,4,7230262671.404468,7230262730.964478,38660.839333537086,63569.88524626645,98665.56625925792,-0.0750064791894457,4.397422218545176e-06,scipy
q5,5,7262030487.599662,7262023392.948113,37024.344480842956,53200.2311869649,121767.89573960219,-0.1391698795063532,3.997674069617888e-06,scipy
q6,6,7290477105.00502,7290473458.283,29535.78748188566,43829.014468125584,90569.08269331246,-0.09905095225522674,3.716374466630511e-06,scipy
