# q_label, peak_index, center_Hz_request, fr_fit_Hz, Ql, Qc_mag, Qi, phi_rad, a_mag, method
q1,1,7181285038.976147,7181288467.656551,35820.67789958806,97238.17148830876,56712.46117193055,-0.17715092622446896,6.794945096426294e-06,scipy
q2,2,7206397435.3213,7206411669.127445,35843.820429369145,81650.3374353909,63891.78274887846,-0.16074295447037334,6.216681504011296e-06,scipy
q3,3,7230243735.660049,7230255294.010269,40183.314454454805,61893.00056674632,114560.19637682366,-0.06985338044602658,5.856365641640784e-06,scipy
q4,4,7262009829.16698,7262018211.280992,32398.42599049111,53870.517711587425,81283.18394958838,-0.1385164370668846,5.357020810932454e-06,scipy
q5,5,7290461129.544313,7290455001.533654,28500.62769282919,48765.16511732271,68584.72938584203,-0.01979550739180316,4.9840616937741256e-06,scipy
q6,6,7319094337.678346,7319207297.360059,27266.203095921945,4409576.378397275,27435.85010891936,0.9371281201948255,4.807517832055409e-06,scipy
