# q_label, peak_index, center_Hz_request, fr_fit_Hz, Ql, Qc_mag, Qi, phi_rad, a_mag, method
q1,1,7181269789.801847,7181287544.886846,38990.294254744236,98118.92293147762,64701.072266914576,-0.16286457775362154,6.791903577005286e-06,scipy
q2,2,7206403183.616474,7206409518.016131,38864.37648988554,75304.01151138336,80314.8399496999,-0.12246703596880419,6.227145544553224e-06,scipy
q3,3,7230261987.120518,7230257792.804121,36671.66336235874,63991.09911988511,85897.09047944975,-0.1011725074526089,5.864150048388204e-06,scipy
q4,4,7262004470.373401,7262021073.542342,31877.36562581575,54490.74311959257,76813.88338047615,-0.15244232576277317,5.362730356866712e-06,scipy
q5,5,7290459527.172937,7290456901.487667,27205.363217732036,46580.489234548964,65405.46509920206,-0.02045022877825207,5.0075134683572404e-06,scipy
q6,6,7320284794.087222,7320147103.461006,64462.70529874626,8464094.713154258,64957.42225426845,3.1415912606159275,4.789150140201939e-06,scipy
