# q_label, peak_index, center_Hz_request, fr_fit_Hz, Ql, Qc_mag, Qi, phi_rad, a_mag, method
q1,1,7148839194.407831,7148865665.691475,40705.27750147567,99185.87420385593,69038.08718371173,-0.3617839897133543,4.838436792031771e-06,scipy
q2,2,7181260329.064895,7181280067.405494,41100.19655214569,79813.23995582474,84734.7447071604,-0.22096618800322904,4.744056649468886e-06,scipy
q3,3,7206414324.498839,7206418050.579555,42970.4994622435,75405.00942545282,99899.48732514397,-0.10061054032148224,4.548226312456618e-06,scipy
q4,4,7230261611.970212,7230265224.161734,37814.13910185789,62241.5279187505,96351.26424172596,-0.11580961401916655,4.497129447669413e-06,scipy
q5,5,7262005086.203793,7262026815.997801,35696.98085864719,51637.358468321625,115637.0220311505,-0.18166191129992953,4.396726372953275e-06,scipy
q6,6,7290477974.508061,7290466392.223289,27421.861527239653,45348.848206796625,69367.4769873438,-0.07247958759419998,4.302496097376658e-06,scipy
