# freq_Hz, abs_amp(|S21|), amplitude_dBm
7.205810563002117157e+09,4.624973360643796398e-06,-9.368751533151849742e+01
7.205814563002117157e+09,4.330709213194053722e-06,-9.425851956592303793e+01
7.205818563002117157e+09,4.359970066273644388e-06,-9.420002989146004779e+01
7.205822563002117157e+09,4.553227468534464227e-06,-9.382331309974122746e+01
7.205826563002117157e+09,4.420858624298154049e-06,-9.407956750895642983e+01
7.205830563002117157e+09,4.497854817645964752e-06,-9.392959138114034090e+01
7.205834563002117157e+09,4.399172838197683192e-06,-9.412227953898576516e+01
7.205838563002117157e+09,4.514959144844926373e-06,-9.389662354726308990e+01
7.205842563002117157e+09,4.385977917252804882e-06,-9.414837122858388341e+01
7.205846563002117157e+09,4.425700383022063565e-06,-9.407005986059409963e+01
7.205850563002117157e+09,4.355641297250325815e-06,-9.420865790653061822e+01
7.205854563002117157e+09,4.418392170018026652e-06,-9.408441483159249685e+01
7.205858563002117157e+09,4.341826229668723877e-06,-9.423625128423567787e+01
7.205862563002117157e+09,4.463814221618991520e-06,-9.399557781314186400e+01
7.205866563002117157e+09,4.373339557029618564e-06,-9.417343607606869682e+01
7.205870563002117157e+09,4.502392463976635506e-06,-9.392083306654052421e+01
7.205874563002117157e+09,4.347242457489170660e-06,-9.422542279043733515e+01
7.205878563002117157e+09,4.430840186739552807e-06,-9.405997832311075513e+01
7.205882563002117157e+09,4.433812125798004617e-06,-9.405415430774507968e+01
7.205886563002117157e+09,4.313390895587707641e-06,-9.429332369702267158e+01
7.205890563002117157e+09,4.419916819123135665e-06,-9.408141811943602306e+01
7.205894563002117157e+09,4.508799464451687620e-06,-9.390848164647158569e+01
7.205898563002117157e+09,4.492733646190542246e-06,-9.393948660325381184e+01
7.205902563002117157e+09,4.522747758517304769e-06,-9.388165270205578850e+01
7.205906563002117157e+09,4.459411654571078247e-06,-9.400414875265092007e+01
7.205910563002117157e+09,4.553674546845653036e-06,-9.382246028000800209e+01
7.205914563002117157e+09,4.285235091848949349e-06,-9.435020698939142392e+01
7.205918563002117157e+09,4.445344640923950067e-06,-9.403159130709248359e+01
7.205922563002117157e+09,4.360253399813921198e-06,-9.419946545549760231e+01
7.205926563002117157e+09,4.556357764794464183e-06,-9.381734369318263589e+01
7.205930563002117157e+09,4.550245872056307818e-06,-9.382900275640558618e+01
7.205934563002117157e+09,4.362489155723769214e-06,-9.419501283537445602e+01
7.205938563002117157e+09,4.346301914797458818e-06,-9.422730221951761109e+01
7.205942563002117157e+09,4.424171205168264339e-06,-9.407306154713269564e+01
7.205946563002117157e+09,4.561610265775574651e-06,-9.380733649668022167e+01
7.205950563002117157e+09,4.543667939305022563e-06,-9.384156834897090960e+01
7.205954563002117157e+09,4.547707043075477329e-06,-9.383385043788196356e+01
7.205958563002117157e+09,4.551160956907932894e-06,-9.382725614157848781e+01
7.205962563002117157e+09,4.599132616051106034e-06,-9.373618139052334186e+01
7.205966563002117157e+09,4.512495433505549336e-06,-9.390136453491125224e+01
7.205970563002117157e+09,4.542550078267770719e-06,-9.384370556769722782e+01
7.205974563002117157e+09,4.498122211770862206e-06,-9.392907502680731113e+01
7.205978563002117157e+09,4.548204540990407548e-06,-9.383290029408414057e+01
7.205982563002117157e+09,4.572932847613500158e-06,-9.378580356494853731e+01
7.205986563002117157e+09,4.480839390321682253e-06,-9.396251249358448376e+01
7.205990563002117157e+09,4.567151899945368579e-06,-9.379679092043402022e+01
7.205994563002117157e+09,4.527302020887308480e-06,-9.387291068966203511e+01
7.205998563002117157e+09,4.557744276952533966e-06,-9.381470095523114594e+01
7.206002563002117157e+09,4.378650168382324174e-06,-9.416289506968530532e+01
7.206006563002117157e+09,4.521617118275226932e-06,-9.388382435624002653e+01
7.206010563002117157e+09,4.363436334960341707e-06,-9.419312716849420042e+01
7.206014563002117157e+09,4.524382099358929162e-06,-9.387851453457975026e+01
7.206018563002117157e+09,4.494998323905098017e-06,-9.393510936076901885e+01
7.206022563002117157e+09,4.438271896560341987e-06,-9.404542195583815101e+01
7.206026563002117157e+09,4.530293679552863594e-06,-9.386717291579617495e+01
7.206030563002117157e+09,4.480519556641378350e-06,-9.396313249777520582e+01
7.206034563002117157e+09,4.468803046506599955e-06,-9.398587575480844691e+01
7.206038563002117157e+09,4.350204592726005503e-06,-9.421950639207207701e+01
7.206042563002117157e+09,4.403896098917303140e-06,-9.411295876106788683e+01
7.206046563002117157e+09,4.298925728645064489e-06,-9.432250120344502875e+01
7.206050563002117157e+09,4.393733697464171210e-06,-9.413302542419934582e+01
7.206054563002117157e+09,4.486027296555156228e-06,-9.395246180640511113e+01
7.206058563002117157e+09,4.293395813252156841e-06,-9.433368147438999074e+01
7.206062563002117157e+09,4.294572902025980717e-06,-9.433130045424735499e+01
7.206066563002117157e+09,4.369490482719200681e-06,-9.418108408859484371e+01
7.206070563002117157e+09,4.332443164273150865e-06,-9.425504256188206398e+01
7.206074563002117157e+09,4.411254686583931559e-06,-9.409845738797379511e+01
7.206078563002117157e+09,4.376098112040363923e-06,-9.416795903718139016e+01
7.206082563002117157e+09,4.206001680522260400e-06,-9.451231120587672763e+01
7.206086563002117157e+09,4.409285778271950247e-06,-9.410233509153572129e+01
7.206090563002117157e+09,4.361530600758244961e-06,-9.419692156619086632e+01
7.206094563002117157e+09,4.277862767382255260e-06,-9.436516307504355439e+01
7.206098563002117157e+09,4.388257699378222187e-06,-9.414385757354862960e+01
7.206102563002117157e+09,4.278661490848936301e-06,-9.436354147643791634e+01
7.206106563002117157e+09,4.300743741087113448e-06,-9.431882872377052252e+01
7.206110563002117157e+09,4.156121016557263725e-06,-9.461593634911329787e+01
7.206114563002117157e+09,4.102717439955225274e-06,-9.472826789312215112e+01
7.206118563002117157e+09,4.174253689334854181e-06,-9.457812324972874762e+01
7.206122563002117157e+09,4.021137752935214230e-06,-9.490272102191427450e+01
7.206126563002117157e+09,4.136273830831828537e-06,-9.465751439675534584e+01
7.206130563002117157e+09,3.963403337019539107e-06,-9.502833462933516273e+01
7.206134563002117157e+09,3.927334996760295047e-06,-9.510774109083527605e+01
7.206138563002117157e+09,4.008015578608667678e-06,-9.493111202524509906e+01
7.206142563002117157e+09,4.125953780857288416e-06,-9.467921286984712026e+01
7.206146563002117157e+09,4.088662326983624050e-06,-9.475807514987315017e+01
7.206150563002117157e+09,4.009356979441829329e-06,-9.492820552199317774e+01
7.206154563002117157e+09,4.038228099340141442e-06,-9.486588311481882840e+01
7.206158563002117157e+09,3.895147406688584849e-06,-9.517922209099290853e+01
7.206162563002117157e+09,3.848692493754186144e-06,-9.528343578665798930e+01
7.206166563002117157e+09,3.881735847884844232e-06,-9.520918047697196585e+01
7.206170563002117157e+09,4.157229786899734525e-06,-9.461361943572578070e+01
7.206174563002117157e+09,3.804469828518249047e-06,-9.538381715810884032e+01
7.206178563002117157e+09,4.064360511141568012e-06,-9.480985558020805115e+01
7.206182563002117157e+09,4.019134258258871644e-06,-9.490704976452028063e+01
7.206186563002117157e+09,4.007519467424354778e-06,-9.493218722907764118e+01
7.206190563002117157e+09,4.087125933155656871e-06,-9.476133965403171544e+01
7.206194563002117157e+09,3.989966958493794496e-06,-9.497031405846350083e+01
7.206198563002117157e+09,3.957631821004370840e-06,-9.504099225779495441e+01
7.206202563002117157e+09,4.099972068178545681e-06,-9.473408208300084254e+01
7.206206563002117157e+09,3.949578667074878628e-06,-9.505868467424454593e+01
7.206210563002117157e+09,3.945056169956316572e-06,-9.506863622133144531e+01
7.206214563002117157e+09,4.111949255805497014e-06,-9.470874511262184114e+01
7.206218563002117157e+09,4.064764791623423342e-06,-9.480899164084918596e+01
7.206222563002117157e+09,4.269120358430361211e-06,-9.438293206433294813e+01
7.206226563002117157e+09,4.271460502190263686e-06,-9.437817214664676158e+01
7.206230563002117157e+09,4.194954501605973811e-06,-9.453515494654311624e+01
7.206234563002117157e+09,4.124478548871696606e-06,-9.468231905915742175e+01
7.206238563002117157e+09,4.077382384998915873e-06,-9.478207119617789544e+01
7.206242563002117157e+09,3.939120459119306181e-06,-9.508171480681227195e+01
7.206246563002117157e+09,4.107970489366567363e-06,-9.471715374189184899e+01
7.206250563002117157e+09,4.049212281732342246e-06,-9.484228913447600462e+01
7.206254563002117157e+09,4.033883383397628609e-06,-9.487523326487816178e+01
7.206258563002117157e+09,3.978482867274671508e-06,-9.499535019978715411e+01
7.206262563002117157e+09,3.954116881426204647e-06,-9.504870999009847310e+01
7.206266563002117157e+09,3.848536734864800450e-06,-9.528378731692514236e+01
