# freq_Hz, phase_rad_detrended, phase_rad
7.125000000000000000e+09,7.224708261563250744e-02,-2.276625439451947841e+00
7.125063333333333015e+09,7.228943178005975412e-02,-2.300447433655012919e+00
7.125126666666666985e+09,3.942190123214261988e-02,-2.357179307570415272e+00
7.125190000000000000e+09,5.579358541110090997e-02,-2.364671966758949306e+00
7.125253333333333015e+09,7.887084750108641629e-02,-2.365459048036456124e+00
7.125316666666666985e+09,5.162416064809827176e-02,-2.416570078257270549e+00
7.125380000000000000e+09,3.271013965961211412e-02,-2.459348442612907970e+00
7.125443333333333015e+09,4.938690802093992360e-02,-2.466536017619072485e+00
7.125506666666666985e+09,7.337961944094884004e-02,-2.466407649566889848e+00
7.125570000000000000e+09,5.264394141694639373e-02,-2.511007670958050664e+00
7.125633333333333015e+09,8.559002987255448502e-02,-2.501925925869934897e+00
7.125696666666666985e+09,4.840758575477588366e-02,-2.562972713355532672e+00
7.125760000000000000e+09,5.016602516937007650e-02,-2.585078617308096849e+00
7.125823333333333015e+09,7.541493907300189647e-02,-2.583694046771957353e+00
7.125886666666666985e+09,4.463373875640153088e-02,-2.638339590456383998e+00
7.125950000000000000e+09,6.250479432071953667e-02,-2.644332878259217257e+00
7.126013333333333015e+09,3.775721139811238913e-02,-2.692944804549316729e+00
7.126076666666666985e+09,5.833941141522469565e-02,-2.696226947900030702e+00
7.126140000000000000e+09,3.994714654772524298e-02,-2.738483556135022479e+00
7.126203333333333015e+09,6.077069485689401418e-02,-2.741524351193012077e+00
7.126266666666666985e+09,6.876094507998198324e-02,-2.757398444337743282e+00
7.126330000000000000e+09,3.074310992098405748e-02,-2.819280622864233532e+00
7.126393333333333015e+09,8.653092311110643919e-02,-2.787357153041269520e+00
7.126456666666666985e+09,7.331743845947924498e-02,-2.824434981060722993e+00
7.126520000000000000e+09,5.820915095921819216e-02,-2.863407611928469265e+00
7.126583333333333015e+09,4.231568512728456355e-02,-2.903165421127561263e+00
7.126646666666666985e+09,6.403473063912423768e-02,-2.905310718983547869e+00
7.126710000000000000e+09,5.747552083881224405e-02,-2.935734272151352187e+00
7.126773333333333015e+09,6.520581597375763039e-02,-2.951868320383899125e+00
7.126836666666666985e+09,5.818708180574327926e-02,-2.982751397919398695e+00
7.126900000000000000e+09,3.792447969710943667e-02,-3.026878343395524862e+00
7.126963333333333015e+09,4.341095414248430373e-02,-3.045256212317642319e+00
7.127026666666666985e+09,2.722198191723368410e-02,-3.085309527910385263e+00
7.127090000000000000e+09,8.157996597947780870e-02,-3.054815887215626358e+00
7.127153333333333015e+09,5.485333943000147983e-02,-3.105406857132595011e+00
7.127216666666666985e+09,5.894852377432613366e-02,-3.125176016156096637e+00
7.127280000000000000e+09,5.185469908165707409e-02,-3.156134184215924066e+00
7.127343333333333015e+09,5.115716321161700719e-02,-3.180696063453456457e+00
7.127406666666666985e+09,9.524335204777445441e-02,-3.160474217985118184e+00
7.127470000000000000e+09,6.454426788409550753e-02,-3.215037645515955500e+00
7.127533333333333015e+09,4.515633440945387989e-02,-3.258289922358089452e+00
7.127596666666666985e+09,4.155474875519082900e-02,-3.285755851380178783e+00
7.127660000000000000e+09,4.852241161014614335e-02,-3.302652531892374732e+00
7.127723333333333015e+09,7.299112967246523809e-02,-3.302048157197547962e+00
7.127786666666666985e+09,6.522818872702140780e-02,-3.333675441510818072e+00
7.127850000000000000e+09,4.996868534090914693e-02,-3.372799288264088702e+00
7.127913333333333015e+09,6.683739920421905012e-02,-3.379794917768271123e+00
7.127976666666666985e+09,6.463584305569414212e-02,-3.405860817284615205e+00
7.128040000000000000e+09,8.910105551200864227e-02,-3.405259948195793029e+00
7.128103333333333015e+09,6.607204841234670667e-02,-3.452153298662613334e+00
7.128166666666666985e+09,7.591215690372576930e-02,-3.466177533539060551e+00
7.128230000000000000e+09,8.587172365319162282e-02,-3.480082310157087022e+00
7.128293333333333015e+09,5.529577937251772823e-02,-3.534522597804912181e+00
