# q_label, peak_index, center_Hz_request, fr_fit_Hz, Ql, Qc_mag, Qi, phi_rad, a_mag, method
q1,1,6777896839.363426,6777896220.825785,10012.418941771053,10908.598232702094,121388.35962876822,-0.026777772490374337,3.05853502625219e-06,scipy
q2,2,6809725474.273509,6809822900.795311,10293.173634911942,11664.508519616795,71077.79993222641,-0.24916534852207445,2.9648876856979847e-06,scipy
q3,3,6843602503.288945,6843651257.933617,9287.23224385451,9864.178323901013,143494.70029545555,-0.11512840525240488,3.084169217329875e-06,scipy
q4,4,6869825127.367153,6869640500.884396,14389.490125328828,14043.744985735122,112487.36456121167,0.5526715939775625,2.6537026002179897e-06,scipy
q5,5,6900616453.270415,6900454494.26444,10056.316480347858,9624.566621054833,148120.919406063,0.468848862981366,2.385649774630852e-06,scipy
q6,6,6932405434.811735,6932292404.533626,7762.849496951852,7766.7292528545295,200521.40098734733,0.2774131409212546,2.4407051352273977e-06,scipy
q7,7,6965147094.804867,6965022170.33537,10612.563548274287,10123.869377055164,350582.6856402958,0.38956569783974454,2.669013438776559e-06,scipy
q8,8,7002593047.882245,7002489932.342017,9398.305096257043,9557.877310161253,262250.5644364009,0.19763730982143798,2.9355189535885995e-06,scipy
q9,9,7030101737.627083,7030076737.952077,9594.03805475247,10247.149433952465,140647.9779986755,0.09783473229219054,3.2874508923911937e-06,scipy
