# q_label, peak_index, center_Hz_request, fr_fit_Hz, Ql, Qc_mag, Qi, phi_rad, a_mag, method
q1,1,6775310847.501652,6775288837.917327,10387.221191427117,10494.978412728913,1011659.9226974736,-0.015128010298966509,0.00010770471465954775,scipy
q2,2,6807347639.680251,6807431713.978414,10267.369239780775,10321.766118269556,1948225.4660033681,-0.20713589969338864,0.00010336823745615756,scipy
q3,3,6841049520.656431,6841084386.109721,9594.42117787233,9613.500477047843,4834348.039830107,-0.10524385040132724,0.00010379663309625983,scipy
q4,4,6867760039.2913685,6867599677.004732,16025.639894999258,13711.425668503183,-94949.88307248401,0.6212546877783969,8.862110337682676e-05,scipy
q5,5,6898076220.888065,6897917383.700239,11487.109048705941,10733.835162699208,-163686.45895638815,0.5254551507466504,7.481398881589215e-05,scipy
q6,6,6930276251.160828,6930129847.205401,8599.577121572698,8630.418145284535,2406468.317175498,0.2676986562693845,7.469946939220774e-05,scipy
q7,7,6962946657.587984,6962789516.097401,10715.506503078172,10251.192143330818,-236578.33054298806,0.38291799696660883,8.591234750170528e-05,scipy
q8,8,7000350962.426014,7000286970.490968,9473.18585246893,9507.618711721476,2615740.9238064336,0.1526496385525448,0.00010125156894694916,scipy
q9,9,7027603677.609719,7027551382.170771,10046.920913463076,10099.599147335708,1926220.118470542,0.07614398435863844,0.00010513648347249829,scipy
