# q_label, peak_index, center_Hz_request, fr_fit_Hz, Ql, Qc_mag, Qi, phi_rad, a_mag, method
q1,1,7148861895.648656,7148860058.71791,41475.997522363694,77104.48674080704,89759.22277864581,-0.2684731458239042,4.88191820948653e-06,scipy
q2,2,7181299148.624677,7181293614.03627,42269.562227209855,82300.63297331904,86902.78980715475,-0.13892872141716914,4.7717323666224086e-06,scipy
q3,3,7206410563.002117,7206421844.758389,40834.03000964108,70395.21913693358,97239.67728073876,-0.14169832464913398,4.5583801682660805e-06,scipy
q4,4,7230260442.764267,7230260254.3159895,37068.03742898683,61505.397530593116,93295.0354813031,-0.06832053933769686,4.551890251180711e-06,scipy
q5,5,7262004999.685211,7262020551.264674,35553.635632529025,53053.42457886131,107786.56430196688,-0.14077357892413533,4.4575572283920456e-06,scipy
q6,6,7290460595.778083,7290467525.079363,27237.191745275886,44612.196930059035,69934.4229851631,-0.06131311024195303,4.32787508964663e-06,scipy
