Delay_us,I,Q,Magnitude_linear,Phase_rad,Fit_channel,Fit_on_data,A_fit,T2star_fit_us,fdet_fit_MHz,phi_fit,C_fit
0.01,-1.7851729345036567e-06,-2.687661284491841e-06,3.226509814992158e-06,-2.1570966020482256,Q,-3.265236964570434e-06,3.598612474746809e-07,5170.43941262201,0.44906499545011797,-0.045489987762051744,-3.6250438252963083e-06
0.5099,-6.193620674548734e-07,-3.495438659931613e-06,3.549887434264147e-06,-1.7461675920575779,Q,-3.5614835393213213e-06,3.598612474746809e-07,5170.43941262201,0.44906499545011797,-0.045489987762051744,-3.6250438252963083e-06
1.0097999999999998,-1.3844166465248956e-06,-2.5599403347008124e-06,2.9103099437007297e-06,-2.066549045996453,Q,-3.96449291078548e-06,3.598612474746809e-07,5170.43941262201,0.44906499545011797,-0.045489987762051744,-3.6250438252963083e-06
1.5096999999999996,-1.2662337348491107e-06,-4.089294674263701e-06,4.280850243144624e-06,-1.8710790004164937,Q,-3.7969427062752287e-06,3.598612474746809e-07,5170.43941262201,0.44906499545011797,-0.045489987762051744,-3.6250438252963083e-06
2.0096,-1.7770476337890114e-06,-3.4547113624417633e-06,3.884961890487389e-06,-2.04588466659481,Q,-3.3405298550697523e-06,3.598612474746809e-07,5170.43941262201,0.44906499545011797,-0.045489987762051744,-3.6250438252963083e-06
2.5095,-1.0715991890879948e-06,-2.676482635543119e-06,2.8830338396241364e-06,-1.9516267281274713,Q,-3.362362380834202e-06,3.598612474746809e-07,5170.43941262201,0.44906499545011797,-0.045489987762051744,-3.6250438252963083e-06
3.0093999999999994,-2.013759453515028e-06,-3.0872454294350524e-06,3.6859614048696666e-06,-2.1487751905005728,Q,-3.825655845658565e-06,3.598612474746809e-07,5170.43941262201,0.44906499545011797,-0.045489987762051744,-3.6250438252963083e-06
3.5092999999999996,-2.5790384778544495e-06,-3.825142311087236e-06,4.613366793386755e-06,-2.1640191186589632,Q,-3.951709090409956e-06,3.598612474746809e-07,5170.43941262201,0.44906499545011797,-0.045489987762051744,-3.6250438252963083e-06
4.0092,-5.677913435400348e-07,-2.259915267322041e-06,2.33015107348735e-06,-1.816945966494185,Q,-3.528740929724564e-06,3.598612474746809e-07,5170.43941262201,0.44906499545011797,-0.045489987762051744,-3.6250438252963083e-06
4.5091,-1.7595928273828887e-06,-3.1985105554114965e-06,3.6505666260535593e-06,-2.0737384320005026,Q,-3.2677021950953163e-06,3.598612474746809e-07,5170.43941262201,0.44906499545011797,-0.045489987762051744,-3.6250438252963083e-06
