Delay_us,I,Q,Magnitude_linear,Phase_rad,Fit_channel,Fit_on_data,A_fit,T2star_fit_us,fdet_fit_MHz,phi_fit,C_fit
0.01,-1.6901947149127888e-06,-3.865635917427077e-06,4.218992678403389e-06,-1.9829850577218648,MAG,4.300999224162371e-06,4.342856815740067e-07,24.465888844633213,0.01001212548103714,-0.11766262867984406,3.869860578957526e-06
0.5099500000000001,-1.8184553226674225e-06,-4.049104694588934e-06,4.438696721818198e-06,-1.9929020542914049,MAG,4.2936313132560016e-06,4.342856815740067e-07,24.465888844633213,0.01001212548103714,-0.11766262867984406,3.869860578957526e-06
1.0099,-1.7828718225299576e-06,-3.861146214100002e-06,4.252891019322041e-06,-2.0033758225514675,MAG,4.2859744074653685e-06,4.342856815740067e-07,24.465888844633213,0.01001212548103714,-0.11766262867984406,3.869860578957526e-06
1.5098500000000001,-1.7562780035520912e-06,-3.924866319431407e-06,4.299893958130592e-06,-1.9915481483243622,MAG,4.278050632487089e-06,4.342856815740067e-07,24.465888844633213,0.01001212548103714,-0.11766262867984406,3.869860578957526e-06
2.0098000000000003,-1.7119400232044476e-06,-3.7701596806433577e-06,4.1406331231585914e-06,-1.9970349016629827,MAG,4.269881595790033e-06,4.342856815740067e-07,24.465888844633213,0.01001212548103714,-0.11766262867984406,3.869860578957526e-06
2.5097500000000004,-1.716529875477413e-06,-3.860301387626196e-06,4.224736869523976e-06,-1.989202428568797,MAG,4.26148837758827e-06,4.342856815740067e-07,24.465888844633213,0.01001212548103714,-0.11766262867984406,3.869860578957526e-06
3.0097,-1.7147918517531292e-06,-3.892868639138489e-06,4.253814445462669e-06,-1.9857184141758293,MAG,4.2528915229021756e-06,4.342856815740067e-07,24.465888844633213,0.01001212548103714,-0.11766262867984406,3.869860578957526e-06
3.50965,-1.8397170846378561e-06,-3.915497607632277e-06,4.326162325535474e-06,-2.0100386426515873,MAG,4.24411103467507e-06,4.342856815740067e-07,24.465888844633213,0.01001212548103714,-0.11766262867984406,3.869860578957526e-06
4.009600000000001,-1.7494282671326554e-06,-3.842506860126898e-06,4.222008791080976e-06,-1.9980349501191128,MAG,4.235166367912585e-06,4.342856815740067e-07,24.465888844633213,0.01001212548103714,-0.11766262867984406,3.869860578957526e-06
4.509550000000001,-1.7272808881432306e-06,-3.7805540155703827e-06,4.1564513627841495e-06,-1.9993615883045326,MAG,4.2260764248119074e-06,4.342856815740067e-07,24.465888844633213,0.01001212548103714,-0.11766262867984406,3.869860578957526e-06
