Delay_us,I,Q,Magnitude_linear,Phase_rad,Fit_channel,Fit_on_data,A_fit,T2star_fit_us,fdet_fit_MHz,phi_fit,C_fit
0.01,1.8995901490683282e-06,4.183690522805663e-06,4.594747993639189e-06,1.1445824066885097,Q,4.1798350711668325e-06,3.8869799728604204e-07,14.62522203658423,0.11132373595692563,0.5216684711874965,3.844430710644782e-06
0.25995,1.6953017584660487e-06,3.957021421665555e-06,4.304888684249358e-06,1.1660250818872127,Q,4.135624358841745e-06,3.8869799728604204e-07,14.62522203658423,0.11132373595692563,0.5216684711874965,3.844430710644782e-06
0.5099,1.8690689211714681e-06,4.260834975121296e-06,4.652755454277172e-06,1.1574104856402625,Q,4.084088054153577e-06,3.8869799728604204e-07,14.62522203658423,0.11132373595692563,0.5216684711874965,3.844430710644782e-06
0.7598499999999999,1.8508338441828027e-06,3.984324612716864e-06,4.39322530019505e-06,1.1359260874193975,Q,4.027031753616084e-06,3.8869799728604204e-07,14.62522203658423,0.11132373595692563,0.5216684711874965,3.844430710644782e-06
1.0097999999999998,1.912953330111235e-06,3.8854424897393975e-06,4.330825993301504e-06,1.1132965981624994,Q,3.9663674092754124e-06,3.8869799728604204e-07,14.62522203658423,0.11132373595692563,0.5216684711874965,3.844430710644782e-06
1.25975,1.7929815829839407e-06,3.87591587450202e-06,4.2705394065780915e-06,1.1375174170983808,Q,3.90405190119701e-06,3.8869799728604204e-07,14.62522203658423,0.11132373595692563,0.5216684711874965,3.844430710644782e-06
1.5096999999999996,1.952177961404021e-06,3.898650284555299e-06,4.360100094522449e-06,1.1065634928937522,Q,3.842026314634401e-06,3.8869799728604204e-07,14.62522203658423,0.11132373595692563,0.5216684711874965,3.844430710644782e-06
1.7596499999999997,1.9137166864377476e-06,3.8025315985102925e-06,4.2569423432341096e-06,1.104532655876215,Q,3.7821577356085937e-06,3.8869799728604204e-07,14.62522203658423,0.11132373595692563,0.5216684711874965,3.844430710644782e-06
2.0096,2.0289463105982185e-06,3.656557691032576e-06,4.18175050417162e-06,1.0642151212997009,Q,3.726185241475559e-06,3.8869799728604204e-07,14.62522203658423,0.11132373595692563,0.5216684711874965,3.844430710644782e-06
2.25955,1.8560446976007299e-06,3.771996614280136e-06,4.203910129585621e-06,1.1135217142119231,Q,3.67567157978508e-06,3.8869799728604204e-07,14.62522203658423,0.11132373595692563,0.5216684711874965,3.844430710644782e-06
2.5095,1.883333752029396e-06,3.5730218404041693e-06,4.038988870192429e-06,1.0857058237620532,Q,3.631961806432999e-06,3.8869799728604204e-07,14.62522203658423,0.11132373595692563,0.5216684711874965,3.844430710644782e-06
2.7594499999999997,1.8816562734113997e-06,3.488938816280564e-06,3.9640035816101e-06,1.0761892941119195,Q,3.5961499008184383e-06,3.8869799728604204e-07,14.62522203658423,0.11132373595692563,0.5216684711874965,3.844430710644782e-06
3.0093999999999994,1.7836681143477343e-06,3.7006828515236545e-06,4.10810485622045e-06,1.121665513084086,Q,3.5690541001435947e-06,3.8869799728604204e-07,14.62522203658423,0.11132373595692563,0.5216684711874965,3.844430710644782e-06
3.2593499999999995,1.9502543209849423e-06,3.6901655896372155e-06,4.173824864014184e-06,1.0846091428921867,Q,3.5512014062235907e-06,3.8869799728604204e-07,14.62522203658423,0.11132373595692563,0.5216684711874965,3.844430710644782e-06
