Delay_us,I,Q,Magnitude_linear,Phase_rad,Fit_channel,Fit_on_data,A_fit,T2star_fit_us,fdet_fit_MHz,phi_fit,C_fit
0.01,3.2573480096059586e-06,3.6780402836800123e-06,4.913074025908509e-06,0.8459827211621609,MAG,4.940836668135102e-06,1.5160248134957676e-06,7.749625621249267,0.005726572353589775,-1.0194352953311772,4.147231650528899e-06
0.25995,3.3056427535593727e-06,3.649859514622267e-06,4.924301827735408e-06,0.8348462338008141,MAG,4.926845843002286e-06,1.5160248134957676e-06,7.749625621249267,0.005726572353589775,-1.0194352953311772,4.147231650528899e-06
0.5099,3.2114535631724566e-06,3.7290777960934272e-06,4.921326568896854e-06,0.8598402619586115,MAG,4.912882632025047e-06,1.5160248134957676e-06,7.749625621249267,0.005726572353589775,-1.0194352953311772,4.147231650528899e-06
0.7598499999999999,3.227844566617214e-06,3.863622380865711e-06,5.034536567368112e-06,0.8748130282572448,MAG,4.898960469350872e-06,1.5160248134957676e-06,7.749625621249267,0.005726572353589775,-1.0194352953311772,4.147231650528899e-06
1.0097999999999998,3.055105400450855e-06,3.687800679714274e-06,4.788897875416122e-06,0.8789554821077588,MAG,4.885091905334105e-06,1.5160248134957676e-06,7.749625621249267,0.005726572353589775,-1.0194352953311772,4.147231650528899e-06
1.25975,3.223897572492641e-06,3.6961553969238523e-06,4.904597870991389e-06,0.8535373396119236,MAG,4.8712886481210424e-06,1.5160248134957676e-06,7.749625621249267,0.005726572353589775,-1.0194352953311772,4.147231650528899e-06
1.5096999999999996,3.111636709060417e-06,3.667260180805982e-06,4.809478167420813e-06,0.8671790544529653,MAG,4.857561603551536e-06,1.5160248134957676e-06,7.749625621249267,0.005726572353589775,-1.0194352953311772,4.147231650528899e-06
1.7596499999999997,3.2876974306860604e-06,3.642975712795861e-06,4.907160730988973e-06,0.8366150608869933,MAG,4.843920913438991e-06,1.5160248134957676e-06,7.749625621249267,0.005726572353589775,-1.0194352953311772,4.147231650528899e-06
2.0096,3.215357083024573e-06,3.5983898580267387e-06,4.8256534004946916e-06,0.8415537659645319,MAG,4.830375992288481e-06,1.5160248134957676e-06,7.749625621249267,0.005726572353589775,-1.0194352953311772,4.147231650528899e-06
2.25955,3.2047580493960366e-06,3.5082105565517927e-06,4.751632926086582e-06,0.8305713329641303,MAG,4.816935562510692e-06,1.5160248134957676e-06,7.749625621249267,0.005726572353589775,-1.0194352953311772,4.147231650528899e-06
2.5095,3.1767423109059466e-06,3.691903366934003e-06,4.870507384316205e-06,0.860259839640578,MAG,4.803607688187431e-06,1.5160248134957676e-06,7.749625621249267,0.005726572353589775,-1.0194352953311772,4.147231650528899e-06
