Delay_us,I,Q,Magnitude_linear,Phase_rad,Fit_channel,Fit_on_data,A_fit,T2star_fit_us,fdet_fit_MHz,phi_fit,C_fit
0.01,-2.3528229364194976e-07,3.2094392252272875e-07,3.9794818645860415e-07,2.2033899737220515,MAG,3.999322902941595e-07,3.133371454263273e-08,5.56238231814069,0.035814103322433045,0.23284880220543458,3.695152591169139e-07
0.25995,-1.9934589044028917e-07,3.439955163121024e-07,3.9758231761266955e-07,2.096006963269237,MAG,3.981581686381802e-07,3.133371454263273e-08,5.56238231814069,0.035814103322433045,0.23284880220543458,3.695152591169139e-07
0.5099,-1.9457333925569645e-07,3.6094502434007236e-07,4.100488933590332e-07,2.0652064931558307,MAG,3.963946222097544e-07,3.133371454263273e-08,5.56238231814069,0.035814103322433045,0.23284880220543458,3.695152591169139e-07
0.7598499999999999,-2.084714847478554e-07,3.310281654652258e-07,3.912032800019041e-07,2.1328181372302013,MAG,3.946494796523268e-07,3.133371454263273e-08,5.56238231814069,0.035814103322433045,0.23284880220543458,3.695152591169139e-07
1.0097999999999998,-2.0824665210931898e-07,3.055308495844896e-07,3.69750954241581e-07,2.169059167628617,MAG,3.9292980554316416e-07,3.133371454263273e-08,5.56238231814069,0.035814103322433045,0.23284880220543458,3.695152591169139e-07
1.25975,-2.1654545481918496e-07,3.4900668522906446e-07,4.1072813433879463e-07,2.1261258461844204,MAG,3.9124193106405037e-07,3.133371454263273e-08,5.56238231814069,0.035814103322433045,0.23284880220543458,3.695152591169139e-07
1.5096999999999996,-1.926310896205477e-07,3.4684065359910607e-07,3.967432112556617e-07,2.077766680117581,MAG,3.8959148566944357e-07,3.133371454263273e-08,5.56238231814069,0.035814103322433045,0.23284880220543458,3.695152591169139e-07
1.7596499999999997,-1.716391224757646e-07,3.3948708779459954e-07,3.804096096886994e-07,2.038900875350508,MAG,3.8798342950946195e-07,3.133371454263273e-08,5.56238231814069,0.035814103322433045,0.23284880220543458,3.695152591169139e-07
2.0096,-1.8390476113067234e-07,3.3055707904344496e-07,3.782709923748634e-07,2.0785001545820068,MAG,3.864220863821769e-07,3.133371454263273e-08,5.56238231814069,0.035814103322433045,0.23284880220543458,3.695152591169139e-07
2.25955,-1.8101928301016025e-07,3.6087516793913786e-07,4.0373118241797156e-07,2.0357326338342787,MAG,3.849111770064549e-07,3.133371454263273e-08,5.56238231814069,0.035814103322433045,0.23284880220543458,3.695152591169139e-07
2.5095,-1.9512673591079263e-07,3.3241487785844503e-07,3.8545310232095045e-07,2.1016003767606266,MAG,3.8345385242294473e-07,3.133371454263273e-08,5.56238231814069,0.035814103322433045,0.23284880220543458,3.695152591169139e-07
2.7594499999999997,-1.708368989961848e-07,3.3134190744862495e-07,3.7279043132881747e-07,2.046838782453195,MAG,3.8205272734670716e-07,3.133371454263273e-08,5.56238231814069,0.035814103322433045,0.23284880220543458,3.695152591169139e-07
3.0093999999999994,-1.779988179288899e-07,3.29753704958639e-07,3.747280148561503e-07,2.0657694891591607,MAG,3.807099133103977e-07,3.133371454263273e-08,5.56238231814069,0.035814103322433045,0.23284880220543458,3.695152591169139e-07
