Delay_us,I,Q,Magnitude_linear,Phase_rad,Fit_channel,Fit_on_data,A_fit,T2star_fit_us,fdet_fit_MHz,phi_fit,C_fit
0.0,3.118564175811006e-06,3.5447900217101834e-06,4.72133231372966e-06,0.8492767957220405,I,3.1174329229270418e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
0.3,2.873426747262224e-06,3.504314625044003e-06,4.53175487677558e-06,0.8839976591721929,I,2.876925742981397e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
0.6,2.9221006938473644e-06,3.547491994351653e-06,4.59601696199789e-06,0.8817650010236016,I,2.876923244129323e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
0.8999999999999999,3.013823752645259e-06,3.5803102948394784e-06,4.679931134038439e-06,0.8710954052754165,I,2.8769232445898796e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
1.2,2.816577886298771e-06,3.4621177540346175e-06,4.463112180125989e-06,0.8878524950016851,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
1.5,2.878240857481194e-06,3.4419250655316608e-06,4.486771510831503e-06,0.8743509998920299,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
1.7999999999999998,2.8591274398791893e-06,3.464910691076501e-06,4.492239509933365e-06,0.8808973551511701,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
2.0999999999999996,3.0192468580209935e-06,3.5771314604508017e-06,4.680995735419605e-06,0.8697717551964637,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
2.4,2.868240431735505e-06,3.4942125474489256e-06,4.520655317649399e-06,0.8834678908770783,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
2.7,2.923512114534129e-06,3.4120481175582964e-06,4.493216602876043e-06,0.8623560251528092,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
3.0,2.966276741920717e-06,3.40509252967816e-06,4.515911075888208e-06,0.8541626465424008,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
3.3,2.926284529743125e-06,3.378502200032517e-06,4.46961052717555e-06,0.8570016254873852,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
3.5999999999999996,3.001288934285535e-06,3.338781364360842e-06,4.489453893968402e-06,0.8385796237287314,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
3.9,2.99610600952004e-06,3.3560503056164634e-06,4.498858174482771e-06,0.8420025303380929,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
4.199999999999999,2.91271011388965e-06,3.5845659253074504e-06,4.618765319912922e-06,0.8884377128431433,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
4.5,2.9534215264399675e-06,3.4254764528143707e-06,4.522895935307899e-06,0.8592660996133868,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
4.8,2.9353957152757496e-06,3.399228476878287e-06,4.4912472925991855e-06,0.8584895524676555,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
5.1,2.90072658081495e-06,3.5195770696546424e-06,4.560881213744242e-06,0.8814908975560181,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
5.4,3.0706446656882863e-06,3.363156517689702e-06,4.554083928233937e-06,0.8308317332899509,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
5.699999999999999,2.831265109097398e-06,3.487336356277154e-06,4.491945789945013e-06,0.8888591394373775,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
6.0,2.937945936039441e-06,3.4135523032901784e-06,4.503761278130575e-06,0.8601396486961723,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
6.3,2.9680330929548323e-06,3.401570221196804e-06,4.514410305965543e-06,0.8533567926753225,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
6.6,2.961610213580077e-06,3.443297293496958e-06,4.541743201523541e-06,0.860462794510984,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
6.9,2.76380796384029e-06,3.37957412921946e-06,4.36579382883302e-06,0.8852969473229707,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
7.199999999999999,2.8737119042371346e-06,3.4542191718901644e-06,4.493311718099223e-06,0.8768794026977751,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
7.499999999999999,2.8700593376290465e-06,3.331717973476489e-06,4.397452132348681e-06,0.8597008529442323,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
7.8,2.7431894895930943e-06,3.2823792661048043e-06,4.277744992676485e-06,0.8746440948910067,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
8.1,2.8128384518685207e-06,3.365192822123541e-06,4.385952905171452e-06,0.8745672888932863,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
8.399999999999999,2.8443817182351908e-06,3.384009988037123e-06,4.420636940324956e-06,0.8718224128754066,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
8.7,2.915403136852343e-06,3.173601872152267e-06,4.309445938087268e-06,0.8277768681838383,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
9.0,2.915036394324999e-06,3.180138394153034e-06,4.3140140688465e-06,0.8288645172713192,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
9.299999999999999,2.779192545625428e-06,3.281296618640097e-06,4.300095197220508e-06,0.8680581545328986,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
9.6,2.8732895339982805e-06,3.222237841319281e-06,4.317245586275351e-06,0.842582365096432,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
9.9,2.8925247930617884e-06,3.362668484968292e-06,4.435565242252231e-06,0.8604176491942658,I,2.8769232445898924e-06,2.408331722268877e-07,0.03001537159292801,2.5941680253018418,0.05183683903251659,2.8769232445898924e-06
