Frequency_Hz,Amplitude_dBm,Real_dBm,Imag_dBm,Phase_rad
5180000000.0,-108.15771274800987,-114.28018851882838,-109.37366572476861,-1.0539166903899178
5180050000.0,-107.58078399189337,-114.48831720873527,-108.57067104811156,-1.1023906947172473
5180100000.0,-108.12385528228027,-114.0241023234035,-109.41411302697985,-1.039123118505006
5180150000.0,-107.68559571991068,-114.07846180368762,-108.81766289998355,-1.0712545456100597
5180200000.0,-107.9674702413473,-114.49710429463516,-109.05962693654102,-1.0797603209536288
5180250000.0,-107.66734595276311,-113.81650211864283,-108.87471319842251,-1.0556591798665396
5180300000.0,-108.0293412279549,-114.32053760234805,-109.19215105940582,-1.0648180728009615
5180350000.0,-108.26793701995373,-114.52213418107148,-109.44216974493509,-1.0624512298602504
5180400000.0,-108.03987402106972,-114.51994904847058,-109.14630547825925,-1.0766981422316317
5180450000.0,-108.03736275524275,-114.98083255838024,-109.01809774995229,-1.1044786109970268
5180500000.0,-107.91427031474059,-114.62162540156379,-108.95692102623369,-1.0905590233293347
5180550000.0,-107.95012266922501,-114.288438562332,-109.09856802018695,-1.067813302760899
5180600000.0,-107.87876465393124,-114.39050458512428,-108.97605131110764,-1.0786572642524523
5180650000.0,-107.844656442768,-114.04754835638515,-109.03494140225503,-1.0591472815352643
5180700000.0,-107.90314151509135,-114.65144431381614,-108.93474734501483,-1.0930074121954045
5180750000.0,-107.9064901074838,-114.06063568969032,-109.11225948290044,-1.0559842531732553
5180800000.0,-107.7520377087245,-114.40047210014609,-108.81081539441313,-1.0870101155046588
5180850000.0,-108.33371799833859,-114.76153356145757,-109.45543145095938,-1.073444595055642
5180900000.0,-107.93000427848187,-114.43419000855891,-109.02946478613228,-1.0781907179241177
5180950000.0,-107.98316140062909,-113.97498952375756,-109.2421818780457,-1.0452808603398647
5181000000.0,-107.86722976498602,-114.42748666880574,-108.95067016862936,-1.0816412568874816
5181050000.0,-107.99556106901522,-114.53302285001993,-109.08548221175334,-1.0802419314642875
