Frequency_Hz,Amplitude_dBm,Real_dBm,Imag_dBm,Phase_rad
5160000000.0,-115.46521397887794,-116.54378245008276,-122.04270893300938,-2.653492651257529
5160100000.0,-115.40762841780864,-116.98113896389849,-120.57980177183478,-2.557665955540162
5160200000.0,-115.60728904219701,-116.76760813087628,-121.9066080741731,-2.6361322438694743
5160300000.0,-115.8076090984786,-117.17978851382892,-121.47938341072049,-2.5941694956221295
5160400000.0,-115.10913805893102,-116.37574601823064,-121.07848213810671,-2.614573451392838
5160500000.0,-115.12734175885386,-116.326205064983,-121.30313924274715,-2.6281884059833738
5160600000.0,-115.50063844330867,-116.84355230832776,-121.25216849917422,-2.5997316389303653
5160700000.0,-115.67404208466407,-116.813247074836,-122.04302492372177,-2.640547679832228
5160800000.0,-115.28681366105712,-116.4651224636303,-121.52790754976282,-2.6324061678516
5160900000.0,-115.71608107364816,-116.9126354440654,-121.89914939107554,-2.628660125334293
5161000000.0,-115.82585607526863,-117.08631612023383,-121.81340633487073,-2.6157914838905256
5161100000.0,-115.84860165595526,-117.32615828355753,-121.24885631096913,-2.57469682062339
5161200000.0,-115.81650990422887,-117.50513510328378,-120.73601018317356,-2.5380324414489928
5161300000.0,-115.55456947975472,-117.15280416836471,-120.67064526998537,-2.553378331018692
5161400000.0,-115.45873459431957,-116.83247293767204,-121.12631616638706,-2.5938751567041165
5161500000.0,-116.06799224581044,-117.16777889436743,-122.57104608413977,-2.648917094226543
5161600000.0,-116.1421389994893,-117.55484048476761,-121.70669849342241,-2.5865810351571863
5161700000.0,-115.80459922150412,-117.16758542104745,-121.50121218600403,-2.595909230845672
5161800000.0,-116.3010212293971,-117.3865080041717,-122.85406368760461,-2.6519952201120933
5161900000.0,-115.88704913395135,-117.17346031028643,-121.79843454216795,-2.610673031835826
5162000000.0,-115.6244924395368,-117.01016474881128,-121.26016040427716,-2.5916283506930524
5162100000.0,-115.63135103924246,-116.96157235920494,-121.41810236318418,-2.6021658710757
5162200000.0,-115.36195707455869,-116.66701522790477,-121.21970244426875,-2.6070319268790314
5162300000.0,-115.16070866470389,-116.63864612325781,-120.56002373483815,-2.574627952250672
5162400000.0,-116.20186114048302,-117.30711614279474,-122.68599313313898,-2.6477459898626043
5162500000.0,-115.63367752825032,-116.97185827959444,-121.39829637431484,-2.6006378071722787
5162600000.0,-116.10038784782643,-117.57415527245017,-121.51000680195514,-2.575382620219949
5162700000.0,-115.61733460441529,-117.10049715366416,-121.00378712443857,-2.5736841172661737
5162800000.0,-115.89022500396338,-117.28615269256223,-121.49872360611126,-2.589706582742792
5162900000.0,-115.42970759788051,-116.65450556203868,-121.52492225744976,-2.6229252713817197
5163000000.0,-115.6594646275208,-117.16484300652957,-120.99182010067835,-2.569692927801943
5163100000.0,-115.48896696661012,-116.70921911071686,-121.59816397557533,-2.623843142713943
5163200000.0,-115.63897646144427,-117.26215901952357,-120.69948874590798,-2.549091901474302
5163300000.0,-115.47883766095141,-116.7105543097579,-121.55288526083388,-2.6215320262344446
5163400000.0,-115.23899778241052,-116.12377413880463,-122.58338603841891,-2.69785351373673
5163500000.0,-115.988900018027,-117.5113147810165,-121.28040666826269,-2.566655797864698
5163600000.0,-115.56235099591731,-117.00907276774338,-121.03964286092443,-2.5803079997848686
5163700000.0,-115.75183570144547,-116.93890174154085,-121.96495213387088,-2.630604092083674
5163800000.0,-115.60884504052495,-116.93258826326357,-121.41372355298563,-2.6034134686001136
5163900000.0,-115.71488473896008,-116.8323509890974,-122.1571429720774,-2.6451426192900858
5164000000.0,-116.08516225593658,-117.75260297777851,-121.0495793358676,-2.541583827867308
5164100000.0,-115.36489582744785,-116.97061919810808,-120.46418452466273,-2.5520874803737232
5164200000.0,-115.49411383941334,-116.93224248325718,-120.99321934948428,-2.5818842502671173
5164300000.0,-115.78910866933899,-117.37088550194701,-120.94240995326201,-2.556227983260369
5164400000.0,-115.6532160330043,-116.9713336121442,-121.4739200692241,-2.604499770993085
5164500000.0,-116.13802541513051,-117.39377763363504,-122.1395865489749,-2.6167265201428873
5164600000.0,-115.83095019070382,-117.36878748339153,-121.0859422117244,-2.5639236996900174
5164700000.0,-116.54583317138619,-117.96732731750188,-122.08760359484262,-2.5849513304491185
5164800000.0,-116.37349769750742,-117.82426653938829,-121.84056877748165,-2.579567545701721
5164900000.0,-115.95232524259154,-116.96253401496159,-122.78137480532823,-2.668589188972699
5165000000.0,-115.77487036860894,-116.91876235081837,-122.12826278398246,-2.639563529006662
5165100000.0,-115.05931413938629,-116.95838627197462,-119.56673277930162,-2.504135876144138
5165200000.0,-115.3661994413393,-116.5281498220074,-121.66019636139892,-2.63579301443013
5165300000.0,-115.49704283952906,-116.77123096843475,-121.44407906890122,-2.613076341100038
5165400000.0,-115.81387322230529,-117.16055778714522,-121.55501423616128,-2.5990110553259527
5165500000.0,-115.6312473004432,-116.83532784892984,-121.79067455270095,-2.627124425897869
5165600000.0,-115.30283938632346,-116.47278342982173,-121.5708794336374,-2.634134632666028
5165700000.0,-115.66718641892254,-117.04685823558862,-121.31886052291834,-2.5927566448132153
5165800000.0,-115.65771683988555,-116.88500494027713,-121.745297387672,-2.622423302864437
5165900000.0,-115.72869800362527,-117.11077950023315,-121.37393460827136,-2.5923032005052153
5166000000.0,-115.30730624347812,-116.7322716837257,-120.84012512532428,-2.5843095591654786
5166100000.0,-115.56563226889014,-117.04679706132723,-120.95699632186876,-2.5740447503145183
5166200000.0,-115.8816143062988,-117.12167961771,-121.93030104604178,-2.6198567907440573
5166300000.0,-115.92731700300286,-117.63283342877065,-120.81148784289228,-2.5352199966608278
5166400000.0,-115.74754679401644,-116.67784092525254,-122.89603414245664,-2.686982239536981
5166500000.0,-116.18609134116022,-117.38863618254823,-122.35032876242796,-2.627437336333538
5166600000.0,-115.39107250154498,-116.85171969087745,-120.83333626765041,-2.5777652857844244
5166700000.0,-115.62077238110382,-117.26206635421151,-120.64158438526309,-2.5460047504962913
5166800000.0,-115.62642499077722,-117.13612051848985,-120.94837746331991,-2.5689213789005283
5166900000.0,-115.74755327127275,-117.01614673492352,-121.71103931158136,-2.614180808966971
5167000000.0,-116.2566782781299,-117.88133346227832,-121.31394276147137,-2.5488401183353107
5167100000.0,-115.35588442840044,-116.84698831654907,-120.72288993083359,-2.572253383319475
5167200000.0,-115.66006240115297,-117.18559047502545,-120.94416267718282,-2.5661029575101173
5167300000.0,-115.26374139316901,-116.82030516022658,-120.4749765865954,-2.5606280906858356
5167400000.0,-116.06046770988729,-117.26698208760185,-122.21228604971867,-2.6266289848188937
5167500000.0,-115.74597217982942,-116.87908226510382,-122.13533802576228,-2.6418309057336224
5167600000.0,-116.06038386716429,-117.57798535485519,-121.36337640983814,-2.5675118266186794
5167700000.0,-115.56910676717104,-116.48023058149134,-122.79877621246028,-2.6915240400611897
5167800000.0,-115.35877450792452,-116.4305754896438,-121.96036089716186,-2.6549626961419674
5167900000.0,-115.615738217142,-117.12222585324177,-120.94541735428837,-2.5694945595732777
5168000000.0,-115.55085284171227,-117.0578217655865,-120.8793714875558,-2.5694085178594364
5168100000.0,-115.31573949405681,-116.86035532820328,-120.55481979911157,-2.562728027283686
5168200000.0,-115.50796856393981,-116.94019297353053,-121.02215090739242,-2.582970481897733
5168300000.0,-115.7422600078565,-117.20230978786495,-121.1860184196555,-2.577874076245611
5168400000.0,-115.71814417025493,-117.1124180397816,-121.33100839354182,-2.590015934583277
5168500000.0,-115.35270175697464,-116.75023438773519,-120.95696953789627,-2.589406578280024
5168600000.0,-116.50374904488672,-117.7737961799646,-122.46295286789379,-2.6138935635136606
5168700000.0,-115.57236468941218,-116.7799871947089,-121.720724497088,-2.626403599055868
5168800000.0,-115.63773808035008,-116.98874568454242,-121.36700979440485,-2.5981863614408
5168900000.0,-115.14621762566884,-116.63864335769851,-120.50999802969316,-2.5720156734267454
5169000000.0,-115.05340332617757,-116.5040347146119,-120.5208209913887,-2.5795926743159843
5169100000.0,-115.25983204361127,-116.89174218409968,-120.30114745790165,-2.5476016906999948
5169200000.0,-115.19539131854125,-116.41971903172535,-121.2920496452375,-2.6230201315908603
5169300000.0,-116.23289050243989,-117.951311300784,-121.09035457925489,-2.533082702051922
5169400000.0,-115.20633098841404,-116.5837704016721,-120.86398071661105,-2.5931771425416463
5169500000.0,-115.88685822090457,-117.33511669935368,-121.36026521241753,-2.580026699865246
5169600000.0,-115.62182554436998,-116.84522255056913,-121.72134301171513,-2.6232079377955397
5169700000.0,-116.01325680319431,-117.54639890064334,-121.2793190710522,-2.564753724576175
5169800000.0,-115.39979388083336,-116.77238446297962,-121.07046181987492,-2.594091844893731
5169900000.0,-115.94268389980624,-117.30727745001523,-121.63493998946845,-2.595604561651662
5170000000.0,-115.35046394016119,-116.50053198129137,-121.6834234249093,-2.6382702072938544
5170100000.0,-115.51985357153326,-116.76550472047076,-121.55168146056062,-2.6187395578744814
5170200000.0,-115.5198213202998,-116.98708636462146,-120.94557602666386,-2.5765618986678707
5170300000.0,-116.12623017270064,-117.48323069203393,-121.83912069060666,-2.5970456456792217
5170400000.0,-115.1681187356268,-116.4974032769777,-120.95748503461397,-2.602346064088884
5170500000.0,-115.26964662523392,-116.66256925422849,-120.88608224298069,-2.590268847453047
5170600000.0,-115.40818267688933,-116.48909730484911,-121.97736541743143,-2.6529842313753487
5170700000.0,-115.44920522962548,-116.8386229076374,-121.0749235098018,-2.5909255412390952
5170800000.0,-115.45520138624843,-117.07632212848198,-120.52026683770598,-2.549444651787901
5170900000.0,-115.88711198807056,-117.06755176781803,-122.12137605727588,-2.631966950300856
5171000000.0,-115.70547928805283,-117.2115071219809,-121.03626751985375,-2.5695767754150314
5171100000.0,-115.88553669925986,-117.14620212482274,-121.87247710233999,-2.6157507384295218
5171200000.0,-115.52563383690222,-116.65521871283121,-121.92684587944841,-2.642574896526355
5171300000.0,-115.6742915239849,-117.68296880448602,-119.9887302333174,-2.487392798818025
5171400000.0,-115.33396800154168,-116.72354922827482,-120.95925252386813,-2.5908948769470084
5171500000.0,-115.88204312965576,-117.20350229244637,-121.69333751852866,-2.6038541933285684
5171600000.0,-115.9151199261972,-117.0975010314401,-122.14317425849325,-2.6315672159630017
5171700000.0,-115.21573743262331,-116.89931781004923,-120.14587221474991,-2.538875712408774
5171800000.0,-115.32532461682734,-116.86051084432607,-120.58656233162436,-2.5643921744756564
5171900000.0,-115.53281491281284,-116.68377267270309,-121.8628411363731,-2.638084218220185
5172000000.0,-115.92664878529179,-117.07965152826236,-122.24994279867002,-2.6376570397390053
5172100000.0,-115.40757467132549,-116.89141535154403,-120.79236176513682,-2.573561766926638
5172200000.0,-115.32623488295522,-116.83415696245473,-120.65245655375446,-2.5692381664478776
5172300000.0,-115.25721080568204,-116.45740523952362,-121.42882384953347,-2.627916690602584
5172400000.0,-115.58721586291746,-117.02211801943696,-121.09455138406672,-2.5824775181705744
5172500000.0,-115.71684551612309,-116.93960201555288,-121.81833207655234,-2.6233372324818576
5172600000.0,-115.26417880984845,-116.63112630193734,-120.950065099915,-2.595158755120104
5172700000.0,-115.37654402869055,-116.41266950691534,-122.10803142233681,-2.662800067538377
5172800000.0,-115.43932077209558,-116.67842705103672,-121.49091078943292,-2.620048899264135
5172900000.0,-115.81726007468248,-117.47196868314481,-120.80900469563758,-2.54373134102929
5173000000.0,-115.3680759288385,-116.70996784740123,-121.12242749687144,-2.599927136212579
5173100000.0,-115.62932852689899,-117.34165208076914,-120.4993810492349,-2.534091347344642
5173200000.0,-115.90278525973689,-117.23506533767065,-121.6837971590441,-2.601770119635468
5173300000.0,-115.49123549979439,-117.35395712051923,-120.06572178231595,-2.509820410738087
5173400000.0,-115.19517180398952,-116.75332193533853,-120.40272903877366,-2.5603499973575774
5173500000.0,-115.08123506294456,-116.64114477934115,-120.28471793900917,-2.5600417350339013
5173600000.0,-115.68654961427512,-116.97122308149667,-121.60297946978054,-2.611013895741225
5173700000.0,-115.20216406882354,-116.71011314145757,-120.5283207148748,-2.56923334306551
5173800000.0,-115.27542282679435,-116.28455344494373,-122.10859170283629,-2.668831815645438
5173900000.0,-115.5376518014603,-116.81198662576017,-121.48425782881424,-2.6130474189780264
5174000000.0,-115.13656412497153,-116.66028566252044,-120.42495985431722,-2.5664236682730324
5174100000.0,-116.00793580482389,-117.51281796001477,-121.34148928682978,-2.569781695408084
5174200000.0,-115.21119031822023,-116.5984990409285,-120.84250724158372,-2.5913211453186897
5174300000.0,-115.33418849600004,-116.82849510958823,-120.693385648494,-2.571677644977333
5174400000.0,-115.56321432509863,-116.6436150988411,-122.13421585902555,-2.653095531932238
5174500000.0,-115.4089690287575,-117.0641880371806,-120.39961329249921,-2.5436450614823376
5174600000.0,-116.2039854736899,-117.38458538270349,-122.43773689461696,-2.6319339642137773
5174700000.0,-115.53949453851828,-117.04804218889429,-120.86420960270107,-2.5691263967986213
5174800000.0,-114.95254448691959,-116.68628853793429,-119.77860937350543,-2.5305573619525727
5174900000.0,-115.52007711480526,-116.77008430903341,-121.53881807424659,-2.6178702958716062
5175000000.0,-115.27719325056526,-116.2932257675689,-122.0840768567109,-2.6672811222239843
5175100000.0,-115.4636820714822,-117.08645023913536,-120.52510890948,-2.549162776807781
5175200000.0,-115.4162129297684,-117.2090201774718,-120.12433038137581,-2.520948302009796
5175300000.0,-114.33741993375023,-115.43779918078033,-120.8384180953027,-2.648790024126965
5175400000.0,-115.04634357632996,-116.50322395840277,-120.49804349888524,-2.578451674155497
5175500000.0,-114.2342160669292,-115.70378217090442,-119.65425104000747,-2.576144224606444
5175600000.0,-114.84777314369825,-116.1994862031381,-120.57511215988085,-2.5980519295182116
5175700000.0,-115.15660252842208,-116.63856231901485,-120.5460111232707,-2.573901203680781
5175800000.0,-114.9428937558072,-116.38056889145264,-120.44315474812585,-2.5819675914964852
5175900000.0,-114.19678508016737,-115.3574218239091,-120.49506708997467,-2.6360661657608704
5176000000.0,-114.98536277411759,-116.39646460130392,-120.55408617611668,-2.5868781674367507
5176100000.0,-114.56852131175742,-115.93537835509272,-120.25465212116389,-2.5951758766904147
5176200000.0,-114.7636212356145,-116.24485068657035,-120.15482620166713,-2.574033073730363
5176300000.0,-114.85949269149371,-116.14614248652308,-120.7701860212181,-2.610626245869736
5176400000.0,-115.09493870316984,-116.51428528025305,-120.64225997873456,-2.585348832225264
5176500000.0,-113.94766181569913,-115.29620845851902,-119.68368489784146,-2.5986556435142134
5176600000.0,-114.58037433227936,-115.69197752889492,-121.04267257188022,-2.646390567005464
5176700000.0,-114.24511995896171,-115.56932408543747,-120.04870535967733,-2.60332458761996
5176800000.0,-114.45630025670468,-115.84287382886203,-120.08957112157503,-2.5914591295994254
5176900000.0,-113.76497973670568,-115.30366587984196,-119.01797463684014,-2.563773799059661
5177000000.0,-114.40462143994634,-115.82308550958416,-119.95422660014852,-2.5855122811098803
5177100000.0,-114.69617856417692,-116.20540600150194,-120.01925728757377,-2.5690049715557906
5177200000.0,-114.85702355965458,-116.15423338623955,-120.73723676203345,-2.6085607407033162
5177300000.0,-114.62770288522529,-115.80003806982137,-120.88801774669106,-2.633639817800385
5177400000.0,-115.0117005285133,-116.39039287884785,-120.66599504541091,-2.5929410891437805
5177500000.0,-115.16297599899444,-116.45906116901057,-121.04642169822556,-2.6087802559580164
5177600000.0,-114.8358099234897,-116.28726566752432,-120.30114957647449,-2.5794419903519668
5177700000.0,-114.94140925135687,-116.28394445249782,-120.6939844766275,-2.599804066844144
5177800000.0,-114.84529738345205,-116.04116760960794,-121.03052315296307,-2.628799997118501
5177900000.0,-114.91142101972316,-116.26158295930568,-120.64301110386397,-2.598347565565922
5178000000.0,-116.14800146297702,-117.46932630382955,-121.95967355975428,-2.6038801253997157
5178100000.0,-115.77944301554105,-117.05359254544359,-121.72659245066393,-2.61308395150877
5178200000.0,-115.48760700433583,-116.93754234294877,-120.95678033408569,-2.5797199444857455
5178300000.0,-115.15539637668802,-116.66885883263234,-120.46830044052932,-2.5682492300952804
5178400000.0,-115.507955083556,-116.88587130635887,-121.16432755482396,-2.5930872968417322
5178500000.0,-115.45904032227865,-117.03810137806425,-120.61852877037667,-2.5566999142895015
5178600000.0,-114.9239588441312,-116.47421328244815,-120.14986637186796,-2.561735802461607
5178700000.0,-115.00254608942194,-116.43018643303832,-120.52848454038404,-2.583815649485001
5178800000.0,-115.48022561797006,-116.95531354250326,-120.88657798557688,-2.575143507896902
5178900000.0,-115.65193102585916,-116.75585305458883,-122.14066564786849,-2.6480311569875976
5179000000.0,-115.28560319643293,-116.48810799936624,-121.44996612091316,-2.6274454974912014
5179100000.0,-114.84539509892767,-116.16100707372304,-120.67317289098186,-2.6049844642192803
5179200000.0,-114.98564504124097,-116.4109350796835,-120.51762817878017,-2.584249594494323
5179300000.0,-115.31253447606517,-116.76513916614304,-120.77498021335687,-2.5792320584485386
5179400000.0,-115.68904120563184,-117.33758174815043,-120.69411574141526,-2.5447752768339886
5179500000.0,-115.5160538994938,-117.45187955282532,-119.95725362359438,-2.4984561989035785
5179600000.0,-115.23849749760699,-116.34198810668693,-121.72872311843774,-2.648123493677779
5179700000.0,-116.11769125492272,-117.46284713842222,-121.86304001381117,-2.5993030459292084
5179800000.0,-115.25513986673127,-116.44824207690081,-121.44910902225345,-2.629366379564191
5179900000.0,-115.18005007814577,-116.69910581010159,-120.47956781929484,-2.567253023581434
5180000000.0,-115.27159567156463,-116.6737378857022,-120.86374356478802,-2.588546048783788
