Frequency_Hz,Amplitude_dBm,Real_dBm,Imag_dBm,Phase_rad
5200000000.0,-116.81419435751194,-117.86258898443414,-123.50044685470196,-2.6600878225513704
5200100000.0,-117.3906415462449,-118.31331267632868,-124.57118630215199,-2.6887819908818686
5200200000.0,-116.90856245919151,-118.02848077961329,-123.34247481196165,-2.6446217986352454
5200300000.0,-116.61574491370112,-117.89044420873026,-122.56128233379316,-2.6129755690924235
5200400000.0,-117.06207626141078,-118.22388033395059,-123.35655016597738,-2.635823428326135
5200500000.0,-116.54104096585941,-117.70372136161313,-122.83265895935001,-2.6356412946773027
5200600000.0,-117.21313859543753,-118.41455941104898,-123.38090116975236,-2.627666508996743
5200700000.0,-116.36471843087114,-117.65939858177349,-122.25220700838483,-2.6090546483940296
5200800000.0,-117.62026646648734,-118.80876334939177,-123.82883408716614,-2.630310374038583
5200900000.0,-116.96485000332339,-117.77030267814536,-124.67879674205356,-2.7175632307613995
5201000000.0,-116.62108227699348,-117.87770106420592,-122.62005989347868,-2.616554256794973
5201100000.0,-116.27219671348473,-117.12431682259407,-123.76412760892765,-2.705844857572
5201200000.0,-116.79010353491438,-117.94427292518134,-123.10956296097609,-2.6374135308651545
5201300000.0,-117.42082963183788,-118.54087282353683,-123.85431752683574,-2.644595293244257
5201400000.0,-117.57498633080601,-118.82915562165385,-123.58127198051646,-2.6170413637453174
5201500000.0,-117.0366758570866,-117.97622604451189,-124.14662828984822,-2.6848079101133164
5201600000.0,-116.96906022019844,-118.03073039659398,-123.60703369175104,-2.6571731465486765
5201700000.0,-116.53181135479996,-118.11667125418998,-121.67810404708362,-2.555692812333045
5201800000.0,-116.5677493933562,-117.5036961088966,-123.69265346902615,-2.685652976130193
5201900000.0,-116.54686265982812,-117.61532479165365,-123.16039827335157,-2.655689896260117
5202000000.0,-116.64571029073798,-117.56757940263448,-123.8296449019644,-2.6889718224252115
5202100000.0,-117.0399159550035,-117.86274234791148,-124.6695964460922,-2.713158124105595
5202200000.0,-116.72072520204824,-118.18291247660524,-122.15913917933929,-2.57748495130515
5202300000.0,-117.54310778491751,-118.25093854361899,-125.7707661513196,-2.7433400565848554
5202400000.0,-116.7858165541275,-117.5940540093336,-124.48612314932734,-2.7168536683940125
5202500000.0,-116.7026257615312,-117.51727718149382,-124.37171106805584,-2.715224469711024
5202600000.0,-116.61494688045661,-117.50101087939639,-123.95364126835788,-2.6975417776769417
5202700000.0,-116.4474546110724,-117.83890213461623,-122.06779363081202,-2.590545107995189
5202800000.0,-117.23603043656325,-118.21672769926316,-124.1796491733224,-2.675283568313378
5202900000.0,-116.55940434158587,-117.87990227896125,-122.3734026391292,-2.604039800315925
5203000000.0,-116.76463597669712,-117.7002684183883,-123.89084708082748,-2.68572676355217
5203100000.0,-117.18171128009821,-117.99619699970245,-124.85159977105121,-2.7152664702686793
5203200000.0,-116.23225962112542,-117.27558597858425,-122.93712567075784,-2.661206049722086
5203300000.0,-116.94721456081936,-118.34543387047222,-122.54967390861077,-2.5892782820875264
5203400000.0,-117.15897789388059,-118.47024535086355,-122.99905810122824,-2.6058261531377522
5203500000.0,-116.700655678478,-117.53465797253676,-124.27715626204639,-2.7103513997424526
5203600000.0,-116.27385443777733,-117.49556826657508,-122.37854898573721,-2.6235477923476567
5203700000.0,-116.76716178105822,-117.65198380563673,-124.11134793881901,-2.6978424532601633
5203800000.0,-117.00154489461318,-118.10174445873024,-123.50316622943143,-2.648828549201683
5203900000.0,-116.26144848381654,-117.27604548734406,-123.07378259389199,-2.667603160614266
5204000000.0,-117.12074043960781,-118.30231545001479,-123.3513718205287,-2.6317331517526226
5204100000.0,-116.96907041048453,-118.04156454734076,-123.56818137027864,-2.6548118875136635
5204200000.0,-116.93796466195741,-118.11912915330518,-123.1699092255569,-2.6318176825425827
5204300000.0,-117.03143031772412,-118.04927613962334,-123.83144131536584,-2.666874695838815
5204400000.0,-117.06593384766825,-118.24753025968475,-123.2964967826667,-2.6317287453649705
5204500000.0,-116.86120902196485,-118.05900814697388,-123.0403556174814,-2.6284057552977074
5204600000.0,-117.39819480252103,-118.25359292678245,-124.87503624645186,-2.7050351507144845
5204700000.0,-117.20174884743633,-118.29144641004426,-123.73999448688292,-2.6510864553821993
5204800000.0,-117.74190381706859,-119.09178147430785,-123.47427363418493,-2.598401769846754
5204900000.0,-117.01474405740274,-118.34013283296127,-122.81500820063957,-2.6030962214216538
5205000000.0,-116.56672379805273,-118.32897482393827,-121.33526071141823,-2.525895074773503
5205100000.0,-117.07930795728286,-118.11958857364013,-123.79540869093803,-2.6618795109026405
