PulseLength_s,Magnitude_AU,Fit_AU,Phase_rad,A_fit,f_fit_Hz,phi_fit_rad,C_fit,t_pi_s
1e-08,7.451680329485176e-08,9.954292322061277e-08,2.0597028365427286,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
2.995e-08,9.145019040456302e-08,9.96423351904137e-08,1.9075563290027282,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
4.9900000000000003e-08,6.426261077730054e-08,9.98886711100896e-08,1.6840788376019498,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
6.985e-08,1.0543354494870602e-07,1.0027957655040387e-07,1.8347222342374874,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
8.98e-08,9.233695771857625e-08,1.0081131531568269e-07,2.004453365541295,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
1.0975e-07,7.243664275634268e-08,1.014788051536226e-07,2.011940184326585,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
1.297e-07,1.0008358877375863e-07,1.0227566633043727e-07,1.8970361854216933,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
1.4965000000000002e-07,1.0813627170647789e-07,1.031942826070713e-07,2.0501073468575672,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
1.696e-07,9.032997663366716e-08,1.0422587403368329e-07,1.988482091698503,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
1.8955e-07,1.2108261933555882e-07,1.0536058086664266e-07,1.9646240270366029,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
2.0950000000000002e-07,8.37020044884481e-08,1.065875578059787e-07,2.2463641069154314,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
2.2945e-07,8.129960788420676e-08,1.0789507765257905e-07,2.0002952650228973,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
2.494e-07,1.2888396724045732e-07,1.0927064339440309e-07,2.245224188373186,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
2.6935e-07,1.0142079515477123e-07,1.1070110765041267e-07,2.0430421219406973,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
2.8930000000000003e-07,1.1395768815914494e-07,1.1217279833059897e-07,2.0282573604272476,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
3.0925e-07,1.0978510602326164e-07,1.1367164931107242e-07,2.249732153185113,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
3.292e-07,8.996682216495117e-08,1.1518333487524927e-07,2.16532016762648,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
3.4915e-07,1.298088073512615e-07,1.166934066361729e-07,2.1862248874628016,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
3.691e-07,1.1327454348693171e-07,1.1818743163129399e-07,2.3278899354946305,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
3.8905e-07,1.1791531778345269e-07,1.1965113026982733e-07,2.4213806259057797,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
4.09e-07,1.233556134705415e-07,1.2107051281421205e-07,2.310213133946639,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
4.2895e-07,1.3725588944525236e-07,1.2243201309121297e-07,2.3387314086162703,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
4.489e-07,1.4372884190907185e-07,1.2372261815467925e-07,2.4106022068055,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
4.6885e-07,1.1358342018258632e-07,1.2492999266066965e-07,2.119374574931084,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
4.888e-07,1.4419134959396268e-07,1.2604259676619202e-07,2.3201149451662575,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
5.0875e-07,1.5164706895759017e-07,1.2704979642470448e-07,2.511234752199316,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
5.287e-07,1.2943989678851315e-07,1.279419650241962e-07,2.73360111505947,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
5.4865e-07,1.416579492231694e-07,1.2871057539641112e-07,2.455900855370863,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
5.686e-07,1.255114442612172e-07,1.2934828131780919e-07,2.2859099806570566,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
5.8855e-07,1.4207978050749707e-07,1.2984898772329543e-07,2.333887841563127,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
6.085e-07,1.2538274213665693e-07,1.3020790896162754e-07,2.274410884222704,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
6.2845e-07,1.1625394237656916e-07,1.3042161453570927e-07,2.4035071520186233,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
6.484e-07,1.1559741272253516e-07,1.304880618905925e-07,2.3870275038150255,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
6.6835e-07,1.4432719667629508e-07,1.304066159358071e-07,2.318757985245516,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
6.883e-07,1.509735819639671e-07,1.301780551154282e-07,2.472274900460986,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
7.082500000000001e-07,1.3580838768871714e-07,1.2980456396786386e-07,2.424410174626351,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
7.282e-07,1.288253677032492e-07,1.29289712246476e-07,2.535263754454228,1.5473764348096764e-08,780241.9323566998,-3.1737559116770306,1.1501448813210397e-07,6.458565737051792e-07
