PulseLength_s,Magnitude_AU,Fit_AU,Phase_rad,A_fit,f_fit_Hz,phi_fit_rad,C_fit,t_pi_s
1e-08,3.272000018322921e-06,3.4082980156544373e-06,1.1180754942187445,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
3.4950000000000005e-08,3.3348823936573484e-06,3.411525605571168e-06,1.1314740668205778,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
5.99e-08,3.448270467444288e-06,3.4176131285125022e-06,1.146390326193233,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
8.485000000000001e-08,3.3536318703359173e-06,3.4265243780953457e-06,1.1240977294187893,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
1.098e-07,3.4212989765532055e-06,3.4382063534325815e-06,1.118301216516001,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
1.3475e-07,3.3494866758643636e-06,3.4525895743631627e-06,1.13573624810428,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
1.5970000000000003e-07,3.419119496960976e-06,3.4695884946949606e-06,1.1242688164640942,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
1.8465000000000003e-07,3.373252706905297e-06,3.489102011002553e-06,1.1177171331631757,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
2.0960000000000002e-07,3.3959483227501596e-06,3.5110140639538055e-06,1.1169038719394884,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
2.3455000000000002e-07,3.4795643953598063e-06,3.5351943285887694e-06,1.1223950672395333,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
2.595e-07,3.4841835896041315e-06,3.5614989894453764e-06,1.1284264267202326,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
2.8445000000000004e-07,3.676919707772113e-06,3.5897715959217488e-06,1.1429490789495573,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
3.0940000000000006e-07,3.4880528920948913e-06,3.6198439927877567e-06,1.1465947464438182,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
3.3435e-07,3.6707400283253384e-06,3.6515373203114603e-06,1.1455367446516558,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
3.5930000000000005e-07,3.6753297340101634e-06,3.68466307805206e-06,1.1599916806088475,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
3.8425e-07,3.6503955637359424e-06,3.719024245992291e-06,1.1287573776817357,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
4.0920000000000004e-07,3.7546887727223804e-06,3.754416456342172e-06,1.1764301998487336,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
4.3415000000000006e-07,3.833321276992802e-06,3.7906292090446545e-06,1.1617755259724916,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
4.5910000000000003e-07,3.658688474073905e-06,3.827447123753769e-06,1.1781145848634542,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
4.8405e-07,3.846589274237889e-06,3.864651220838965e-06,1.1554052489138316,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
5.09e-07,3.943787975034684e-06,3.902020223796701e-06,1.1439510859767852,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
5.339500000000001e-07,3.949483220469388e-06,3.939331875322988e-06,1.1862100609954742,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
5.589000000000001e-07,4.047131981175497e-06,3.976364259219398e-06,1.1663357220341224,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
5.8385e-07,4.1375461008887355e-06,4.012897120270282e-06,1.1831520674962601,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
6.088000000000001e-07,4.180014208107386e-06,4.048713174241075e-06,1.1478685376909592,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
6.337500000000001e-07,4.048122312935441e-06,4.083599400206282e-06,1.175984693735171,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
6.587e-07,4.126532395707971e-06,4.117348307520832e-06,1.1868620003914172,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
6.8365e-07,4.25233043590494e-06,4.14975916989934e-06,1.1932930770133023,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
7.086000000000001e-07,4.184176343893039e-06,4.1806392192634005e-06,1.1932863773022486,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
7.335500000000001e-07,4.309851321159029e-06,4.209804792256344e-06,1.1994523606759135,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
7.585e-07,4.169812806041619e-06,4.237082422606405e-06,1.1935983646215609,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
7.834500000000001e-07,4.307665310016481e-06,4.262309872841325e-06,1.1864903283828319,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
8.084000000000001e-07,4.356632541794987e-06,4.28533709921811e-06,1.2071620341727147,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
8.3335e-07,4.44581798890381e-06,4.306027144128912e-06,1.2035766112162358,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
8.583000000000001e-07,4.258974628917278e-06,4.324256950675305e-06,1.2025639154373,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
8.832500000000001e-07,4.463355401910381e-06,4.339918094566178e-06,1.1889565948994876,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
9.082e-07,4.3642286235873545e-06,4.352917428986178e-06,1.1755665580442556,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
9.331500000000001e-07,4.301393885926507e-06,4.363177638599244e-06,1.1998766225459274,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
9.581e-07,4.354830578820664e-06,4.370637699392254e-06,1.1892782137993336,4.846352004741248e-07,492072.99571150314,3.158568183329374,3.892377499922367e-06,1.0089940239043824e-06
